SA2_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
217011421,27,0,0,0,27,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,174,32,5,0,212,0,0,0,213,12,0,231,59,6,0,0,61,0,0,0,65,0,0,67,46,9,0,0,61,0,0,0,61,0,0,63,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,108,15,0,0,128,0,0,0,126,5,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,0,0,128,0,0,0,126,5,0,129,15,5,0,0,15,0,0,0,15,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,119,18,0,0,143,0,0,0,145,9,0,153,63,14,0,0,74,0,0,0,74,5,0,80,72,6,0,0,84,0,0,0,84,0,0,81
217011422,41,0,0,0,42,12,0,47,0,0,0,0,0,0,0,0,0,0,0,0,167,27,3,3,203,4,0,5,206,15,0,224,49,6,0,0,54,0,0,0,54,0,0,59,61,9,0,0,72,0,0,0,73,4,0,74,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,4,114,14,0,0,133,0,0,0,132,7,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,5,3,0,0,0,3,0,0,0,3,0,0,5,117,14,0,0,138,0,0,0,136,7,0,145,14,5,0,0,26,0,0,0,25,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,135,18,0,0,155,5,0,5,159,19,4,178,60,9,5,4,71,0,0,0,67,3,0,72,55,12,7,0,72,0,0,0,72,3,0,76
217011423,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,167,10,5,0,186,0,0,0,185,5,0,185,47,4,0,0,54,0,0,0,54,0,0,54,48,6,0,0,51,0,0,0,51,9,0,55,6,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,99,8,4,0,114,0,0,0,114,9,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8,4,0,114,0,0,0,114,9,0,123,12,0,0,0,13,0,0,0,13,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,113,15,4,0,129,0,0,0,129,6,0,139,57,9,0,0,66,0,0,0,66,0,0,67,50,8,0,0,59,0,0,0,60,7,0,69
217031471,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,55,14,0,0,77,0,0,0,73,3,0,78,15,3,0,0,18,0,0,0,18,0,0,18,23,0,0,0,26,0,0,0,26,0,0,30,0,0,5,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,44,4,5,0,50,0,0,0,50,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,5,0,56,0,0,0,56,0,0,53,5,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,51,7,4,0,63,0,0,0,63,4,0,65,26,0,0,0,29,0,0,0,29,3,0,33,21,0,0,0,20,0,0,0,20,0,0,20
217031472,30,0,0,0,30,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,257,33,3,4,289,0,0,0,289,13,0,308,65,3,0,0,68,0,0,0,70,4,0,71,73,10,6,0,88,0,0,0,88,0,0,89,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,140,13,3,0,159,0,0,0,162,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,144,13,3,0,162,0,0,0,159,0,0,165,11,0,0,0,15,0,0,0,15,10,0,27,0,0,0,0,0,0,0,0,0,0,0,0,157,14,5,0,175,0,0,0,184,8,0,191,89,12,3,0,101,0,0,0,101,3,0,99,82,8,3,0,99,0,0,0,97,6,0,108
217031473,9,0,0,0,9,3,0,14,0,0,0,0,0,0,0,0,0,0,4,4,128,24,7,0,158,0,0,0,158,9,4,169,39,4,0,0,37,0,0,0,37,0,0,37,57,9,0,0,62,0,0,0,62,4,0,69,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,3,0,0,0,3,0,0,3,98,13,0,0,111,0,0,0,111,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,13,0,0,111,0,0,0,111,4,0,110,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,98,13,0,4,112,0,0,0,112,7,0,119,49,4,0,6,52,0,0,0,52,0,0,52,56,6,9,0,65,0,0,0,65,5,0,72
217031474,16,0,0,0,16,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,117,17,5,9,150,4,0,4,151,9,3,161,34,0,0,0,32,0,0,0,32,0,0,34,33,0,0,0,37,0,0,0,37,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,68,4,0,4,70,0,0,0,70,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,4,74,0,0,0,74,0,0,75,12,0,0,0,8,0,0,0,8,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,79,4,0,3,86,0,0,0,86,0,0,87,32,4,0,0,34,0,0,0,33,0,0,33,31,0,4,0,37,0,0,0,37,0,0,37
217031475,36,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,150,21,4,3,181,0,0,0,180,3,0,190,58,3,0,0,65,0,0,0,65,0,0,67,48,7,0,3,61,0,0,0,60,0,0,58,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,7,0,0,0,7,0,0,7,113,15,0,3,134,0,0,0,134,4,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,15,0,3,131,0,0,0,132,4,0,139,21,0,0,0,24,0,0,0,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,139,15,0,3,157,0,0,0,159,4,0,164,81,9,0,0,93,0,0,0,89,4,0,95,56,8,4,0,68,0,0,0,71,4,0,75
217031476,5,0,0,0,5,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,14,0,6,65,5,0,5,66,4,0,68,18,5,0,0,26,0,0,0,26,0,0,24,14,8,0,0,22,0,0,0,18,0,0,19,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,44,0,0,0,52,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,44,6,0,6,53,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,0,0,49,6,0,6,50,3,0,55,19,5,0,0,19,0,0,0,19,0,0,19,23,12,0,0,30,0,0,0,30,0,0,33
217041477,28,0,0,0,28,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,173,24,3,8,209,3,0,3,212,7,0,218,42,4,0,0,54,0,0,0,54,0,0,49,54,7,0,4,62,0,0,0,62,0,0,66,6,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,97,8,0,8,118,0,0,0,118,4,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,10,0,8,122,0,0,0,122,4,0,123,12,0,0,0,13,0,0,0,13,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,113,10,0,14,141,0,0,0,141,6,0,143,57,4,0,5,66,0,0,0,66,0,0,65,60,10,0,4,74,0,0,0,74,0,0,79
217041478,33,0,0,0,33,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,270,32,4,4,305,3,0,3,310,13,0,327,59,8,0,0,67,0,0,0,67,3,0,69,84,13,0,0,98,0,0,0,99,4,0,102,7,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,4,0,0,0,4,0,0,4,151,23,0,0,177,0,0,0,177,7,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,153,23,0,0,182,0,0,0,183,7,0,190,13,3,0,0,13,0,0,0,13,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,168,21,0,0,198,0,0,0,199,10,0,207,80,5,0,0,95,0,0,0,95,0,0,100,93,11,0,0,106,0,0,0,106,3,0,114
217041479,67,0,0,0,70,11,0,84,0,0,0,0,0,0,0,0,0,0,0,0,485,49,14,7,556,4,0,7,556,35,0,593,115,14,5,0,126,0,0,0,128,8,0,134,210,25,5,0,232,0,0,0,233,5,0,239,5,3,0,0,10,0,0,0,10,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,324,33,7,3,376,0,0,3,377,11,0,389,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,332,33,7,3,382,0,0,3,382,11,0,394,31,7,0,0,34,0,0,0,36,9,0,45,0,0,0,0,0,0,0,0,0,0,4,4,357,40,6,3,414,0,0,3,417,22,4,443,145,11,4,0,167,7,0,7,171,8,0,177,230,25,4,0,260,0,0,0,260,5,0,269
217041480,31,0,0,0,31,8,0,37,0,0,0,0,0,0,0,0,0,0,0,0,231,39,7,7,285,0,4,4,285,15,0,295,53,9,0,0,62,0,0,0,62,0,0,62,91,14,0,0,106,0,0,0,106,3,0,109,7,0,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,155,23,0,0,179,0,0,0,179,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,23,0,0,182,0,0,0,182,0,0,185,12,4,0,0,16,0,0,0,16,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,168,30,0,0,198,0,0,0,198,12,0,211,75,11,3,0,86,0,0,0,86,0,0,92,86,19,0,0,112,0,0,0,112,0,0,113
297979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,75,0,0,0,75,6,0,79,0,0,0,0,3,0,0,0,3,0,0,3,370,58,20,12,450,6,0,6,460,28,4,491,76,11,6,0,91,3,0,3,94,7,0,100,91,13,5,0,109,0,0,0,113,5,0,114,9,3,0,0,17,0,0,0,17,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,178,24,8,0,216,5,0,5,219,15,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,185,24,8,0,220,5,0,5,223,15,0,236,34,0,4,0,43,0,0,0,43,11,0,54,0,0,0,0,3,0,0,0,3,0,0,7,218,26,9,3,261,5,0,5,262,23,0,291,129,12,6,0,144,4,3,3,148,13,0,162,106,27,3,0,138,0,0,0,140,0,0,142
301011002,42,0,0,0,40,10,0,47,0,0,0,0,0,0,0,0,0,0,0,0,235,27,6,5,272,7,3,6,278,16,0,299,86,3,0,0,88,0,0,0,88,10,0,96,63,0,0,0,67,0,0,0,67,0,0,69,5,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,151,4,3,0,169,0,0,0,166,9,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,5,153,4,3,0,171,0,0,0,169,10,0,178,23,3,0,0,27,3,0,3,29,5,0,31,4,0,0,0,4,0,0,0,4,0,0,5,180,11,4,7,198,3,0,4,199,12,0,212,110,6,4,0,123,4,0,4,126,11,0,136,75,10,3,0,83,3,0,3,87,0,0,92
301011003,52,0,0,0,54,7,0,60,0,0,0,0,0,0,0,0,0,0,3,3,418,44,16,3,480,9,0,9,481,11,0,499,94,9,0,0,104,0,0,0,109,3,0,114,101,10,5,0,113,0,0,0,113,4,0,112,9,0,3,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,201,19,7,0,226,0,0,0,232,4,0,237,0,0,0,0,4,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,5,0,0,0,6,0,0,6,206,19,8,0,234,4,0,4,237,4,0,244,23,9,0,0,32,0,0,0,32,5,0,39,0,0,0,0,0,0,0,0,0,0,3,3,222,30,14,3,266,4,0,4,268,17,3,282,147,11,3,0,167,3,0,3,172,0,0,171,123,11,4,0,138,0,0,0,136,4,0,140
301011004,55,0,0,0,57,14,0,69,0,0,0,0,3,0,0,0,3,0,0,6,411,70,14,5,494,3,0,0,499,26,0,523,94,15,0,0,115,0,0,0,115,7,0,125,98,22,6,0,115,3,0,3,120,3,0,126,19,4,6,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,211,39,8,0,259,6,0,6,263,7,0,271,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,0,3,0,0,7,216,39,8,0,262,6,0,6,269,10,0,280,24,5,4,0,37,0,0,0,37,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,243,47,11,3,299,6,0,6,304,14,0,318,105,17,4,0,122,0,0,0,122,5,0,130,102,19,4,0,124,0,0,0,124,3,0,132
301011005,5,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,92,3,3,0,102,4,0,4,106,0,0,107,27,0,0,0,30,0,0,0,30,0,0,30,29,0,0,0,29,0,0,0,27,0,0,27,0,0,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,59,4,0,4,61,0,0,61,6,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,58,3,0,0,62,4,0,4,63,0,0,63,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,59,6,0,0,61,4,0,4,67,0,0,67,23,0,0,0,30,0,0,0,30,0,0,30,12,3,0,0,17,0,0,0,17,0,0,17
301011006,33,0,0,0,33,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,309,47,8,3,366,0,4,4,370,13,0,380,117,11,3,0,131,3,0,3,137,7,0,141,91,12,0,3,111,0,0,0,111,4,0,116,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,226,29,4,3,258,3,0,3,263,7,0,269,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,0,7,3,0,0,0,4,0,0,0,3,0,0,9,227,29,8,3,259,3,0,3,262,13,0,275,26,4,0,0,28,0,0,0,28,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,249,31,8,3,289,3,0,3,294,15,0,306,166,9,3,0,175,5,0,5,180,5,0,181,118,22,0,0,144,0,0,0,144,3,0,150
301021007,52,5,0,5,53,3,0,59,3,0,0,0,3,0,0,0,3,0,0,4,278,35,11,0,326,7,0,7,332,31,0,361,74,12,0,0,91,0,0,0,92,8,0,97,85,11,0,0,96,3,0,3,97,8,0,100,5,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,164,21,11,0,192,0,0,0,195,15,0,211,0,0,0,0,4,0,0,0,6,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,5,0,0,5,167,26,11,0,202,6,0,6,201,15,0,215,36,3,0,0,42,3,0,3,46,8,0,50,3,0,0,0,3,0,0,0,3,0,0,4,210,27,11,0,245,7,0,7,253,19,0,273,105,15,4,0,126,3,0,3,125,12,0,142,92,17,3,0,114,6,0,6,115,4,0,119
301021008,24,0,0,0,30,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,168,16,3,0,189,0,0,3,195,9,0,203,48,4,0,0,52,0,0,0,52,0,0,51,34,4,0,0,43,0,0,0,43,0,0,46,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,84,15,0,0,96,0,0,0,96,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15,0,0,96,0,0,0,96,5,0,98,17,0,0,0,20,0,0,0,20,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,106,15,0,0,118,0,0,0,118,5,0,126,94,7,0,0,105,0,0,0,101,0,0,105,51,4,0,0,53,0,0,0,53,0,0,53
301021009,78,0,0,0,81,7,0,85,0,0,0,0,0,0,0,0,0,0,0,0,472,55,22,7,553,3,0,3,561,30,0,592,139,16,4,0,159,0,0,5,162,8,0,172,116,14,5,0,128,0,0,0,132,5,0,135,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,3,0,0,0,3,0,0,5,264,29,7,3,309,0,0,3,317,14,0,325,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,8,270,30,7,3,315,0,0,3,317,14,0,328,35,5,3,3,44,5,0,5,50,8,0,54,0,0,0,0,0,0,0,0,0,0,0,0,305,43,7,5,365,8,0,7,371,21,5,386,173,12,5,3,197,8,0,8,200,8,0,210,131,11,3,0,148,6,0,6,153,6,0,161
301021011,31,0,0,0,31,0,0,31,0,0,0,0,5,0,0,0,5,0,0,5,306,28,9,5,340,0,0,0,344,10,0,356,80,5,0,0,82,0,0,0,84,6,0,91,63,11,0,0,82,0,0,0,82,0,0,81,15,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,158,20,0,3,182,0,0,0,184,9,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,154,19,0,3,181,0,0,0,185,9,0,192,25,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,181,20,0,3,210,0,0,0,211,9,0,221,122,11,0,0,136,3,0,0,137,3,0,146,102,13,4,0,119,0,0,0,120,0,0,119
