SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
101021007,3,0,0,0,3,0,0,3,187,14,9,0,206,0,0,0,207,9,0,213,150,31,3,0,191,0,0,0,190,5,0,193,27,12,0,0,33,0,0,0,33,0,0,33,0,0,0,3,3,0,0,0,6,0,0,6,358,53,13,9,426,4,0,0,429,14,0,448,3,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,4,0,0,0,4,0,0,4,4,3,0,0,4,0,0,0,4,0,0,4,360,56,13,9,436,4,0,0,441,14,0,455,73,16,12,3,103,0,0,0,103,11,0,119,0,0,0,0,0,0,0,0,0,0,0,0,437,73,18,9,537,4,0,0,544,26,0,570
101021008,26,0,0,0,26,0,0,24,474,51,6,0,532,10,4,13,547,19,0,569,360,56,8,3,425,12,0,12,435,17,3,449,93,6,6,6,110,0,0,0,110,0,0,114,0,0,0,6,9,0,0,0,9,7,0,9,931,109,24,16,1073,17,4,20,1095,40,7,1137,6,0,0,0,6,0,0,0,6,0,0,8,17,3,3,0,20,0,0,0,20,5,0,25,24,3,3,0,22,0,0,0,30,12,0,31,945,111,26,16,1095,21,4,22,1123,47,7,1176,140,10,0,0,158,3,0,6,163,39,0,202,0,0,0,0,0,0,0,0,0,0,0,4,1087,126,26,14,1256,28,3,27,1286,89,6,1377
101021009,14,0,0,0,14,0,0,18,428,76,18,3,526,9,0,11,537,26,0,566,350,85,8,3,450,4,5,5,456,12,4,465,80,8,5,0,93,0,0,0,93,3,0,95,4,0,0,9,16,0,0,0,16,0,0,16,868,170,29,13,1082,10,3,15,1095,37,4,1142,3,0,0,0,5,0,0,0,8,0,0,8,17,11,0,0,26,0,0,0,22,0,4,32,21,11,0,0,31,3,0,3,30,0,4,38,888,177,29,13,1110,16,3,20,1131,37,8,1177,205,42,7,9,260,4,0,4,258,22,0,284,0,0,0,0,0,0,0,0,0,0,5,10,1094,219,37,20,1370,17,3,22,1397,59,12,1464
101021010,16,0,0,0,16,0,0,15,228,33,3,0,264,0,0,0,266,9,0,273,174,15,0,3,195,3,0,3,198,0,0,198,31,0,5,0,35,0,0,0,39,4,0,41,6,0,0,3,9,0,0,0,9,0,0,13,439,52,6,13,511,7,0,7,513,13,0,525,15,0,0,0,15,0,0,0,16,0,0,16,6,0,0,0,6,0,0,0,6,0,0,6,21,0,0,0,21,0,0,0,19,0,0,19,461,52,6,13,528,9,0,9,538,13,0,549,97,21,0,0,110,0,0,0,115,22,0,132,0,0,0,0,0,0,0,0,0,0,0,0,557,67,8,8,645,9,0,9,655,33,0,689
101021012,51,0,0,0,51,8,0,65,1215,91,20,5,1333,3,0,3,1334,55,0,1392,850,61,23,10,940,0,0,0,945,20,0,964,169,16,21,0,202,0,0,0,202,0,0,204,9,0,0,9,19,0,0,0,19,0,0,19,2240,173,64,19,2499,10,0,10,2506,77,3,2585,4,0,0,0,7,0,0,0,7,0,0,7,12,0,0,0,12,0,0,0,12,0,0,12,20,0,0,0,20,0,0,0,20,0,0,20,2266,173,64,19,2521,10,0,10,2528,77,3,2610,264,18,3,0,291,6,0,6,290,16,0,307,3,0,0,0,7,0,0,0,7,0,10,15,2532,196,68,24,2818,11,0,11,2829,91,12,2935
101021610,13,0,0,0,13,0,0,15,749,54,24,0,837,3,3,3,838,15,3,851,498,39,9,0,546,0,0,0,546,17,0,560,145,3,20,4,175,0,0,0,175,0,0,175,7,0,0,0,14,0,0,0,14,0,0,13,1399,101,53,5,1572,3,3,3,1573,28,3,1607,13,0,0,0,13,0,0,0,13,0,0,13,15,0,0,0,15,0,0,0,15,0,0,15,30,0,0,0,30,0,0,0,30,0,0,30,1430,101,53,5,1602,3,3,3,1600,28,3,1636,164,11,0,0,174,0,0,0,174,8,0,186,0,0,0,0,0,0,0,0,0,0,6,6,1594,117,59,5,1777,3,3,3,1781,36,7,1826
101021611,58,0,0,0,58,8,0,63,1346,108,37,10,1495,5,0,5,1504,70,0,1573,976,99,23,10,1110,3,3,6,1110,28,0,1148,163,18,15,10,195,0,0,0,199,8,0,202,11,0,0,14,28,0,0,0,28,0,4,30,2491,220,73,39,2828,13,3,16,2844,109,10,2958,20,0,0,0,20,0,0,0,20,0,0,20,12,0,0,0,12,0,0,0,12,0,0,12,35,0,0,0,35,0,0,0,40,0,0,40,2529,220,73,39,2860,19,3,17,2881,109,10,2994,255,26,3,0,286,3,0,3,286,39,0,330,0,0,0,5,0,0,0,0,0,0,0,3,2787,246,73,44,3150,20,3,19,3168,148,10,3328
101031013,4,0,0,0,4,0,0,4,90,5,5,0,98,0,0,0,98,0,0,98,163,6,0,0,167,0,0,0,167,0,0,169,9,0,0,0,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,262,12,4,0,276,0,0,0,276,0,0,283,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,11,0,0,0,11,0,0,0,11,0,0,11,273,12,4,0,286,0,0,0,286,0,0,288,25,0,0,0,28,0,0,0,25,6,0,38,0,0,0,0,0,0,0,0,0,0,0,0,295,13,4,0,314,0,0,0,316,12,0,330
101031014,3,0,0,0,3,0,0,11,206,35,6,0,249,0,0,0,249,33,0,282,244,64,0,7,316,0,0,4,320,5,0,328,36,0,5,0,38,0,0,0,38,0,0,38,0,0,0,9,9,0,0,0,9,0,3,9,484,99,10,14,603,0,0,4,610,41,7,656,6,0,0,0,6,0,0,0,6,0,0,6,4,0,0,0,5,0,0,0,10,0,0,10,15,0,0,0,15,0,0,0,16,0,0,16,499,97,10,14,617,3,0,6,625,41,7,672,141,37,4,3,186,0,0,3,187,34,0,220,0,0,0,0,0,0,0,0,0,0,3,3,641,136,16,15,805,6,0,10,815,65,10,895
101031015,0,0,0,0,0,4,0,3,177,9,3,4,195,0,0,0,195,18,0,209,140,31,10,0,173,0,0,0,177,3,0,183,16,0,0,0,19,0,0,0,19,0,0,19,3,3,0,7,8,0,0,0,8,0,0,8,334,46,14,3,397,0,0,0,398,23,0,421,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,335,46,14,3,396,0,0,0,402,23,0,425,46,24,6,0,75,7,0,7,77,16,0,94,0,0,0,0,0,0,0,0,0,0,0,0,382,60,20,7,471,4,0,4,475,39,0,517
101031016,18,0,0,0,18,0,0,18,421,46,10,0,468,3,0,6,473,14,0,496,426,73,12,3,518,0,0,0,518,23,3,537,25,13,6,0,45,0,0,0,45,0,0,45,6,0,0,0,6,0,0,0,6,3,0,6,877,132,26,3,1035,3,0,6,1038,44,9,1081,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,879,132,26,3,1035,3,0,6,1043,44,9,1084,70,19,0,0,87,0,0,0,87,16,0,104,0,0,0,0,5,0,0,0,5,0,0,3,948,145,26,4,1129,3,0,6,1130,55,5,1196
101041017,4,0,0,0,4,0,0,4,216,20,11,0,245,0,4,4,249,12,0,264,263,52,4,6,331,3,0,3,331,23,0,360,28,9,4,0,37,0,0,0,37,0,0,41,0,4,0,7,9,0,0,0,9,0,0,9,501,87,18,13,624,6,4,7,632,41,0,671,0,4,0,0,0,0,0,0,6,0,0,6,9,3,0,0,12,0,0,0,10,0,0,10,9,8,0,0,14,0,0,3,15,0,0,15,510,99,18,13,641,4,3,12,650,41,0,693,100,43,7,5,157,6,0,6,162,47,0,207,0,0,0,0,0,0,0,0,0,0,5,3,609,142,28,22,801,10,3,13,807,83,5,901
101041018,3,0,0,0,3,0,0,3,213,53,0,4,277,10,0,9,288,28,0,311,240,71,12,6,321,0,0,0,327,21,0,345,39,0,10,0,47,0,0,0,47,12,0,62,8,0,0,8,18,0,0,0,18,0,0,13,495,126,18,17,663,10,3,9,673,61,0,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,6,3,0,0,3,494,126,18,17,665,8,4,14,676,61,0,736,82,22,3,4,113,3,0,3,114,52,0,164,3,0,0,0,3,0,0,0,3,0,3,9,587,151,22,18,784,13,4,15,794,113,3,915
101041019,3,0,0,0,3,0,0,6,288,59,3,0,351,0,5,5,355,18,0,373,417,96,7,3,532,9,0,9,536,34,3,579,49,4,5,0,64,0,0,0,64,7,0,69,0,0,3,16,19,0,0,0,19,4,0,24,766,155,23,20,964,9,5,9,974,62,3,1040,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,8,7,3,0,0,6,0,0,0,13,0,0,13,768,154,23,20,973,9,6,14,982,62,3,1048,118,23,10,5,156,0,0,0,158,33,0,190,0,0,0,10,10,0,0,0,10,0,0,10,888,176,33,36,1130,5,6,16,1148,94,3,1238
101041020,10,0,0,0,10,0,0,12,303,54,7,3,367,0,6,6,373,19,0,389,410,94,20,8,525,0,0,0,527,33,0,560,47,11,3,0,63,0,0,0,69,7,0,70,0,0,0,11,14,0,0,0,14,0,0,14,755,159,39,19,975,0,3,4,980,55,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,7,5,0,6,6,0,0,0,7,0,0,0,7,5,0,6,757,159,38,23,984,0,3,4,985,58,0,1045,95,43,17,0,147,0,0,4,153,81,0,236,3,0,0,5,8,0,0,0,8,4,9,21,851,203,53,28,1134,5,3,5,1146,143,9,1296
101041021,6,0,0,0,6,0,0,7,111,27,0,0,142,0,0,0,144,9,0,147,183,37,4,5,224,0,0,0,221,14,0,238,28,3,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,321,62,5,5,392,5,0,5,400,19,0,418,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,0,3,0,0,0,3,0,0,3,323,62,5,5,400,5,0,5,400,19,0,421,41,8,4,0,55,5,7,9,56,13,0,71,0,0,0,0,0,0,0,0,0,0,3,3,366,71,9,5,451,7,7,13,460,30,3,495
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101041023,0,0,0,0,0,0,0,0,65,9,0,0,73,0,0,0,77,17,0,89,90,15,4,8,119,0,0,0,119,7,0,127,15,0,3,0,16,0,0,0,16,0,0,16,0,0,0,12,12,0,0,0,12,0,0,12,169,29,12,20,223,0,0,0,222,20,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,0,3,0,0,0,0,0,4,0,0,6,4,0,12,170,29,12,20,229,0,0,7,232,21,0,251,45,10,0,0,57,5,0,5,64,18,0,83,0,0,0,0,0,0,0,0,0,0,7,7,213,42,13,20,281,10,0,15,294,39,7,341
101041024,3,0,0,0,3,0,0,3,99,27,6,4,128,4,0,4,128,7,0,135,106,26,4,0,137,0,0,0,137,11,0,145,7,0,3,0,14,3,0,3,15,3,0,18,5,4,0,0,10,0,0,0,10,0,0,8,216,56,12,4,283,3,0,3,287,18,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,56,12,4,283,3,0,3,287,18,0,307,21,5,0,0,29,0,0,0,29,25,0,53,0,0,0,0,0,0,0,0,0,0,0,0,237,60,13,4,313,3,0,3,314,44,0,364
101041025,9,0,0,0,9,0,0,8,352,64,7,0,421,4,0,4,422,21,6,448,472,79,9,0,565,0,6,7,569,31,0,600,34,8,9,0,58,0,0,0,57,0,0,55,7,0,0,7,16,0,0,0,16,3,0,17,862,155,21,12,1053,10,6,15,1063,59,6,1125,6,0,0,0,6,0,0,0,6,0,0,8,5,0,0,0,4,0,0,0,5,0,0,5,8,0,0,0,14,0,0,0,9,0,0,18,878,152,21,12,1066,8,6,12,1076,61,6,1135,97,29,7,12,142,3,0,3,145,46,0,194,0,0,0,0,0,0,0,0,0,3,3,4,973,180,32,25,1209,15,6,20,1223,105,7,1339
101041026,8,0,0,0,8,0,0,8,241,41,4,9,294,0,0,0,294,13,4,307,232,88,3,6,331,5,0,3,338,18,0,362,42,10,0,0,55,0,0,0,55,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,516,138,12,15,683,6,0,4,694,31,6,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,138,12,15,683,6,0,4,694,37,6,735,90,26,0,0,121,0,0,0,121,24,0,149,3,0,0,0,3,0,0,0,3,0,0,3,611,164,9,22,806,6,0,4,816,66,6,886
101041027,0,0,0,0,0,0,0,0,183,28,5,0,217,3,0,3,222,14,0,238,342,64,6,5,418,0,0,0,420,10,0,434,26,17,4,3,49,0,0,0,49,0,0,49,14,6,0,13,26,0,0,0,26,3,0,32,561,114,18,20,716,10,0,10,719,34,0,749,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,4,0,0,0,4,7,0,7,0,0,0,0,4,0,0,0,3,7,0,9,560,113,18,20,718,10,0,10,728,38,0,761,101,38,0,14,157,0,0,0,157,38,0,202,3,0,0,0,3,0,0,0,3,0,0,8,666,156,21,36,875,10,0,10,888,80,0,969
101051539,12,0,0,0,12,6,0,19,987,102,18,4,1101,11,3,12,1116,55,3,1182,1063,93,50,5,1214,14,0,14,1224,70,0,1291,156,17,16,0,196,3,0,3,205,14,0,212,12,0,0,19,35,0,0,0,39,3,0,45,2217,217,82,28,2549,23,3,27,2578,145,6,2734,9,0,0,0,9,5,0,5,13,0,0,18,33,5,0,0,40,5,0,5,43,5,0,49,47,5,0,0,48,8,0,8,56,4,0,62,2262,221,82,28,2601,30,3,36,2636,152,6,2790,397,77,22,11,504,19,19,37,536,98,0,637,6,0,0,0,10,0,0,0,10,0,8,24,2664,298,104,45,3110,49,19,70,3179,252,22,3451
101051540,25,0,0,0,25,0,0,25,585,75,12,5,674,3,0,3,679,27,0,704,645,123,21,7,796,9,0,4,805,43,0,845,62,9,5,0,76,0,0,0,76,0,0,82,15,0,0,18,30,5,0,5,30,0,0,30,1308,208,37,23,1581,9,0,11,1592,71,0,1662,0,0,0,0,0,0,0,0,0,5,0,5,9,4,0,0,14,0,0,0,14,5,0,16,11,3,0,0,15,0,0,0,15,5,0,23,1318,212,37,23,1590,9,0,11,1602,77,0,1682,233,70,7,19,323,3,0,9,328,66,0,393,0,0,0,6,3,0,0,0,3,0,18,17,1551,274,47,42,1919,14,3,21,1938,144,15,2091
101061541,3,0,0,0,3,0,0,9,372,32,8,0,407,0,0,0,407,17,0,422,383,42,7,4,429,3,0,3,430,12,0,448,57,0,6,0,62,3,0,3,66,0,0,67,0,0,0,7,17,0,0,0,17,0,3,17,810,78,13,14,919,4,0,4,920,29,3,950,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,9,0,9,13,0,0,13,6,0,0,0,6,9,0,9,12,0,0,12,824,78,13,14,926,11,0,11,936,29,3,963,128,15,8,9,151,0,0,0,151,18,0,169,0,0,0,0,5,0,0,0,5,0,0,5,952,91,25,19,1077,11,0,11,1090,46,3,1141
101061542,46,0,0,0,46,3,0,57,955,121,8,0,1088,11,0,11,1100,41,7,1149,845,98,11,8,968,0,0,0,964,27,0,994,99,8,21,3,129,3,0,3,131,8,0,139,4,0,0,7,13,0,0,0,13,0,4,13,1902,234,37,18,2192,13,0,13,2209,80,7,2293,8,0,0,0,8,0,0,0,8,3,0,9,18,0,0,0,21,0,0,0,21,0,0,21,24,0,0,0,27,0,0,0,27,3,0,30,1929,233,37,19,2218,13,0,13,2230,81,7,2323,241,47,16,0,307,3,8,10,315,17,0,336,0,0,0,0,0,0,0,0,0,0,3,3,2168,277,55,19,2525,18,8,23,2543,97,10,2658
101061543,4,0,0,0,4,0,0,4,394,31,5,0,434,0,0,0,432,19,4,451,527,69,16,3,614,7,4,9,628,40,0,666,74,5,11,6,91,0,0,0,91,3,0,96,13,5,0,10,21,0,0,0,21,0,3,27,1004,112,25,15,1167,8,4,11,1173,64,7,1248,10,0,0,0,10,0,0,0,10,0,0,9,11,6,5,0,14,0,0,0,14,0,0,14,19,6,5,0,21,0,0,0,21,0,0,23,1025,118,32,15,1192,8,4,11,1200,60,7,1270,204,59,12,16,287,17,15,36,327,124,12,462,3,6,0,12,14,0,0,0,14,0,19,28,1233,178,41,43,1492,28,19,44,1541,183,37,1762
101061544,8,0,0,0,8,0,0,8,269,29,4,5,303,0,4,4,311,9,0,324,370,46,6,3,423,0,0,0,423,3,0,425,48,0,3,0,54,0,4,4,58,3,0,63,5,0,0,15,22,0,0,0,22,0,0,22,686,81,13,20,805,0,9,9,815,19,0,833,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,8,0,0,9,694,81,13,20,809,0,9,7,821,19,0,845,149,18,18,0,190,3,0,3,194,41,0,234,0,0,0,0,0,0,0,0,0,0,3,3,845,97,30,27,999,4,9,14,1014,63,3,1082
102011028,36,3,0,3,39,5,0,46,343,47,11,0,407,3,0,3,409,27,0,434,589,108,33,8,730,7,3,9,739,16,3,764,91,21,16,0,126,0,0,0,131,6,0,128,9,0,0,0,9,0,0,0,9,0,0,7,1029,170,61,12,1269,12,3,10,1278,44,3,1334,0,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,10,0,0,0,13,0,0,0,13,0,0,13,1036,169,61,12,1277,12,3,10,1289,44,3,1344,160,31,9,0,202,4,0,4,203,23,0,222,0,0,0,0,0,0,0,0,0,0,5,7,1196,200,74,12,1477,13,3,18,1497,70,4,1576
102011029,46,0,0,0,46,5,0,56,407,60,20,3,485,9,9,16,507,43,0,548,575,186,31,6,791,0,0,0,795,29,0,823,104,22,37,0,155,3,0,3,160,5,0,165,7,0,0,3,13,0,0,0,13,0,0,13,1095,262,79,12,1453,11,9,24,1474,78,0,1545,5,3,0,0,8,0,0,0,8,0,0,8,18,9,0,0,28,0,0,0,28,0,0,28,26,8,0,0,37,0,0,0,36,0,0,36,1121,279,79,12,1488,11,7,19,1510,78,0,1586,223,38,23,7,286,0,0,0,287,46,5,335,0,0,0,0,0,0,0,0,0,0,0,0,1338,322,103,20,1776,18,7,26,1802,124,5,1926
102011030,13,0,0,0,13,0,0,13,151,17,0,0,174,3,0,3,183,10,0,192,153,27,11,3,199,0,4,4,200,13,10,219,33,10,12,0,65,0,0,0,65,21,0,85,0,0,0,4,3,0,0,0,3,6,0,5,341,59,28,9,442,3,4,10,450,45,7,503,0,0,0,0,0,0,5,5,5,0,0,5,0,6,0,0,3,0,0,0,3,7,0,11,0,6,0,0,3,0,5,5,5,7,0,13,348,62,28,9,450,3,7,10,456,52,7,516,69,23,3,12,107,0,0,0,107,24,0,132,0,3,0,0,3,0,0,0,3,0,3,11,420,91,30,22,561,3,7,10,571,72,15,655
102011031,69,0,0,0,69,7,0,82,551,75,32,9,657,3,0,8,669,39,0,707,762,166,25,3,953,5,0,5,955,51,0,1006,143,46,41,3,236,3,0,3,239,7,0,246,8,0,0,3,14,0,0,0,14,0,0,14,1462,284,92,16,1856,14,0,12,1869,94,0,1966,4,0,0,0,6,0,3,3,8,3,0,15,11,12,0,0,20,0,0,0,20,0,0,20,18,12,0,0,27,0,3,3,30,3,0,34,1480,292,94,15,1883,14,4,17,1898,100,0,1997,235,60,32,4,325,3,3,3,333,44,0,379,0,6,0,0,0,0,0,0,0,3,13,16,1713,351,125,20,2213,16,7,20,2234,148,10,2395
102011032,41,0,0,0,41,14,0,51,524,96,25,0,640,17,6,20,660,60,0,716,683,193,28,8,917,8,0,11,923,48,0,973,155,51,44,0,249,3,0,3,254,11,0,268,3,8,5,6,24,0,0,0,26,0,0,26,1368,342,101,20,1828,32,4,34,1860,120,0,1980,21,4,0,3,34,5,0,5,32,0,0,37,30,3,3,0,34,0,0,0,34,0,0,33,51,4,3,3,62,5,0,5,69,5,0,69,1419,344,103,18,1889,32,4,34,1925,120,0,2048,395,84,31,5,515,21,0,21,535,85,3,627,0,0,0,0,10,0,0,0,10,0,9,16,1820,428,134,28,2409,54,4,58,2468,210,14,2693
102011033,16,0,0,0,21,7,0,30,297,63,11,9,383,8,4,4,385,26,0,419,382,77,25,4,484,4,0,4,485,25,0,517,99,13,9,0,125,0,0,0,126,10,0,131,5,3,0,9,17,0,0,0,17,0,5,13,781,154,50,19,1002,10,4,10,1014,63,5,1086,4,0,0,0,3,3,0,3,6,0,0,6,19,8,0,0,23,0,0,0,23,0,0,23,22,11,0,0,28,3,0,3,36,0,0,36,805,159,50,19,1032,10,4,12,1046,63,5,1113,192,42,8,0,243,0,0,4,251,36,0,283,0,0,0,3,3,0,0,0,3,0,0,3,999,201,63,20,1286,11,0,17,1297,105,5,1407
102011034,33,0,0,0,33,5,0,33,251,34,14,6,300,0,4,3,312,24,0,336,426,85,17,6,536,5,0,7,543,10,5,556,71,23,20,3,124,0,0,0,124,0,0,119,0,4,0,5,11,0,0,0,11,0,0,14,758,143,50,15,973,8,4,17,984,40,3,1024,0,0,0,0,9,0,0,0,9,0,0,9,3,0,0,0,3,5,0,5,7,0,0,7,4,0,0,0,8,5,0,5,11,0,0,11,762,151,50,15,978,11,4,21,997,40,3,1038,136,45,11,3,195,0,0,0,199,43,0,246,0,0,0,0,0,0,0,0,0,0,5,5,899,189,63,18,1173,18,4,19,1194,83,9,1284
102011035,19,0,0,0,19,4,0,28,302,58,13,0,377,4,0,6,378,24,4,410,394,93,35,14,543,7,5,10,551,28,0,583,79,16,26,0,127,0,0,0,125,8,0,131,0,5,0,0,8,0,0,0,8,0,0,8,780,173,77,11,1049,14,9,22,1069,60,4,1128,9,3,0,0,7,0,0,0,7,0,0,7,12,0,0,0,14,0,0,0,14,0,0,17,19,3,0,0,25,0,0,0,25,0,0,25,798,180,78,11,1069,14,9,22,1089,59,4,1156,171,32,8,10,210,0,7,13,222,38,0,262,0,0,0,3,3,0,0,0,3,0,3,9,968,205,84,23,1287,19,14,30,1314,102,6,1426
