SA2_CODE_2021,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
403041085,17,0,0,0,17,3,0,22,194,25,0,0,223,4,0,3,232,12,0,244,382,92,19,0,495,8,0,8,504,23,4,528,25,11,6,4,46,0,0,0,46,0,0,44,4,0,0,5,10,0,0,0,10,0,0,12,608,129,27,8,778,14,0,11,786,36,11,829,0,0,0,0,7,0,0,0,3,0,0,8,7,4,0,0,12,0,0,0,12,0,0,12,8,12,0,0,16,0,0,0,20,0,0,19,617,137,27,8,791,16,0,11,806,38,11,850,200,38,13,19,274,13,8,24,297,87,0,382,0,0,0,0,0,0,0,0,0,0,5,5,816,181,40,25,1071,29,6,39,1103,126,14,1239
403041086,41,0,0,4,43,17,0,56,299,40,3,6,344,13,0,16,357,17,0,376,585,96,18,0,692,3,4,3,698,27,3,727,60,16,8,0,83,3,0,3,79,9,0,89,5,0,0,0,5,0,0,0,5,5,0,10,945,148,28,6,1126,20,8,20,1146,59,4,1203,4,0,0,0,4,0,0,0,4,4,0,7,11,6,0,0,12,0,0,0,15,0,0,15,14,6,0,0,20,0,0,0,20,4,0,23,962,144,28,6,1139,20,6,20,1166,61,4,1223,223,48,3,4,278,3,5,11,291,43,0,330,0,0,0,0,0,0,0,0,0,0,0,0,1185,199,32,9,1421,19,12,32,1452,102,4,1557
403041088,17,0,0,0,15,0,0,18,118,25,4,3,146,4,0,4,155,4,0,154,224,59,4,6,299,0,0,0,294,3,0,299,20,5,0,0,24,0,0,0,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,370,93,3,13,470,4,0,4,480,6,0,488,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,11,0,0,15,11,0,0,0,11,0,0,0,11,0,0,15,379,93,3,13,482,4,0,4,490,11,0,495,67,9,0,0,80,0,0,0,82,8,0,88,5,0,0,0,5,0,0,0,5,0,0,5,453,95,3,13,563,5,0,8,573,20,0,592
403041089,61,0,0,0,64,5,0,63,470,56,19,3,548,0,0,4,553,13,0,564,821,95,15,6,930,8,0,8,938,20,0,958,81,14,16,0,112,0,0,0,112,0,0,118,4,0,0,4,5,0,0,0,5,0,3,5,1377,163,46,14,1600,11,0,9,1612,35,0,1652,6,3,0,0,9,0,0,0,7,4,0,13,23,0,0,3,29,0,0,0,33,0,0,33,27,3,0,3,37,10,0,10,45,4,0,48,1406,167,48,17,1641,16,0,13,1659,37,0,1698,275,37,0,5,318,4,0,4,320,38,0,359,0,0,0,0,0,0,0,0,0,0,0,5,1687,208,48,16,1963,20,0,19,1982,78,9,2060
403041177,29,0,0,0,29,3,0,37,443,84,20,0,545,0,0,0,550,18,0,568,799,107,23,7,934,6,6,13,950,34,0,975,125,12,13,0,144,5,0,5,150,4,0,151,9,0,0,8,15,0,0,0,15,0,0,15,1364,207,55,18,1643,8,4,16,1664,52,0,1715,12,5,0,0,12,0,0,0,11,0,0,11,50,7,8,0,60,4,0,4,66,5,0,65,56,12,8,0,72,6,0,6,80,5,0,84,1423,209,61,18,1715,12,4,24,1741,58,0,1794,329,58,22,0,408,24,7,32,441,74,0,519,0,0,0,0,0,0,0,0,0,0,4,5,1757,270,84,19,2131,36,13,51,2179,135,4,2317
403041178,30,0,0,0,30,3,0,31,372,60,3,3,437,7,3,9,445,32,0,483,702,104,21,0,828,13,4,24,847,26,0,870,81,20,6,0,108,0,0,0,107,4,0,111,0,4,0,5,11,0,0,0,11,0,0,8,1151,184,33,10,1385,24,13,32,1415,56,0,1479,12,0,0,0,11,0,0,0,11,0,0,11,18,0,0,0,18,3,0,7,27,0,0,27,25,0,0,0,28,3,0,7,38,0,0,38,1178,188,33,10,1409,30,16,43,1452,56,0,1512,227,35,8,3,275,3,4,5,280,25,0,303,6,0,0,0,11,0,0,0,11,0,3,16,1416,222,45,16,1695,34,17,44,1737,86,3,1828
404011090,37,0,0,0,37,5,0,43,349,64,3,0,414,0,7,7,422,22,0,452,547,100,8,0,654,10,3,15,668,17,0,685,63,18,4,0,78,0,0,0,78,6,0,87,7,0,0,0,9,3,0,3,12,0,0,9,965,173,17,0,1156,16,7,24,1183,50,0,1233,7,5,0,0,9,11,0,11,20,4,0,19,24,8,0,0,23,0,0,0,23,0,0,28,28,12,0,0,35,11,0,11,48,4,0,50,993,182,17,0,1199,24,7,33,1232,51,0,1281,133,31,8,10,176,0,0,0,181,49,3,238,0,0,0,0,0,0,0,0,0,0,3,3,1127,211,25,7,1374,27,10,36,1409,105,9,1520
404011091,68,6,0,6,75,12,0,86,582,93,4,4,684,7,5,9,694,29,0,719,922,192,7,3,1129,6,10,12,1150,42,3,1192,103,22,7,0,134,6,0,6,135,8,0,143,4,0,4,13,17,0,0,0,17,0,0,23,1618,303,28,20,1972,14,14,26,1999,75,4,2080,6,4,0,3,17,0,0,0,22,0,0,22,24,0,0,9,33,0,0,0,36,0,0,36,30,5,0,11,51,8,0,8,51,0,0,60,1647,316,28,31,2018,18,14,28,2049,78,4,2133,293,79,12,10,396,11,0,14,410,91,3,500,8,0,0,4,8,0,0,0,8,5,4,24,1939,393,38,48,2424,36,13,45,2468,167,12,2650
404011092,107,0,0,0,107,13,0,116,687,87,16,7,789,11,0,12,802,33,0,841,1131,136,20,0,1289,14,0,14,1302,29,3,1336,111,15,15,0,138,0,0,0,138,0,0,143,9,0,0,0,16,0,0,0,16,0,0,16,1939,231,52,15,2237,22,0,28,2262,62,7,2332,9,0,0,0,9,0,0,0,9,0,0,13,22,10,0,0,34,0,0,0,31,3,0,41,25,10,0,0,44,0,0,0,46,6,0,49,1963,245,55,15,2278,27,0,26,2305,64,7,2377,259,55,3,3,321,6,0,6,331,34,0,365,0,0,0,0,0,0,0,0,0,0,0,0,2228,293,58,20,2598,35,0,39,2636,100,7,2747
404011093,61,0,0,0,60,12,0,74,547,93,11,3,659,7,12,19,679,36,0,710,818,152,26,3,993,3,0,8,1003,34,7,1038,129,20,7,0,150,0,0,0,150,4,0,158,8,0,0,13,11,0,0,0,11,0,0,17,1501,261,40,18,1819,14,10,26,1843,74,4,1931,13,0,0,0,12,5,0,5,18,0,0,18,20,7,4,0,27,3,0,0,28,9,0,38,28,6,4,0,38,8,0,9,48,9,0,57,1532,270,44,18,1859,20,11,34,1893,81,4,1984,306,111,15,15,436,14,3,18,459,87,0,546,0,6,0,3,8,0,0,0,8,0,4,7,1835,385,52,33,2305,36,14,53,2355,170,12,2539
404011094,32,0,0,0,32,0,0,35,226,29,7,0,267,6,0,6,265,9,0,275,288,58,6,0,352,3,0,3,357,11,0,365,30,0,3,0,33,0,0,0,35,4,0,42,3,0,0,0,3,0,0,0,3,0,0,3,546,97,9,0,656,10,0,10,664,25,0,691,4,0,0,0,4,0,0,0,4,0,0,4,8,9,0,0,13,0,0,0,13,0,0,13,11,9,0,0,16,0,0,0,19,0,0,19,561,102,9,0,678,10,0,10,684,25,0,714,104,16,9,7,136,3,0,3,144,34,0,173,6,0,0,0,6,0,0,0,6,0,0,10,671,119,19,8,819,16,0,16,832,56,0,892
404011095,75,0,0,0,75,15,0,90,499,66,19,0,583,7,0,8,593,34,3,630,875,150,18,3,1042,4,0,3,1045,35,0,1087,107,30,13,4,151,0,0,0,151,0,0,156,16,3,0,4,24,0,0,0,24,0,4,28,1496,250,55,14,1806,7,5,14,1817,70,9,1901,15,8,0,0,26,0,0,0,26,0,0,26,39,0,0,0,44,4,0,4,44,0,0,44,51,12,0,0,65,4,0,4,72,0,0,72,1551,259,52,14,1869,17,5,15,1891,72,9,1970,286,63,0,3,363,7,0,7,369,99,0,467,3,6,0,5,12,0,0,0,12,0,10,19,1839,328,53,17,2242,24,3,26,2271,169,16,2457
404011096,70,0,0,0,70,8,0,75,541,74,4,0,619,12,0,12,627,23,0,649,775,99,0,4,879,3,4,6,884,10,0,893,78,16,12,0,104,0,0,0,107,0,0,107,8,0,0,0,6,0,0,0,6,0,0,6,1402,183,22,3,1606,15,4,19,1623,33,0,1658,9,0,0,0,9,0,0,0,9,0,0,9,15,5,0,0,23,0,0,0,17,0,0,17,27,5,0,0,28,0,0,0,28,0,0,33,1422,186,22,3,1637,16,4,20,1654,35,0,1684,204,37,0,0,242,3,3,11,250,45,0,301,0,0,0,0,0,0,0,0,0,0,3,9,1623,228,21,4,1876,20,9,28,1904,79,6,1993
404011097,107,0,0,0,111,22,0,132,675,144,4,8,831,20,6,21,846,35,0,886,759,197,25,0,988,8,0,10,999,54,0,1059,97,22,17,0,130,0,0,0,130,3,0,135,5,3,5,9,14,0,0,0,14,3,0,18,1535,365,52,17,1963,30,9,32,1997,98,4,2101,13,9,0,0,26,4,0,4,26,0,0,26,28,13,0,0,44,6,6,9,48,4,0,49,43,17,0,0,62,8,6,16,79,3,0,82,1575,384,58,15,2029,33,13,44,2076,101,4,2175,404,143,11,13,572,16,13,27,601,197,0,799,4,0,0,9,16,0,0,0,16,0,7,24,1985,528,67,38,2617,52,27,70,2693,297,9,2999
404021098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404021099,52,0,0,0,52,11,0,68,497,67,0,3,575,3,0,3,576,35,0,614,712,110,5,5,835,6,0,6,840,31,7,872,100,17,11,3,127,0,0,0,127,8,0,132,0,0,0,0,0,0,0,0,0,7,0,10,1310,189,23,10,1532,11,0,11,1546,74,7,1622,4,0,0,0,4,4,0,4,10,0,0,10,26,0,0,0,26,4,0,4,32,0,0,32,31,0,0,0,38,7,0,7,39,0,0,39,1339,194,23,10,1571,16,0,16,1588,74,7,1667,204,24,5,0,237,6,5,12,247,55,0,299,4,0,0,0,4,0,0,0,4,0,0,4,1544,218,27,10,1804,25,5,28,1829,124,7,1964
404021100,44,0,0,0,50,13,0,55,490,53,20,0,555,5,0,5,563,22,0,581,592,84,22,3,704,8,0,9,712,28,0,741,101,10,3,0,121,0,0,0,121,7,0,128,4,0,0,3,4,0,0,0,4,4,5,9,1187,140,51,11,1388,14,0,14,1398,59,5,1463,4,6,0,0,10,3,0,3,12,0,0,12,14,9,0,0,20,0,5,5,21,4,0,24,16,12,0,0,26,3,5,5,30,4,0,36,1202,152,51,11,1416,13,5,19,1434,61,5,1495,266,42,5,11,327,7,6,8,333,44,0,378,0,0,0,0,0,0,0,0,0,0,0,0,1466,196,56,22,1734,20,6,29,1772,106,3,1875
404021101,33,0,0,0,35,11,0,49,283,68,14,5,359,0,8,8,370,25,0,393,373,107,6,0,494,9,0,9,504,38,0,541,69,11,12,0,96,4,0,4,99,12,0,109,4,3,0,0,6,0,0,0,6,11,0,12,732,188,36,5,960,8,11,19,981,80,0,1057,10,0,0,0,10,4,0,4,12,4,0,18,14,0,0,0,10,4,0,4,17,0,0,17,20,0,0,0,22,9,0,12,33,4,0,35,755,189,36,5,984,21,15,32,1014,78,0,1095,231,71,17,0,319,22,4,23,348,81,0,419,3,5,0,0,7,0,0,0,7,0,0,7,982,267,51,6,1310,37,15,55,1367,163,0,1527
404021102,101,7,3,7,110,41,0,146,579,97,3,5,682,11,9,21,707,60,0,766,626,210,17,8,864,18,9,26,891,86,0,981,107,14,6,0,125,3,0,3,127,7,0,135,15,6,0,13,26,0,0,0,28,8,0,36,1322,329,23,26,1701,35,21,49,1750,162,5,1917,33,6,4,4,47,9,0,11,53,0,0,60,30,18,0,5,55,3,0,3,59,8,0,73,69,22,3,6,103,9,0,11,116,13,0,129,1390,350,29,34,1807,46,21,64,1867,171,5,2049,473,189,34,15,714,25,7,34,750,270,0,1025,4,0,0,3,7,0,0,0,7,0,18,22,1864,544,66,55,2524,67,29,97,2629,446,19,3094
404021103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404031105,17,0,0,0,17,0,0,24,156,16,5,0,178,0,0,0,178,3,0,186,215,38,3,0,252,3,0,3,258,3,0,257,27,0,0,0,31,0,0,0,31,8,0,31,0,0,0,4,4,0,0,0,4,0,0,4,399,50,11,3,462,3,0,3,467,15,0,479,0,7,0,0,7,0,0,0,7,0,0,7,6,0,0,0,6,0,0,0,6,0,0,6,6,7,0,0,7,0,0,0,7,0,0,7,401,52,11,3,470,3,0,3,473,15,0,489,48,0,0,0,55,0,0,0,55,8,0,63,0,0,0,0,0,0,0,0,0,0,0,0,453,60,8,3,525,3,0,3,532,23,0,552
404031106,78,3,0,4,77,13,0,90,514,80,10,0,599,11,3,7,611,26,0,632,818,106,23,11,952,9,4,15,965,22,7,998,102,15,11,0,128,0,0,0,128,0,0,128,4,0,0,7,10,0,0,0,10,0,0,14,1436,195,45,14,1695,14,7,29,1720,51,9,1776,11,7,0,0,15,0,0,0,19,0,0,19,30,4,0,0,37,4,0,4,41,0,0,48,40,11,0,0,57,6,0,6,63,0,0,69,1475,214,45,14,1752,23,7,33,1781,52,3,1843,239,52,5,8,306,8,0,8,320,52,0,366,0,0,0,3,3,0,0,0,3,0,5,9,1714,268,53,24,2057,36,7,39,2098,108,14,2217
404031107,125,7,0,7,128,18,0,146,927,151,13,0,1092,25,5,27,1116,41,0,1155,1222,281,19,12,1534,5,0,8,1541,65,3,1612,161,22,16,0,202,7,0,7,205,4,0,217,10,0,0,4,16,0,0,0,16,3,0,16,2323,457,43,16,2842,37,4,40,2889,114,8,3005,22,8,0,0,29,3,0,3,34,0,0,37,53,10,5,0,59,8,0,8,63,8,0,69,69,11,5,0,88,10,0,10,95,8,0,103,2390,467,53,19,2931,41,4,53,2983,122,8,3107,455,129,10,6,599,8,0,8,607,93,0,706,0,3,0,7,9,0,0,0,9,0,8,14,2849,594,62,29,3538,54,4,62,3599,214,13,3825
404031108,58,0,0,0,61,16,0,75,579,86,6,0,674,0,4,3,678,23,0,702,706,147,15,0,863,5,3,7,874,27,0,899,82,12,15,0,107,0,0,0,113,12,0,119,4,0,0,0,5,0,0,0,5,0,0,5,1360,242,35,12,1650,10,0,12,1663,62,0,1727,11,9,0,0,18,0,0,0,17,3,0,21,20,9,0,0,23,5,5,7,35,4,0,37,31,9,0,0,38,4,5,8,51,9,0,57,1393,253,35,12,1689,16,5,21,1716,69,0,1788,247,41,0,0,294,13,0,13,305,62,0,368,5,0,0,0,5,0,0,0,5,0,8,11,1641,296,35,13,1983,33,5,42,2024,136,8,2167
404031109,35,0,0,0,35,3,0,38,270,26,0,0,302,0,0,0,302,4,5,306,365,54,0,4,411,0,5,0,417,8,0,431,34,4,5,0,41,0,0,0,41,0,0,41,0,0,0,0,0,0,0,0,0,5,0,8,668,77,4,6,754,0,5,0,759,15,3,779,4,0,0,0,4,8,0,8,9,0,0,13,10,0,0,0,10,0,0,0,10,5,0,8,11,0,0,0,11,8,0,8,17,7,0,26,681,77,4,6,769,11,5,10,779,21,3,805,75,6,0,0,85,4,0,4,89,21,0,115,0,0,0,0,0,0,0,0,0,0,0,3,759,84,10,6,856,14,5,13,866,51,3,917
405011110,10,0,0,0,10,0,0,14,269,45,11,0,324,9,0,9,329,15,0,343,421,40,10,6,475,0,0,0,476,23,0,496,22,5,9,0,35,0,0,0,35,3,0,39,0,4,0,0,7,0,0,0,3,0,0,3,712,89,34,9,833,7,0,7,840,39,0,882,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,12,0,0,0,12,0,0,12,8,3,0,0,13,0,0,0,13,0,0,13,718,96,36,9,850,7,0,7,853,39,0,896,163,16,7,9,192,0,0,0,192,29,0,221,0,0,0,0,0,0,0,0,0,0,3,3,878,109,39,12,1040,7,0,7,1052,69,3,1120
405011111,21,0,0,0,21,5,0,24,392,39,7,0,438,0,0,0,444,8,0,454,720,75,7,4,815,5,0,5,817,22,0,839,61,9,16,0,89,0,0,0,89,5,0,91,10,0,0,6,12,0,0,0,12,0,0,16,1183,131,29,13,1352,7,0,7,1363,35,0,1395,0,5,0,0,4,0,0,0,7,0,0,7,4,0,0,0,4,0,0,0,4,0,0,4,7,5,0,0,10,0,0,0,11,0,0,11,1189,131,29,13,1364,7,0,13,1377,35,0,1409,209,55,11,7,282,4,0,4,282,50,0,338,0,0,0,0,0,0,0,0,0,0,0,4,1399,183,43,21,1640,16,0,20,1659,85,0,1747
405011112,20,0,0,0,20,0,0,24,343,33,5,4,384,3,0,3,391,14,0,404,478,43,0,7,526,7,3,11,535,14,0,549,63,4,0,3,71,0,0,0,75,0,0,76,6,0,0,6,17,0,0,0,17,4,3,26,890,81,11,18,1000,12,3,12,1015,38,3,1054,5,0,0,0,5,0,0,0,5,0,0,5,8,0,0,0,11,0,0,0,11,0,0,9,11,0,0,0,16,0,0,0,16,0,0,17,905,80,11,18,1016,12,3,12,1029,39,3,1069,127,19,8,4,156,0,0,0,156,23,0,174,0,0,0,0,0,0,0,0,0,0,5,5,1036,100,17,23,1171,12,3,12,1190,57,4,1252
405011113,3,0,0,0,3,0,0,3,104,4,3,0,115,0,0,0,115,6,0,116,162,20,6,0,192,0,0,0,196,4,6,205,14,0,3,0,16,0,0,0,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,281,30,12,7,329,0,0,0,329,12,6,346,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,9,288,30,12,7,343,0,0,0,339,12,6,353,64,18,0,9,88,0,0,0,93,24,5,121,0,0,0,0,0,0,0,0,0,0,0,4,351,49,14,15,431,5,0,5,431,36,8,477
405011114,7,0,0,0,7,0,0,12,261,19,0,0,282,0,0,0,285,13,0,301,378,47,14,4,435,3,0,3,439,12,0,455,35,4,9,0,42,0,0,0,42,3,0,54,4,0,0,3,7,0,0,0,7,0,0,7,675,73,19,4,776,3,0,9,782,29,0,810,7,0,0,0,7,0,0,0,7,0,0,7,13,0,0,0,12,0,0,0,15,5,0,16,16,0,0,0,19,0,0,0,20,5,0,23,695,76,19,4,792,5,0,9,798,29,0,829,128,14,7,6,158,11,3,9,167,14,0,183,0,0,0,0,0,0,0,0,0,0,0,0,823,86,24,17,951,14,3,18,965,48,0,1014
405011115,8,0,0,0,8,0,0,8,231,16,0,0,241,0,0,0,241,8,0,253,300,29,7,0,339,0,0,0,338,6,0,347,19,10,4,0,32,0,0,0,34,0,0,34,0,3,0,0,4,0,0,0,4,0,0,4,551,52,10,0,614,0,0,3,621,13,0,636,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,9,0,0,0,9,0,0,0,9,0,0,9,560,52,10,0,631,0,0,3,629,13,0,646,92,9,5,0,105,0,0,0,105,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,652,65,13,0,736,0,0,3,738,14,0,757
405021116,0,0,0,0,0,0,0,0,102,17,3,0,129,3,0,3,130,5,0,134,270,25,5,0,308,0,0,0,310,10,0,317,16,6,3,0,27,0,0,0,27,3,0,28,6,0,0,7,12,0,3,3,16,0,0,16,396,53,14,11,473,3,3,5,479,17,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,4,0,0,4,397,57,14,11,478,3,3,5,484,17,0,503,43,6,0,3,59,3,0,3,60,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,444,61,10,11,530,7,3,14,544,22,0,564
405021117,7,0,0,0,7,0,0,7,171,26,0,3,201,4,0,4,201,7,0,210,275,36,0,0,317,4,0,4,323,7,0,326,5,0,3,0,19,0,0,0,19,0,0,16,0,0,0,4,4,0,0,0,4,0,0,3,458,70,8,4,537,7,0,7,547,18,0,558,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,3,0,0,3,5,0,3,0,3,0,0,0,3,0,0,3,460,70,9,4,543,7,0,7,546,18,0,565,114,11,10,0,137,0,0,0,138,9,4,155,0,0,0,0,0,0,0,0,0,0,0,0,569,79,18,8,682,9,0,9,687,28,5,721
405021118,0,0,0,0,0,0,0,0,85,10,0,0,88,0,0,0,88,10,0,97,250,20,0,0,266,0,8,8,273,20,0,296,9,0,0,0,7,0,0,0,7,0,0,7,0,0,0,4,9,0,0,0,9,0,0,9,340,29,0,4,375,0,8,8,378,29,0,412,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,5,0,0,5,344,29,0,4,379,0,8,9,386,29,0,418,85,9,3,4,98,5,5,16,117,23,0,134,0,0,0,0,0,0,0,0,0,0,3,8,430,40,8,4,481,6,13,21,499,53,6,558
405021119,8,0,0,0,8,0,0,8,255,30,0,0,284,11,0,11,288,5,0,297,528,57,9,8,608,5,0,9,611,50,0,661,62,0,8,0,77,0,0,0,77,6,0,78,8,4,0,9,20,0,0,0,20,4,0,22,854,83,22,26,984,13,0,14,1001,63,0,1062,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,3,0,3,13,0,0,13,10,0,0,0,14,3,0,3,15,0,0,15,863,91,22,26,999,15,0,12,1016,63,0,1079,174,34,14,11,234,6,7,14,252,68,0,322,3,0,0,0,3,0,0,0,3,0,4,8,1046,126,37,33,1235,24,11,31,1269,132,11,1409
