SA2_CODE_2021,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
211041273,86,13,0,0,101,0,0,0,101,4,0,100,107,14,0,0,128,3,3,6,132,5,0,137,28,3,0,0,37,0,0,0,35,0,0,39,0,0,0,4,0,0,0,0,0,0,0,0,227,30,0,0,264,4,3,6,269,7,0,278,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,9,0,0,0,9,0,0,7,6,0,0,0,14,0,0,0,14,0,0,16,234,36,0,0,271,4,3,6,284,9,0,291,71,18,0,4,91,4,0,4,97,10,0,108,0,4,0,0,4,0,0,0,4,0,0,3,306,53,5,3,368,10,3,13,378,23,0,398,131,26,0,0,158,0,0,0,159,6,0,165,140,30,0,0,175,3,0,11,185,8,0,193,12,0,0,0,14,0,0,0,13,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,286,57,3,0,348,7,4,8
211051274,61,11,0,0,72,3,0,3,74,7,0,81,165,45,3,0,217,0,0,0,215,3,0,222,78,9,10,0,95,0,0,0,95,0,0,94,0,0,0,0,5,0,0,0,5,0,0,3,305,61,12,3,385,4,0,5,386,8,0,398,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,305,61,12,3,385,4,0,5,386,8,0,408,65,15,0,4,86,0,0,0,86,0,0,85,0,0,0,0,0,0,0,0,0,0,3,3,370,74,16,5,469,4,0,5,469,14,8,496,122,27,0,0,143,5,0,5,148,7,0,156,216,41,3,0,263,0,0,0,263,7,0,269,19,6,7,0,33,0,0,0,33,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,350,75,11,4,441,5,0,5
211051275,102,10,0,0,111,0,0,0,116,5,0,118,285,24,0,5,313,0,0,0,315,11,4,328,89,9,9,0,109,0,0,0,109,0,0,109,4,0,0,0,10,0,0,0,10,0,0,10,475,45,11,4,543,0,4,4,543,12,4,559,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,485,45,11,4,547,0,4,4,554,12,4,566,106,5,7,7,127,0,0,0,127,3,0,129,0,0,0,4,4,0,0,0,4,0,5,9,594,52,14,10,676,0,4,4,681,15,8,702,133,20,5,0,157,0,4,5,164,7,0,174,276,20,0,3,303,0,0,3,308,9,0,311,17,3,0,0,22,0,0,0,22,0,0,23,3,0,0,6,3,0,0,0,3,0,0,6,431,44,6,10,493,3,3,9
211051276,54,11,0,0,72,0,0,0,72,0,0,71,245,29,4,0,279,0,0,0,279,5,0,285,61,17,3,0,82,0,0,0,82,0,0,88,5,0,0,0,10,0,0,0,10,0,3,8,371,66,11,0,443,0,0,0,443,11,3,457,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,6,0,0,6,4,3,0,0,6,0,0,0,6,0,0,6,378,66,11,0,455,0,0,0,455,11,3,463,122,13,0,0,140,5,0,5,145,13,0,157,0,0,0,0,0,0,0,0,0,0,0,0,500,81,12,0,589,5,0,5,600,26,3,629,101,20,11,0,123,0,0,4,127,3,0,136,274,48,9,0,329,0,0,0,331,3,0,336,13,8,6,0,27,0,0,0,27,0,0,27,3,0,0,0,7,0,0,0,9,0,3,9,389,70,20,3,484,4,0,5
211051277,54,9,0,0,65,3,0,3,71,0,0,72,203,22,6,0,229,0,0,0,233,0,0,237,82,7,7,0,101,0,0,0,101,0,0,101,3,0,0,0,4,0,0,0,4,0,0,9,349,36,14,0,404,3,0,3,410,3,0,413,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,13,0,0,0,13,0,0,13,20,0,0,0,20,0,0,0,20,0,0,20,362,36,14,0,422,3,0,3,422,3,0,429,126,10,6,0,136,0,0,0,138,13,0,153,0,0,0,0,0,0,0,0,0,0,0,0,489,50,20,3,555,8,0,8,565,14,0,580,90,10,3,3,112,0,0,0,108,0,0,113,192,13,0,0,203,3,0,3,205,5,0,208,11,3,0,0,16,0,0,0,16,0,0,16,3,0,0,3,0,0,0,0,0,0,0,7,297,24,4,8,334,3,0,3
211051278,127,18,5,0,148,0,0,0,152,0,3,154,361,32,0,0,389,0,0,0,390,9,0,394,101,15,18,0,131,0,0,0,130,0,0,134,3,0,0,6,8,0,0,0,8,0,0,8,590,59,24,7,674,0,0,0,682,9,3,687,4,3,0,0,4,0,0,0,4,0,0,4,12,0,0,0,10,0,0,0,14,0,0,14,17,6,0,0,20,0,0,0,20,0,0,20,602,59,24,7,696,0,0,6,698,9,3,708,213,16,3,5,240,3,0,3,240,5,0,251,0,0,0,0,0,0,0,0,0,0,0,0,818,76,32,15,937,9,0,6,945,13,5,962,153,15,4,0,168,0,0,0,167,10,0,180,375,32,3,0,410,0,0,6,417,3,0,423,22,4,6,0,32,0,0,0,32,3,0,27,0,0,0,0,6,0,0,0,6,0,0,6,552,46,14,5,618,0,0,5
211051279,27,5,0,0,32,0,0,0,32,4,0,34,85,15,9,0,103,0,0,0,103,0,0,101,25,0,6,0,28,0,0,0,28,0,0,34,0,0,0,0,6,0,0,0,6,0,0,6,135,22,13,6,170,0,0,0,170,5,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,20,13,6,169,0,0,0,169,5,0,177,34,9,7,0,44,5,0,5,49,4,0,49,0,0,0,3,3,0,0,0,3,0,8,3,171,28,16,7,220,5,0,5,222,6,8,234,49,11,0,0,59,0,0,0,59,4,0,64,147,20,9,0,172,0,0,0,172,0,0,171,10,0,3,0,9,0,0,0,9,5,0,14,0,0,0,3,5,0,0,0,5,0,0,5,199,29,10,3,246,0,0,0
211051280,54,9,0,0,65,0,0,0,65,9,0,68,178,9,5,0,190,4,0,4,198,0,0,200,41,0,11,0,50,0,0,0,50,3,0,56,0,0,0,6,6,0,0,0,6,0,0,6,273,16,14,9,312,4,0,4,314,9,0,323,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,282,16,14,9,315,4,0,4,323,9,0,328,54,8,3,0,67,0,0,0,66,4,0,68,0,0,0,4,4,0,0,0,4,0,0,4,336,23,19,11,383,5,0,5,386,11,0,398,82,20,0,0,101,0,3,3,104,6,0,110,179,14,0,0,201,5,0,5,196,4,0,207,11,4,5,0,19,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,269,32,9,7,318,5,3,5
211051281,179,20,0,0,204,0,3,0,204,3,0,213,527,37,13,0,574,5,0,5,575,5,0,583,156,16,16,0,180,5,0,5,187,6,0,194,10,0,0,7,18,0,0,0,19,0,7,24,865,73,24,10,975,6,3,8,989,16,0,1010,9,0,0,0,6,0,0,0,6,0,0,6,15,5,0,0,12,3,0,3,15,0,0,17,21,3,0,0,20,3,0,3,25,0,0,29,885,78,24,10,1003,9,3,12,1011,19,0,1034,250,39,10,3,300,5,3,9,308,13,0,325,3,0,0,3,8,0,0,0,8,0,5,6,1138,122,35,17,1308,17,4,22,1330,31,8,1364,262,31,7,0,300,0,0,0,302,7,0,311,523,46,8,0,582,4,0,4,587,8,0,592,28,12,0,0,44,0,0,0,44,4,0,46,10,0,0,3,8,3,0,3,18,4,6,17,823,89,17,10,937,6,0,6
211051282,52,13,0,0,65,3,0,3,67,0,0,64,145,21,9,0,178,0,4,4,179,0,0,182,45,0,3,0,45,0,0,0,45,0,0,45,4,0,0,0,4,0,0,0,4,0,3,3,243,37,7,0,291,3,4,5,300,0,3,303,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,6,0,0,0,6,0,0,6,244,37,7,0,298,3,4,5,302,0,3,307,64,11,8,0,79,0,0,0,80,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,309,53,16,0,377,3,4,6,380,13,9,397,98,30,4,0,136,0,0,0,138,12,0,144,186,35,8,3,223,0,0,4,231,3,0,230,13,0,0,0,10,0,0,0,10,0,0,10,0,0,0,0,8,0,0,0,8,3,0,12,294,67,8,7,382,3,0,5
211051283,55,10,3,0,74,0,0,0,74,5,0,75,259,20,3,4,287,0,0,0,283,5,0,286,68,7,8,0,73,0,0,0,73,4,0,77,4,0,0,0,4,0,0,0,4,0,4,5,383,35,17,9,432,0,0,0,435,8,4,448,4,0,0,0,4,0,0,0,4,0,0,4,8,0,0,0,8,0,0,0,8,0,0,8,9,0,0,0,9,0,0,0,9,0,0,9,388,35,17,9,444,0,0,0,446,8,4,459,107,18,16,0,146,0,0,0,146,4,0,145,3,0,0,6,6,0,0,0,6,0,0,4,496,56,30,8,591,0,0,0,595,7,3,606,69,19,5,0,89,4,0,4,95,4,0,95,289,27,6,0,325,0,0,0,325,0,0,327,14,0,3,0,18,0,0,0,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,371,49,13,0,436,4,0,4
211051284,72,13,0,0,89,0,0,0,90,4,0,93,166,22,3,0,192,0,0,0,198,6,0,199,69,9,5,0,88,0,0,0,88,4,0,90,5,0,0,0,5,0,0,0,5,0,0,5,312,41,12,0,370,4,0,4,373,14,0,389,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0,0,13,0,0,13,9,0,0,0,11,0,0,0,11,0,0,11,326,45,12,0,380,4,0,4,386,14,0,402,85,7,5,5,97,6,0,6,99,10,0,106,0,0,0,0,3,0,0,0,3,0,0,3,409,53,19,4,478,7,0,7,483,20,0,506,98,20,9,0,126,0,0,0,132,8,0,138,247,30,3,3,287,0,0,0,287,0,0,288,12,0,0,0,21,0,0,0,21,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,361,52,14,4,428,0,0,0
211051285,46,8,0,0,48,0,0,0,48,0,0,48,178,8,5,0,190,0,0,0,193,0,0,192,41,3,7,0,54,0,0,0,54,0,0,54,3,0,0,4,3,0,0,0,3,0,5,9,266,16,10,4,297,4,0,4,299,0,5,308,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,7,0,0,0,7,0,0,0,7,0,0,7,268,16,10,4,307,4,0,4,305,0,5,310,84,12,7,0,102,0,0,0,102,4,0,104,3,0,0,0,3,0,0,0,3,0,0,0,353,30,18,0,403,4,0,4,409,5,4,415,59,4,0,0,65,0,0,0,65,0,0,71,217,12,0,0,229,0,0,6,232,3,0,233,24,4,0,0,24,0,0,0,24,0,0,24,5,0,0,3,6,0,0,0,6,0,0,6,300,21,0,5,321,0,0,6
211051286,54,10,0,0,64,5,0,5,66,3,0,69,279,30,10,3,322,0,0,0,325,0,0,330,76,7,9,0,102,0,0,0,102,0,0,95,10,0,0,9,13,0,0,0,13,0,0,13,414,52,20,8,495,3,0,3,497,7,0,507,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,12,0,0,0,12,0,0,12,9,0,4,0,12,0,0,0,17,0,0,17,425,49,27,8,510,5,0,5,517,7,0,520,161,24,5,5,198,0,0,0,199,9,0,202,4,0,0,0,4,0,0,0,4,0,0,3,591,73,35,12,711,3,0,3,712,13,0,728,83,18,3,0,106,0,0,0,108,4,0,112,306,48,12,5,369,0,0,0,370,13,0,381,25,8,5,0,38,0,0,0,38,3,0,37,6,0,0,0,10,0,0,0,10,0,0,10,420,76,19,4,521,0,0,0
212011289,112,10,3,0,121,0,0,0,121,6,0,135,366,32,9,0,402,4,0,9,412,11,0,419,108,7,21,0,131,0,0,0,131,0,0,131,0,0,0,3,9,0,0,0,9,0,0,10,582,56,30,3,667,4,3,4,675,19,0,698,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,18,0,0,0,16,0,0,16,11,0,0,0,18,0,0,0,16,0,0,16,593,56,30,3,684,9,3,8,692,19,0,714,171,13,0,4,192,5,0,3,197,14,0,208,0,0,0,0,0,0,0,0,0,0,0,0,765,68,32,3,879,10,3,9,888,33,3,921,226,27,3,0,258,0,0,0,259,11,0,266,413,47,9,0,471,6,0,6,473,15,0,495,38,6,5,0,47,0,0,0,47,0,0,47,5,3,0,3,8,0,0,0,8,0,0,14,676,88,19,8,785,3,0,3
212011546,271,28,8,0,309,5,0,6,314,12,0,328,535,68,18,0,623,7,0,7,624,9,0,639,187,15,21,0,223,0,0,0,223,0,0,223,10,0,0,9,17,0,0,0,21,0,0,22,1008,109,45,10,1169,10,0,13,1185,26,4,1206,10,0,0,0,12,0,0,0,13,0,0,15,23,4,0,0,32,0,0,0,32,0,0,32,37,4,0,0,43,0,0,0,44,0,0,43,1048,109,46,10,1215,16,0,11,1227,26,7,1254,392,56,18,17,476,10,0,10,485,28,0,510,5,0,0,0,4,0,0,0,4,0,8,18,1440,170,59,26,1695,16,0,20,1717,53,17,1784,337,33,12,0,382,4,0,4,384,8,0,396,516,54,7,8,584,5,0,5,591,9,0,603,45,10,3,0,58,0,3,3,59,0,0,59,10,0,0,0,11,0,0,0,11,0,0,10,910,94,23,8,1036,10,3,15
212011547,61,10,0,0,73,0,0,0,70,0,0,79,178,11,4,0,192,0,0,0,192,7,0,200,58,0,3,0,66,0,0,0,66,0,0,66,5,0,0,3,8,0,0,0,8,0,0,8,297,19,9,4,334,0,0,0,336,14,0,350,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,9,0,0,0,9,0,0,0,9,0,0,4,304,19,9,4,340,0,0,0,337,10,0,356,99,8,0,0,110,0,0,0,110,4,0,115,0,0,3,0,4,0,0,0,4,0,3,5,405,25,15,4,456,0,0,0,450,16,3,473,115,15,0,0,132,0,0,0,134,3,0,139,197,16,4,5,218,0,0,0,218,3,0,225,19,0,0,0,21,0,0,0,21,3,0,21,5,0,0,6,11,0,0,0,11,0,0,11,336,27,3,10,384,0,0,0
212011548,79,0,7,0,89,0,0,0,89,4,0,98,235,22,0,4,264,0,0,0,264,0,0,266,66,11,3,0,77,0,0,0,77,0,0,77,0,0,0,5,5,0,0,0,5,0,0,5,376,37,8,12,433,0,0,0,433,11,0,443,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,8,0,0,8,10,0,0,0,8,0,0,0,8,0,0,8,385,37,8,11,442,0,0,0,442,11,0,454,139,10,5,5,156,5,0,5,158,12,0,175,0,0,0,0,0,0,0,0,0,0,7,7,528,47,11,19,605,5,0,5,605,19,11,637,125,8,0,0,135,0,0,0,131,7,0,144,236,18,4,0,255,0,0,0,255,6,0,266,23,0,0,0,24,0,0,0,24,0,0,24,0,0,0,0,3,0,0,0,3,0,0,3,383,27,8,0,416,0,0,0
212011549,136,15,5,0,158,3,0,3,155,12,0,168,300,42,12,0,356,5,0,10,364,7,3,373,111,10,6,0,130,0,0,0,130,0,3,131,4,0,0,6,4,0,0,0,4,0,0,4,544,70,20,9,637,11,0,9,655,19,4,678,3,3,0,0,7,0,0,0,11,0,0,11,14,10,6,0,21,0,0,0,21,0,0,27,16,15,6,0,32,0,0,0,34,0,0,39,563,79,21,11,673,12,0,12,687,21,4,716,276,53,13,5,335,14,5,22,362,28,0,391,0,0,0,0,5,0,0,0,5,0,3,11,834,130,32,12,1010,36,3,37,1051,50,12,1112,186,15,6,0,207,3,0,3,214,13,0,226,260,36,7,6,314,0,0,0,317,15,0,328,20,5,5,0,37,0,0,0,37,0,0,37,0,0,0,0,8,0,0,0,8,0,0,8,471,60,16,8,556,9,0,9
212011550,93,6,3,0,104,0,0,0,107,3,0,111,192,20,5,5,222,3,0,3,220,7,0,225,35,8,4,0,45,0,0,0,45,8,0,48,0,0,0,0,4,0,0,0,4,0,0,4,325,28,11,3,374,5,0,5,375,13,0,387,4,0,0,0,4,0,0,0,4,0,0,6,6,3,3,0,8,0,0,0,8,0,0,8,13,3,3,0,17,0,0,0,17,0,0,15,339,36,13,3,386,5,0,5,392,11,0,404,149,13,4,3,175,4,0,9,183,7,0,191,0,0,0,3,3,0,0,0,3,0,0,4,486,49,21,12,569,8,0,11,572,23,3,598,120,13,0,5,137,0,0,0,139,8,0,144,192,22,4,0,215,0,0,0,219,8,0,230,17,3,4,0,22,0,0,0,22,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,332,40,6,3,373,0,0,0
212011551,47,0,0,0,47,0,0,0,47,3,0,56,74,16,0,0,89,0,0,0,90,0,0,94,21,3,3,0,24,0,0,0,24,0,0,24,0,0,0,4,4,0,0,0,4,0,0,4,140,23,3,4,166,0,0,0,164,8,0,173,3,0,0,0,3,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,13,6,0,15,15,0,0,0,13,4,0,4,13,6,0,16,146,26,3,4,174,3,0,3,178,8,0,188,103,18,6,6,129,5,0,5,135,15,0,146,0,0,0,0,0,0,0,0,0,0,3,3,251,39,5,4,308,7,0,8,315,21,5,338,31,9,0,0,39,0,0,0,42,6,0,41,84,13,0,0,95,0,0,0,95,5,0,98,8,0,4,0,13,0,0,0,13,0,0,13,0,0,0,4,4,0,0,0,4,0,0,4,122,23,4,4,149,0,0,0
212011552,221,27,9,0,258,0,0,5,260,15,0,279,440,95,3,0,539,5,0,8,546,14,0,560,130,19,16,0,168,0,0,0,167,0,0,166,7,0,0,10,18,0,0,0,18,0,7,24,802,144,28,14,986,13,0,11,994,35,8,1035,16,5,0,0,18,0,0,0,25,0,0,25,41,4,0,0,40,0,0,0,40,0,0,40,54,7,0,0,58,0,0,0,63,0,0,63,851,149,32,14,1044,10,0,14,1055,35,8,1096,433,57,26,14,525,5,4,10,535,52,9,585,8,0,0,0,12,0,0,0,12,0,12,20,1295,209,52,25,1580,17,6,20,1601,78,25,1712,347,41,13,5,403,5,3,10,413,15,0,429,594,94,5,0,693,8,3,5,700,26,5,723,54,7,9,6,74,0,0,0,70,4,0,74,10,0,0,8,25,0,0,0,25,4,6,29,1008,140,18,18,1190,10,3,17
212021293,118,30,3,0,150,0,0,0,153,7,0,159,312,35,3,0,357,0,0,0,356,0,0,361,98,7,13,4,126,6,0,6,120,0,0,129,5,0,0,7,9,0,0,0,9,0,0,10,528,70,20,6,633,6,0,7,641,15,0,655,0,0,0,0,0,0,0,0,3,0,0,3,23,0,0,0,23,0,0,0,23,0,0,23,29,0,0,0,29,0,0,0,30,0,0,30,555,70,20,6,659,6,0,9,663,15,0,680,170,15,3,3,196,0,0,4,198,10,0,210,0,0,0,0,0,0,0,0,0,0,0,0,726,87,27,10,852,8,7,9,861,25,3,889,286,41,0,0,334,3,0,8,338,8,0,353,393,36,3,0,434,5,0,4,439,3,0,444,24,0,4,0,26,0,0,0,26,5,0,33,5,0,0,0,9,0,0,0,9,0,0,9,705,76,12,10,799,9,3,8
212021295,53,8,0,0,59,3,0,3,64,6,0,65,71,22,4,0,92,3,0,3,93,7,0,101,11,0,4,0,17,0,0,0,17,3,0,17,3,0,0,0,3,0,0,0,3,0,0,3,138,33,3,3,169,4,0,4,181,12,0,191,9,0,0,0,9,0,0,0,6,3,0,11,3,6,0,5,14,0,0,0,14,0,0,14,15,6,0,5,21,0,0,0,22,3,0,28,147,35,8,6,195,10,0,10,203,17,0,216,231,94,10,10,349,23,3,24,371,83,6,462,5,0,0,0,5,0,0,0,5,0,8,14,384,131,15,16,547,31,3,36,577,98,17,696,64,11,0,0,75,0,0,0,75,5,0,74,66,22,3,0,92,0,0,0,98,4,0,103,4,0,4,0,3,0,0,0,3,0,0,3,0,0,0,4,3,0,0,0,3,0,0,4,134,32,6,6,175,0,0,0
212021297,68,8,0,0,72,0,0,0,76,4,0,80,121,29,5,0,151,0,0,0,152,3,3,158,15,8,5,0,23,0,0,0,29,0,0,27,0,4,0,4,5,0,0,0,5,0,0,5,203,49,8,4,263,4,0,5,263,10,0,278,0,0,0,0,0,0,0,5,4,0,0,4,12,10,0,0,19,0,0,0,19,0,0,19,14,4,0,0,18,0,0,5,22,0,0,22,211,50,8,8,281,6,3,6,287,10,0,300,155,57,10,10,230,23,3,25,265,58,0,321,4,0,0,5,8,0,0,0,8,0,0,8,366,114,14,20,522,28,7,36,553,66,5,633,75,10,0,0,90,0,0,4,96,7,0,97,92,35,0,0,125,6,0,6,131,9,0,138,7,7,3,0,15,0,0,0,15,0,0,16,0,0,0,9,9,0,0,0,9,0,0,9,174,50,7,9,239,5,0,6
