SA2_CODE_2021,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031713,7,7,7,0,19,0,0,0,19,8,0,25,0,0,0,0,0,0,0,0,0,0,0,0,186,44,36,0,266,0,0,0,268,38,0,308,5,0,0,0,5,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,8,0,0,7,195,44,36,0,272,0,0,0,277,39,0,318,32,6,10,0,47,4,3,3,55,67,0,123,0,0,0,0,0,0,0,0,0,0,0,0,225,48,43,0,317,3,3,10,325,109,0,446,81,0,9,0,90,0,0,0,90,12,0,99,41,16,9,0,65,3,0,3,67,6,0,69,12,0,5,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,129,16,25,0,168,3,0,3,172,15,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031714,3,0,6,0,17,0,0,0,19,4,0,21,0,0,0,0,0,0,0,0,0,0,0,7,101,25,23,6,150,6,3,7,161,32,0,192,0,0,0,0,7,0,0,0,7,0,0,7,0,5,0,0,3,0,0,0,3,6,0,7,0,0,0,0,9,0,0,0,11,6,0,12,106,25,24,6,159,5,3,6,171,38,0,208,40,21,18,0,86,4,0,4,83,160,0,248,0,0,0,0,0,0,0,0,0,0,0,3,143,49,43,12,246,8,3,14,254,203,4,464,28,9,5,0,38,0,0,0,39,3,0,51,24,9,3,0,36,0,0,0,40,6,0,44,4,4,11,0,23,0,0,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,57,23,20,0,103,0,0,5,104,17,0,123,0,0,0,0,5,0,0,0,6,0,0,6,5,0,0,0,4,0,0,0
125031715,7,3,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,182,27,22,5,237,5,0,5,241,19,0,254,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,3,0,0,0,3,0,0,3,186,27,22,5,240,5,0,5,241,19,0,259,21,9,3,0,38,0,0,0,37,18,0,59,0,0,0,0,0,0,0,0,0,0,0,0,205,42,28,5,279,3,0,3,283,33,0,318,56,6,7,0,72,0,0,0,68,6,0,75,27,15,10,0,45,0,0,0,45,4,0,49,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,84,17,14,0,119,0,0,0,124,10,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031716,8,0,5,0,13,0,0,0,13,0,0,17,0,0,0,0,5,0,0,0,5,0,0,5,49,13,12,0,80,0,0,0,80,13,0,91,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,8,0,0,8,54,16,14,0,83,0,0,0,83,13,0,99,32,11,5,0,45,4,0,4,48,29,0,82,0,0,0,0,0,0,0,0,0,0,0,3,88,27,18,0,132,4,0,4,133,47,0,182,21,0,0,0,21,0,0,0,21,9,0,30,11,7,4,0,20,0,0,0,20,3,0,25,6,0,3,0,14,0,0,0,14,6,0,18,0,0,0,0,3,0,0,0,3,0,0,3,38,5,13,0,54,0,0,0,58,9,0,67,3,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
125041489,9,0,4,0,19,0,0,0,19,0,0,19,0,0,0,4,4,0,0,0,4,0,0,4,111,36,15,3,153,10,0,10,168,20,0,185,3,0,0,0,3,0,0,0,3,0,0,9,3,0,0,0,3,0,0,0,3,0,0,9,6,0,0,0,6,0,0,0,13,3,0,17,117,36,15,3,166,7,0,7,174,22,0,199,31,9,8,0,52,3,0,5,59,39,0,94,0,0,0,0,0,0,0,0,0,0,0,0,155,37,25,3,220,17,0,17,231,58,0,291,36,6,5,0,49,0,0,5,53,7,0,61,16,12,4,0,31,6,0,6,34,6,0,38,7,0,0,0,10,0,0,0,10,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,55,21,5,3,84,7,0,9,92,19,0,109,3,0,0,0,6,0,0,0,6,0,0,6,0,5,0,0,5,0,0,0
125041490,9,8,7,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,150,29,19,0,201,4,0,3,206,12,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,29,19,0,205,4,0,3,207,12,0,218,32,3,7,0,40,0,0,0,44,8,0,48,0,0,0,0,0,0,0,0,0,0,4,3,186,32,24,0,240,10,0,7,247,20,4,269,43,5,0,0,48,0,0,0,51,4,0,54,26,10,3,0,37,0,0,0,37,3,0,41,7,4,7,0,12,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,78,13,9,3,103,0,0,0,102,10,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041491,8,0,5,0,11,0,0,0,11,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,182,28,17,3,229,4,0,6,235,17,0,253,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,3,0,0,3,11,0,0,0,11,0,0,0,5,0,0,13,185,28,17,3,235,4,0,7,244,21,0,267,32,8,11,0,54,0,0,0,53,16,0,69,0,0,0,4,4,0,0,0,4,0,0,3,222,35,25,7,288,11,0,6,296,36,0,337,43,7,8,0,56,0,0,0,59,6,0,65,33,4,4,0,37,0,0,0,44,4,0,46,4,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,85,12,13,0,109,4,0,4,107,15,0,119,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
125041493,20,3,9,0,34,0,0,0,34,3,0,39,0,0,0,3,3,0,0,0,3,0,0,5,272,47,32,6,364,6,0,9,369,36,0,400,0,0,0,0,6,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,4,0,0,0,7,0,0,5,273,54,38,7,367,8,3,8,375,32,0,409,46,13,13,0,66,0,0,0,66,48,0,113,0,0,0,0,0,0,0,0,0,0,0,3,319,61,49,13,436,8,3,8,443,81,0,528,96,10,19,0,128,6,0,6,134,9,0,139,55,12,6,0,78,0,0,3,78,0,0,85,19,4,10,0,32,0,0,0,37,0,0,39,0,0,0,5,5,0,0,0,5,0,0,4,175,32,33,4,242,7,0,6,249,22,0,271,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0
125041494,12,4,8,0,22,0,0,0,22,3,0,25,3,0,0,0,3,0,0,0,3,0,0,3,221,29,28,0,278,8,0,8,284,22,0,305,3,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,4,229,29,28,0,284,3,0,3,289,22,0,304,19,4,0,4,25,0,0,0,25,17,0,44,0,0,0,0,0,0,0,0,0,0,0,0,246,32,26,6,311,3,0,3,319,37,0,352,59,5,4,0,68,7,0,7,72,4,0,75,44,13,3,0,65,0,0,0,68,6,0,75,11,0,0,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,118,24,8,0,144,5,0,5,152,7,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041588,4,0,8,0,11,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,161,18,17,0,205,6,0,10,213,19,0,230,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,3,4,0,5,7,0,0,7,159,20,17,0,208,7,3,9,219,19,0,236,32,17,4,0,54,0,0,0,58,25,0,85,0,0,0,0,0,0,0,0,0,0,0,0,192,41,25,3,261,7,4,9,271,45,0,314,70,4,7,0,85,0,0,0,86,0,0,89,33,5,8,3,41,0,0,0,41,5,0,49,5,0,3,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,107,14,13,3,136,0,0,0,134,10,0,145,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
125041589,10,7,4,0,22,0,0,0,22,3,0,26,0,0,0,0,4,0,0,0,8,0,0,8,186,40,17,3,242,10,6,9,252,18,0,271,6,0,0,0,6,0,0,0,9,0,0,8,6,0,0,0,6,0,0,0,6,0,0,6,13,0,0,0,13,0,0,0,14,0,0,13,199,40,17,3,255,9,6,12,266,21,0,282,48,10,10,5,65,0,0,3,73,24,0,95,0,0,0,0,0,0,0,0,0,0,0,0,244,47,21,5,321,17,3,16,336,45,0,381,74,14,0,0,93,4,0,4,102,12,0,109,29,8,0,0,32,5,0,3,39,7,0,45,10,0,0,0,9,0,0,0,9,6,0,10,0,0,0,0,9,0,0,0,9,0,0,9,107,20,3,6,135,11,0,14,151,15,0,167,8,0,0,0,8,0,0,0,8,0,0,9,3,0,0,0,3,0,0,0
125041717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7,0,33,4,0,4,36,0,0,31,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,22,8,7,0,39,6,0,6,41,0,0,41,6,0,0,0,11,0,0,3,11,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,29,8,9,0,43,3,0,4,51,5,0,56,7,0,0,0,9,0,0,0,9,0,0,5,6,3,0,0,12,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,19,0,0,0,17,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041718,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,27,15,3,0,50,0,0,0,44,5,0,53,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,0,3,27,13,3,0,51,0,0,0,52,5,0,58,23,3,0,0,35,0,0,0,37,16,0,55,0,0,0,0,0,0,0,0,0,0,0,0,55,21,8,0,83,0,0,0,85,25,0,112,9,6,0,0,13,0,0,0,13,4,0,15,5,3,0,0,7,0,0,0,7,0,0,14,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,19,6,5,0,29,0,0,0,29,4,0,32,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,5,0,0,0
125041719,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,4,5,0,33,0,0,0,35,11,0,43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,5,0,32,0,0,0,40,8,0,47,9,4,9,0,25,0,0,0,25,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,36,12,13,0,63,0,0,0,64,12,0,74,11,0,0,0,10,0,0,0,10,0,0,10,7,5,0,0,9,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,4,0,25,0,0,0,28,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126011496,23,5,5,0,33,0,0,0,33,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,489,62,11,0,570,7,0,8,581,31,0,613,0,0,0,0,3,0,0,0,6,0,0,8,6,0,0,0,6,0,0,0,8,0,0,10,11,0,0,0,12,4,0,4,15,3,0,18,501,60,11,0,581,10,0,15,594,35,0,625,80,6,3,0,87,5,4,3,94,19,0,114,0,0,0,0,0,0,0,0,0,0,0,0,579,71,15,4,673,17,7,20,688,46,0,736,163,29,0,0,194,6,0,6,207,6,0,212,112,29,5,0,146,0,0,0,144,16,0,168,15,0,0,0,14,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,290,59,10,0,362,7,0,11,372,25,0,393,5,0,0,0,7,0,0,0,7,0,0,5,3,0,0,0,5,0,0,0
126011720,6,5,4,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,229,31,11,0,278,6,0,5,282,17,0,296,3,0,0,0,7,0,0,0,7,0,0,8,3,0,0,0,8,0,0,0,8,0,0,7,12,0,0,0,12,0,0,0,12,3,0,13,243,36,17,0,284,6,0,5,295,16,0,310,38,6,3,0,49,0,0,0,49,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,274,40,18,0,341,6,0,5,348,23,0,377,71,15,5,0,93,8,0,8,97,6,0,98,58,9,0,0,70,0,0,4,72,8,0,77,4,3,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,134,30,9,0,171,5,0,9,180,19,0,199,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0
126011721,10,0,3,0,20,0,0,6,22,4,0,19,0,0,0,0,5,0,0,0,5,0,0,4,250,47,17,4,306,0,4,5,311,23,0,333,6,0,0,0,10,0,0,0,11,0,0,11,0,0,0,0,3,0,0,0,3,0,0,9,10,4,0,0,13,0,0,0,14,0,0,17,258,49,18,4,321,4,4,5,332,23,0,350,58,13,9,0,77,5,0,3,86,28,0,112,0,0,0,0,0,0,0,0,0,0,4,4,315,59,25,4,402,4,6,14,418,48,4,466,93,12,0,0,99,5,0,5,105,8,0,109,47,25,8,0,73,0,4,4,77,4,0,84,5,3,4,0,11,0,0,0,14,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,144,29,16,0,189,3,3,4,199,10,0,209,3,0,0,0,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0
126021498,10,0,5,0,18,0,0,0,18,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,250,34,10,4,297,0,0,4,296,9,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,34,10,4,298,0,0,6,302,9,0,311,38,3,0,0,45,0,0,0,45,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,289,40,10,6,338,0,0,6,343,16,0,359,96,5,0,0,102,0,0,0,102,7,0,108,62,8,5,0,73,0,0,0,74,4,0,74,6,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,165,17,5,0,191,0,0,0,189,11,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126021499,10,0,5,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,233,27,9,0,271,0,0,3,272,10,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,0,0,3,3,6,0,0,3,0,0,0,7,0,0,7,236,28,9,0,273,0,0,0,278,10,0,291,53,14,0,0,67,0,0,0,70,7,0,77,0,0,0,0,0,0,0,0,0,0,0,0,289,41,9,0,341,4,0,3,346,20,0,370,76,17,0,4,92,0,0,0,89,5,0,93,48,23,0,0,68,0,0,0,68,3,0,76,9,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,134,34,4,4,177,0,0,0,176,7,0,186,4,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
126021500,13,0,3,0,18,0,0,0,18,0,0,21,0,0,0,5,5,0,0,0,5,0,0,5,114,24,17,5,160,7,0,9,170,17,0,186,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,9,0,0,7,120,24,18,5,159,7,0,9,175,14,0,189,27,13,3,0,43,0,0,0,41,11,0,50,0,0,0,0,0,0,0,0,0,0,0,0,142,37,18,5,202,7,3,12,215,24,0,239,31,6,3,0,43,8,0,7,49,8,0,57,26,10,0,0,38,0,0,0,38,9,0,44,3,0,5,0,7,0,0,0,7,0,0,7,0,0,0,0,5,0,0,0,5,0,0,5,66,20,3,0,88,8,0,7,97,11,0,108,7,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0
126021501,11,0,4,0,17,4,0,4,19,0,0,15,0,0,0,4,4,0,0,0,4,0,0,4,239,31,9,8,288,10,0,10,295,25,0,319,8,0,0,0,7,0,0,0,11,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,8,0,0,12,245,33,9,8,296,9,0,9,310,27,0,337,28,6,0,0,36,7,0,7,40,6,0,43,0,0,0,0,3,0,0,0,3,0,0,3,276,40,9,12,338,11,0,11,346,29,0,381,77,13,0,0,91,5,0,9,98,12,0,107,53,15,4,0,79,3,0,3,84,4,0,85,9,0,3,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,144,23,9,0,183,7,0,8,193,16,0,208,0,0,0,0,0,4,0,4,4,0,0,4,0,0,0,0,0,0,0,0
126021503,14,0,3,0,25,0,0,0,24,4,0,23,3,0,0,0,3,0,0,0,3,0,0,3,192,28,17,4,247,7,0,5,252,19,0,273,4,0,0,0,7,0,0,0,7,0,0,10,0,0,0,0,4,0,0,0,4,0,0,5,4,0,0,0,7,0,0,0,7,0,0,8,202,28,20,4,251,7,0,5,264,18,0,277,37,12,6,0,53,0,0,0,53,16,0,69,0,0,0,0,0,0,0,0,0,0,0,3,236,40,26,3,304,7,0,5,314,33,5,346,63,5,6,0,71,0,6,4,71,4,0,75,38,6,8,0,51,0,0,0,51,3,0,57,12,0,0,0,11,0,0,0,11,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,109,13,9,0,133,0,6,4,133,5,0,144,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0
126021590,4,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,96,19,4,0,114,0,0,4,119,8,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,94,19,4,0,114,0,0,4,115,8,0,131,7,3,0,0,10,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,104,18,4,0,129,0,0,4,130,7,0,141,43,0,4,0,44,0,0,0,44,0,0,44,22,0,0,0,24,0,0,4,27,0,0,27,0,4,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,69,3,4,0,73,0,0,4,75,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
