SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
102011033,0,0,0,181,11,0,0,16,0,3,0,0,0,0,18,54,0,0,0,0,0,0,0,0,0,0,0,0,204,53,18,269,74,152,27,71,12,53,18,942
102011034,0,3,0,193,8,4,0,4,0,4,0,0,0,7,16,45,0,0,3,0,0,0,0,0,0,0,3,4,160,58,13,269,64,90,38,44,14,72,23,848
102011035,0,0,0,164,14,4,0,4,0,5,0,4,0,0,18,55,0,0,0,0,0,0,0,0,0,0,0,4,196,62,19,270,59,143,43,55,25,79,23,965
102011036,4,0,0,263,12,0,0,13,3,11,3,0,0,6,22,71,0,0,0,0,0,0,0,0,0,5,0,3,220,60,22,363,83,182,31,66,13,78,26,1145
102011037,0,0,0,182,0,0,0,9,4,0,0,0,0,3,16,43,0,0,0,0,0,0,0,0,0,0,0,3,144,59,3,243,54,124,36,43,14,68,23,802
102011038,0,4,0,231,7,4,0,5,5,0,3,5,0,6,14,53,0,0,0,0,0,0,0,0,0,0,0,7,188,52,9,285,68,92,43,40,20,60,20,892
102011039,5,14,0,667,22,6,4,19,4,4,4,0,4,10,47,120,4,0,3,5,0,0,0,0,0,0,0,14,445,100,32,561,130,226,51,95,25,124,50,1841
102011040,8,13,0,440,14,5,0,8,3,7,8,6,6,18,38,112,6,0,0,0,0,0,0,0,0,0,12,20,406,142,45,586,169,359,74,152,55,224,51,2263
102011041,5,9,0,505,11,10,0,23,4,9,4,0,0,6,38,107,0,0,0,0,0,0,0,0,0,0,0,8,317,110,20,476,106,149,50,65,22,98,37,1445
102011042,4,3,0,225,10,6,0,13,4,9,3,10,0,8,41,105,0,0,0,0,0,0,0,0,0,0,0,7,232,68,16,303,108,198,41,100,29,150,50,1297
102011043,0,5,0,144,9,0,0,11,9,6,0,3,0,10,31,68,0,0,0,0,0,0,0,0,0,0,4,4,218,60,17,340,104,188,43,86,24,108,32,1232
102021044,3,4,0,388,22,11,8,33,6,15,0,10,0,15,66,180,0,0,0,0,0,0,0,0,0,6,4,15,447,163,46,789,201,308,105,169,46,207,75,2566
102021045,3,0,0,83,7,0,0,6,0,4,0,4,3,11,33,73,0,0,0,0,0,0,0,0,0,0,0,7,206,64,30,265,107,223,50,68,38,138,48,1234
102021046,0,0,0,96,16,4,0,4,0,9,0,0,0,14,35,78,0,0,0,3,0,0,3,0,0,4,3,12,149,59,20,245,59,114,38,46,21,98,40,887
102021047,0,11,0,328,12,5,3,27,4,3,0,6,4,10,52,130,3,0,0,0,0,0,0,0,0,0,3,11,401,128,47,609,166,251,68,105,34,140,60,2017
102021048,3,3,0,205,22,9,8,20,0,10,0,0,5,13,77,152,0,0,5,5,0,0,0,0,0,4,10,24,339,113,42,445,136,329,73,119,74,242,84,1993
102021049,0,3,0,147,3,6,0,9,4,4,0,0,0,3,15,47,0,0,0,0,0,0,0,0,0,0,0,0,114,40,8,145,39,52,13,26,7,22,21,474
102021050,0,0,0,104,10,0,0,10,0,5,4,10,0,10,36,90,0,0,0,0,6,0,0,0,0,0,7,10,165,46,16,226,86,143,34,53,34,103,42,960
102021051,3,3,0,153,5,0,0,5,3,5,5,0,0,8,17,48,0,0,0,0,0,0,0,0,3,0,6,11,124,40,6,210,44,95,26,33,9,40,17,644
102021052,0,0,0,69,9,4,6,5,6,4,4,3,0,4,28,57,0,0,0,0,0,0,0,0,0,0,0,4,132,40,19,195,55,88,30,42,12,58,27,698
102021053,6,5,0,190,12,0,0,10,4,4,0,0,0,14,39,87,0,0,0,0,0,0,0,0,0,0,3,10,203,83,30,289,84,183,40,90,41,154,49,1250
102021054,0,0,0,110,13,0,0,11,4,9,6,0,3,9,32,88,0,0,0,0,0,0,0,0,4,5,0,6,128,57,30,213,63,140,31,43,23,97,36,853
102021055,0,0,0,122,11,0,0,4,7,3,0,0,0,9,17,49,0,0,0,0,0,0,0,0,0,0,3,8,144,42,12,163,53,103,18,24,13,55,21,651
102021056,0,3,0,434,18,6,0,26,3,8,0,7,0,10,89,175,0,0,0,0,0,0,0,0,0,0,9,18,607,146,45,779,224,390,91,115,52,142,100,2698
102021057,0,0,0,97,13,6,0,12,4,4,0,3,0,14,27,74,0,0,0,0,0,0,0,0,0,0,7,9,151,39,15,172,48,148,25,51,27,111,33,822
103011059,0,6,0,261,15,4,0,25,5,7,0,0,0,5,71,136,0,0,6,3,0,0,3,0,0,0,3,11,458,39,7,467,63,163,23,55,7,94,73,1453
103011060,0,6,0,157,21,5,0,9,0,7,0,0,0,5,35,89,0,0,0,0,0,3,0,0,0,0,5,12,251,42,6,257,38,72,22,29,3,45,43,812
103011061,0,0,0,51,10,0,0,9,0,3,0,0,4,4,13,50,0,0,0,0,0,0,0,0,0,0,0,0,117,12,13,113,19,46,7,16,9,35,18,400
103011612,0,0,0,83,7,0,0,7,0,0,0,3,0,3,23,49,0,0,0,0,0,0,0,0,0,0,0,5,154,30,3,180,39,82,7,38,10,55,31,636
103011613,0,0,0,299,26,0,0,24,6,5,0,3,0,9,70,141,0,0,0,0,0,0,0,0,0,0,3,5,529,60,13,521,77,212,17,64,20,78,70,1665
103021062,0,0,0,56,31,0,5,14,0,4,0,0,0,9,23,81,5,0,0,3,0,0,0,0,0,0,3,7,159,15,9,198,27,75,6,17,11,57,35,618
103021063,0,0,0,68,18,0,3,17,0,6,0,4,0,15,24,84,5,0,0,0,0,0,0,0,0,0,0,6,190,35,9,258,28,115,10,31,0,93,25,803
103021064,0,0,0,51,15,0,0,12,0,4,0,0,0,3,25,63,0,0,0,0,0,0,0,0,0,0,0,4,135,30,7,167,24,61,9,14,3,53,24,523
103021065,0,0,0,125,9,0,0,19,0,6,0,6,0,5,46,96,6,0,0,0,0,0,0,0,3,0,0,10,269,17,10,311,38,113,13,29,13,53,43,910
103021066,0,0,0,28,7,0,0,18,0,0,0,0,0,0,19,45,0,0,0,0,0,0,0,0,0,0,0,0,68,13,9,118,7,32,3,13,4,30,20,308
103021067,0,0,0,165,14,0,0,8,4,4,0,4,0,4,53,102,0,0,0,0,0,0,0,0,0,5,0,7,310,22,9,331,54,126,18,45,23,79,62,1073
103021068,0,0,0,31,11,0,0,8,0,5,0,0,0,0,16,41,0,0,0,0,0,0,0,0,0,0,3,3,92,13,3,80,10,46,0,19,3,23,16,301
103021069,0,0,0,65,29,3,0,4,5,3,0,0,0,5,34,81,0,0,0,0,0,0,0,0,0,0,0,3,159,21,8,175,25,67,8,17,5,23,36,549
103031070,0,4,0,177,8,3,3,11,4,5,0,4,0,7,36,86,0,0,0,0,0,0,0,0,0,0,0,9,201,50,10,309,61,146,20,64,17,103,48,1020
103031071,0,3,0,132,13,3,4,25,0,10,0,6,4,7,45,108,0,0,0,0,0,0,0,0,0,0,3,3,187,38,9,272,48,95,17,46,18,91,48,873
103031072,0,0,0,269,11,5,0,12,3,7,0,3,3,3,56,106,0,3,0,0,0,0,0,0,0,0,5,10,298,47,16,488,89,193,27,41,18,76,65,1357
103031073,0,0,0,18,0,0,0,0,0,0,0,3,0,5,11,33,0,0,0,0,0,0,0,0,0,0,0,3,36,16,3,69,16,29,9,23,5,39,17,248
103031074,0,0,0,195,26,3,3,25,0,8,0,5,3,9,64,142,7,0,0,5,0,0,0,0,0,4,3,22,308,48,20,356,51,161,18,52,24,85,73,1190
103031075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103041076,0,0,0,130,8,0,3,15,3,3,0,0,0,3,50,90,0,0,5,0,0,0,0,0,0,0,5,7,209,27,8,281,40,114,15,36,12,52,54,839
103041077,0,4,0,295,27,0,0,19,0,3,0,0,3,14,66,138,0,0,0,0,0,0,0,0,0,0,8,17,421,64,19,536,85,218,13,61,26,128,71,1656
103041078,0,0,0,610,38,0,0,25,5,7,4,8,0,10,119,217,5,0,0,0,0,0,0,0,0,0,10,18,915,99,22,929,148,325,35,78,21,126,130,2830
103041079,0,0,0,345,31,0,0,35,8,11,0,0,3,5,79,180,5,0,0,5,0,0,0,0,0,0,4,11,434,52,14,528,73,157,29,36,10,58,82,1473
104011080,0,3,0,114,16,4,0,20,4,7,0,5,0,12,78,143,0,0,0,0,0,0,0,0,4,0,0,11,353,80,15,433,65,228,27,85,26,174,87,1579
104011081,0,7,0,103,21,13,0,34,4,6,0,16,0,18,82,195,3,0,0,0,0,0,0,0,0,3,7,19,310,93,15,421,41,181,21,101,31,193,102,1503
104011082,0,0,0,142,17,6,0,23,0,11,4,5,0,10,84,163,0,0,0,0,0,0,0,0,0,0,10,16,271,109,19,419,40,155,26,98,19,154,93,1410
104021083,0,0,0,55,3,4,0,9,6,3,0,5,0,5,30,62,0,0,0,0,0,0,0,0,0,0,0,0,84,58,3,189,28,92,3,55,7,66,30,603
104021084,0,0,0,184,24,3,0,16,0,5,3,5,3,12,44,119,0,0,3,0,0,0,0,0,0,0,4,9,394,106,10,425,62,196,28,109,32,172,49,1587
104021085,0,3,0,113,12,10,0,13,0,0,0,0,5,7,30,75,0,0,0,0,0,0,0,0,0,0,0,9,198,83,6,253,26,88,14,59,15,124,32,894
104021086,0,0,0,50,13,0,0,10,0,0,0,3,0,4,28,63,3,0,0,0,0,0,0,0,0,0,0,4,96,37,5,146,15,61,11,34,6,41,28,474
104021087,0,0,0,11,6,0,0,3,0,0,0,4,0,6,15,31,0,0,0,0,0,0,0,0,0,0,3,5,42,24,6,66,4,25,3,22,8,30,12,249
104021088,0,5,0,250,16,8,0,16,4,4,0,7,0,6,43,100,3,0,0,0,0,0,0,0,0,0,3,8,322,76,8,414,49,128,20,51,14,72,53,1200
104021089,0,9,0,265,22,5,0,29,5,11,4,10,4,13,64,157,6,0,0,0,0,0,0,0,0,3,11,16,478,144,22,651,81,213,35,124,29,192,77,2048
104021090,0,0,0,35,4,0,0,5,0,5,0,3,0,8,15,41,0,0,0,0,0,0,0,0,0,0,0,0,73,41,5,126,15,52,5,23,3,36,15,399
104021091,0,0,0,166,24,0,0,8,3,6,5,0,0,11,51,114,0,0,0,3,0,0,0,0,0,6,5,13,340,109,26,440,49,181,24,85,20,121,70,1445
105011092,0,0,0,37,22,0,0,0,0,6,0,3,0,0,19,51,0,0,0,0,0,0,0,0,0,3,8,13,98,4,8,62,15,29,0,15,6,27,29,277
105011093,0,0,0,79,15,0,0,8,0,5,3,0,0,0,32,67,0,0,0,0,0,0,0,0,0,0,0,0,123,4,4,84,25,61,11,9,4,15,32,378
105011094,0,0,0,26,12,0,0,6,0,0,0,0,0,3,9,30,3,0,0,0,0,0,0,0,0,3,3,8,83,8,0,83,15,42,7,15,10,39,9,311
105011095,0,0,0,58,24,0,0,12,0,3,0,0,0,3,23,67,4,0,0,0,0,0,0,0,0,0,0,5,150,11,5,127,21,52,7,8,3,30,25,445
105011096,0,0,0,23,12,0,0,12,0,0,0,3,0,7,20,62,0,0,0,0,0,0,0,0,0,0,0,4,78,15,0,85,14,40,0,20,10,36,29,323
105021097,0,0,0,209,22,4,3,19,4,3,0,0,0,6,96,157,0,0,0,0,0,0,0,0,0,3,0,13,368,44,18,340,80,206,22,56,22,163,106,1417
105021098,0,0,0,10,5,0,0,3,0,3,0,0,0,6,9,32,0,0,0,0,0,0,0,0,0,0,0,4,51,0,0,16,3,33,0,8,0,30,15,160
105031099,0,0,0,48,15,0,0,15,0,0,0,0,0,8,29,72,0,0,0,0,0,0,0,0,0,0,0,4,157,19,4,195,27,68,11,36,8,76,29,637
105031100,0,0,0,153,23,0,0,12,6,0,0,4,0,6,61,106,0,0,0,0,0,0,0,0,0,0,0,0,314,47,14,346,44,134,14,35,9,62,58,1087
105031101,0,3,0,303,43,0,3,15,4,8,0,3,0,4,102,185,4,0,0,3,0,0,0,0,0,0,4,12,645,67,32,627,116,237,26,68,14,76,105,2017
105031102,3,0,0,181,17,0,0,16,6,0,0,0,0,3,79,123,0,0,0,0,0,0,0,0,0,0,4,10,327,44,5,308,55,119,13,27,16,64,86,1066
105031103,0,0,0,140,34,0,0,18,0,7,0,0,0,0,45,110,6,0,0,0,0,0,0,0,0,0,4,5,270,26,10,226,31,56,6,17,13,32,50,741
105031104,0,0,0,29,17,0,0,8,0,3,0,3,0,0,19,57,3,0,0,0,0,0,0,0,0,0,4,10,100,14,4,121,24,45,3,13,6,25,22,379
105031105,0,0,0,85,17,0,0,14,0,12,3,0,0,9,22,77,0,0,0,0,0,0,0,0,0,0,5,10,178,11,7,187,42,75,7,21,5,39,33,601
105031106,0,3,0,47,21,3,3,13,0,7,0,0,0,3,40,91,0,0,0,0,0,0,0,0,0,0,3,11,161,30,6,179,20,91,9,40,4,63,43,650
106011107,7,7,0,361,18,4,0,22,4,13,0,0,0,7,76,151,0,0,0,0,0,0,0,0,0,0,4,13,381,59,22,550,114,252,41,61,30,88,84,1676
106011108,5,4,0,270,9,5,6,19,4,16,7,5,4,21,77,163,0,0,0,0,4,0,0,0,5,0,9,11,376,93,31,570,111,314,61,119,55,244,88,2060
106011109,0,3,0,171,10,3,0,11,3,3,4,5,0,7,46,97,0,0,0,0,0,0,0,0,0,5,5,4,203,81,10,332,68,143,23,58,20,101,51,1081
106011110,0,0,0,162,15,5,0,26,8,13,0,4,0,10,47,126,0,0,4,4,0,0,0,0,0,0,4,8,240,58,14,343,63,153,26,58,23,92,55,1119
106011111,0,3,5,241,19,0,0,21,0,23,0,4,6,22,97,194,0,0,0,0,0,0,0,0,5,0,11,15,469,100,28,659,114,365,38,119,30,242,112,2284
106011112,0,4,0,458,24,0,0,15,4,6,0,4,0,10,102,180,0,0,4,3,0,0,0,0,0,0,4,16,434,54,24,652,109,373,41,70,20,110,110,1995
106011113,0,5,0,167,10,0,0,12,0,18,5,4,6,8,30,91,0,0,0,5,0,0,0,0,0,3,3,11,149,26,24,227,38,89,19,24,14,48,44,704
106021114,0,0,0,180,9,0,0,7,0,3,0,0,3,9,52,85,0,0,0,0,0,0,0,0,0,0,0,5,247,47,14,323,69,164,17,40,15,61,52,1045
106021116,0,0,0,378,17,4,4,21,0,8,0,5,0,8,45,107,0,0,0,0,0,0,0,0,0,0,4,8,336,52,17,456,74,154,22,28,10,55,47,1249
106021614,0,3,0,396,23,3,0,18,0,12,0,4,3,5,92,162,7,0,0,0,0,0,0,0,3,0,0,15,529,74,14,624,88,332,33,104,33,141,99,2071
106021615,6,13,0,380,31,9,0,25,3,15,3,3,0,3,123,220,5,0,0,0,0,0,0,0,0,0,5,11,552,98,23,719,132,331,37,81,28,126,134,2257
106021616,0,0,0,65,7,0,0,17,0,4,0,3,0,11,37,79,0,0,0,0,0,0,0,0,0,3,3,16,149,36,8,256,42,113,21,51,14,80,51,817
106021617,3,0,0,182,13,3,0,12,3,8,3,0,4,0,45,91,0,0,0,0,0,0,0,0,0,0,5,5,217,45,14,369,58,133,24,54,19,72,49,1062
106021618,0,3,0,412,34,0,6,20,5,5,3,0,4,3,97,183,4,0,0,3,0,0,0,0,0,4,4,15,621,85,30,753,140,335,29,77,32,92,108,2317
106031119,0,4,0,91,3,0,0,4,0,0,4,6,0,6,27,64,0,0,0,0,0,0,0,0,0,0,3,5,124,30,10,221,27,82,10,40,3,60,36,642
106031120,0,0,0,36,8,5,0,6,0,0,0,0,0,5,31,60,0,0,0,0,0,0,0,0,0,0,0,4,85,37,14,160,22,88,8,39,16,92,37,596
106031121,4,7,0,303,24,4,0,22,8,16,3,6,3,18,82,189,0,0,0,0,0,0,0,0,0,0,3,11,353,120,23,563,80,248,45,110,31,185,95,1850
106031122,0,0,0,104,11,0,3,17,0,9,0,4,5,6,66,128,0,0,0,0,0,0,0,0,0,0,3,7,291,60,14,361,71,203,27,77,27,170,74,1375
106031123,0,9,0,227,14,0,0,14,9,7,0,3,4,4,37,98,4,0,0,0,0,0,0,0,0,0,3,9,209,35,11,275,55,98,11,33,12,62,45,844
106031124,0,0,0,38,0,0,0,7,0,6,0,0,0,3,9,31,0,0,0,0,0,0,0,0,0,0,0,0,51,22,4,63,11,38,5,25,5,49,14,296
106031125,0,9,0,276,26,0,0,20,9,11,3,0,0,16,98,190,3,0,3,3,0,0,0,0,3,0,5,19,430,66,24,596,111,281,32,70,45,126,110,1885
106041126,3,0,0,215,19,0,0,14,0,3,0,0,7,12,68,130,0,0,0,0,0,0,0,0,0,0,5,5,287,36,14,373,49,227,26,50,25,100,74,1266
106041127,0,0,0,93,14,0,0,11,0,4,0,0,0,3,23,56,0,0,0,0,0,0,0,0,0,0,4,4,113,19,3,154,18,62,6,20,6,16,25,454
106041128,0,6,0,132,18,0,0,7,0,8,0,0,0,6,32,70,0,0,0,0,0,0,0,0,0,0,0,0,211,31,9,223,25,78,11,17,8,37,35,671
106041129,0,0,0,117,19,3,0,21,4,8,4,3,5,4,38,101,0,0,0,0,0,0,0,0,0,3,4,6,225,26,14,244,37,121,17,32,13,61,48,836
107011131,9,8,0,367,17,0,0,19,14,21,0,0,3,13,73,166,0,0,0,0,0,0,0,0,0,3,4,14,508,131,65,767,233,403,78,150,65,251,81,2746
107011132,0,8,0,324,13,5,0,11,7,6,3,3,0,3,62,117,0,0,0,5,0,4,0,0,0,0,4,13,413,80,17,619,172,242,48,70,30,75,69,1834
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,5,12,0,525,13,3,0,15,3,12,6,8,0,16,54,126,0,0,0,0,0,0,0,0,0,3,3,10,442,83,33,595,140,297,53,99,32,207,58,2040
107011545,5,5,0,139,5,8,0,8,6,6,0,3,3,11,37,91,0,0,0,0,0,0,0,0,0,8,9,15,187,83,12,301,96,255,42,136,59,307,55,1530
107011546,0,5,0,129,4,0,0,8,0,4,0,3,4,6,15,46,0,0,0,0,0,0,0,0,0,0,11,12,120,50,23,186,67,135,32,76,30,176,32,921
107011547,0,6,0,80,3,5,0,9,0,5,0,0,0,0,9,30,0,0,0,0,0,0,0,0,0,0,0,4,84,26,8,97,26,54,14,23,10,58,9,404
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,6,5,0,415,18,0,0,23,9,18,7,5,3,6,96,183,0,0,0,0,0,0,0,0,0,0,11,17,596,123,41,856,262,345,92,120,60,126,108,2731
107031137,6,0,0,61,3,0,7,5,0,0,0,0,0,7,19,45,0,0,0,0,0,0,0,0,0,0,0,7,110,30,13,186,40,93,31,47,25,87,25,696
107031138,0,5,0,253,7,3,0,13,0,5,4,3,0,11,24,67,0,0,0,3,0,0,0,0,0,0,3,8,191,54,7,277,44,114,17,57,9,73,35,876
107031139,0,5,0,203,7,4,0,7,4,5,3,0,4,7,35,74,0,0,0,0,0,0,0,0,0,0,0,0,170,46,7,297,51,78,20,30,9,56,33,796
107031140,0,7,0,282,20,4,0,14,6,4,0,3,0,0,49,91,0,0,0,0,0,0,0,0,0,0,0,3,196,58,16,330,48,116,24,52,8,63,52,962
107031141,3,4,0,708,35,8,6,21,15,11,3,13,0,14,91,201,0,0,0,0,4,0,0,0,0,0,12,23,608,158,39,882,229,328,81,100,53,174,104,2762
107031142,3,10,0,206,12,3,0,22,3,5,6,8,4,3,36,102,0,0,0,0,0,0,0,0,0,0,0,11,211,52,18,326,94,150,40,58,33,134,43,1168
107031143,3,4,0,216,12,0,5,13,0,6,7,8,3,15,67,139,0,0,0,0,0,0,0,0,0,0,11,18,296,96,39,423,140,280,59,145,67,295,84,1902
107041144,0,13,0,674,13,0,5,17,3,7,0,3,4,13,51,134,0,0,0,3,0,0,0,0,0,4,6,14,497,121,41,708,182,310,61,134,49,229,65,2399
107041145,6,5,0,360,13,3,0,21,5,12,5,8,3,8,57,143,0,0,0,4,0,0,0,0,0,4,0,9,323,85,25,512,134,220,60,87,34,162,63,1718
