SA2_CODE_2021,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
124011455,6,8,0,149,5,3,0,3,3,0,0,0,0,0,15,35,0,0,0,0,0,0,0,0,0,0,3,3,119,43,16,183,52,95,18,51,17,53,24,669
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,6,0,264,5,4,0,9,8,16,7,3,3,14,58,124,3,0,4,0,0,5,0,0,0,0,7,16,413,77,35,416,167,313,71,112,44,170,65,1893
124031459,3,11,0,565,25,5,0,14,4,12,0,5,0,5,46,123,0,0,0,3,0,0,0,0,0,0,7,11,504,83,40,518,165,243,60,98,26,136,51,1917
124031460,5,6,0,898,31,4,5,22,8,7,4,6,7,3,79,177,4,0,3,0,4,0,0,0,3,0,5,23,987,144,45,813,266,471,87,136,79,172,83,3286
124031461,0,8,0,331,17,10,0,15,3,12,4,6,3,3,54,124,0,0,4,0,0,0,0,0,3,3,5,21,453,104,40,460,145,335,92,94,60,167,66,2021
124031462,3,3,4,458,24,6,0,7,10,5,0,0,5,10,95,163,0,0,0,6,0,0,0,0,3,0,11,22,783,131,47,601,254,543,71,173,87,238,118,3060
124031463,8,10,0,626,23,3,4,13,8,9,0,9,0,7,34,107,0,0,0,7,0,0,0,0,5,3,10,24,513,127,49,469,165,243,53,81,36,114,46,1884
124031464,0,4,0,176,7,0,3,8,4,8,4,0,0,3,32,75,4,0,0,0,0,0,0,0,0,0,10,9,262,66,32,251,111,233,43,92,42,153,43,1334
124031465,0,8,0,213,11,0,0,7,0,3,0,5,0,0,12,56,0,0,5,0,0,0,0,0,0,4,7,14,221,52,23,245,96,108,33,31,25,62,20,916
124031707,3,15,0,509,19,0,0,16,6,16,4,4,0,12,67,137,0,3,3,0,0,0,0,0,0,0,10,17,575,129,56,549,171,360,79,115,57,158,76,2330
124031708,5,3,0,387,9,0,4,4,4,8,0,0,4,6,70,113,0,0,3,0,0,0,0,0,3,0,7,21,631,102,57,498,197,328,64,92,51,102,84,2211
124041466,3,3,0,284,6,0,0,12,6,7,0,0,0,0,48,92,3,0,0,0,0,0,0,0,0,0,3,9,319,66,32,391,140,244,53,106,47,121,52,1582
124041467,0,11,0,275,7,0,3,16,7,11,5,5,0,7,54,108,0,0,0,0,0,0,0,0,0,6,4,13,340,104,46,438,134,288,65,106,41,142,63,1788
124041468,0,6,0,216,7,0,0,5,4,0,4,3,0,8,34,64,0,0,0,0,5,0,0,0,0,0,3,12,197,55,26,191,52,114,39,65,18,90,35,883
124051469,0,9,0,206,4,7,3,9,5,3,0,3,3,3,23,69,0,0,0,0,0,0,0,0,0,0,0,5,235,37,18,218,77,157,36,51,32,98,24,985
124051470,6,3,0,428,28,3,4,17,6,18,0,0,8,16,61,175,0,0,4,0,0,4,0,0,0,0,15,24,635,112,60,596,189,451,85,160,94,340,84,2795
124051580,0,12,0,144,12,0,0,0,3,11,0,0,4,8,37,81,0,0,0,0,0,0,0,0,4,6,12,20,279,65,32,231,92,314,35,115,52,220,52,1491
124051581,3,7,0,127,8,0,0,8,5,7,4,3,4,18,59,122,0,0,0,0,0,0,0,0,0,0,6,10,270,65,29,237,84,392,68,136,82,242,78,1695
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,0,32,0,145,0,0,4,3,0,8,5,0,8,36,60,130,0,0,0,0,0,0,0,0,0,8,30,43,131,55,54,166,59,379,46,243,113,733,102,2083
125011583,0,7,0,47,4,0,0,3,0,4,0,5,4,3,24,55,0,0,0,0,0,0,0,0,0,5,9,11,68,33,18,79,28,238,23,110,59,278,46,978
125011584,5,17,0,132,0,0,3,4,0,3,0,0,10,17,28,78,0,0,0,0,0,0,0,0,0,4,18,24,106,29,43,97,37,214,33,121,78,382,50,1187
125011585,0,12,0,135,0,0,0,0,0,3,3,0,4,8,31,57,0,0,0,0,0,0,0,0,0,6,10,18,112,41,22,83,43,180,29,89,72,330,44,1050
125011586,7,32,0,456,9,5,0,5,3,13,3,8,8,31,71,158,0,0,0,0,0,0,0,0,0,9,14,23,395,96,92,309,125,382,81,198,151,536,93,2463
125011587,0,4,0,78,4,0,0,0,0,5,0,4,4,10,18,40,0,0,0,0,0,0,0,0,0,0,3,5,83,21,10,72,34,100,16,63,41,191,24,656
125011709,0,9,0,385,3,0,0,4,0,6,0,5,5,6,37,65,0,0,0,0,0,0,0,0,0,0,0,0,298,80,32,242,68,220,37,83,43,130,42,1258
125011710,3,8,0,316,4,0,0,0,0,0,0,0,0,10,52,79,0,0,0,0,0,0,0,0,0,0,10,7,325,96,69,246,116,407,72,143,111,284,68,1923
125021477,5,25,0,805,15,6,10,11,4,12,9,9,8,21,79,193,0,0,3,0,0,0,0,0,0,0,11,22,730,163,117,611,236,559,113,223,138,461,100,3465
125021478,7,24,0,626,14,0,4,10,4,13,3,6,3,16,64,144,0,0,0,0,0,0,0,0,0,0,5,12,560,160,85,471,137,374,67,193,94,361,77,2577
125021711,9,31,0,593,14,5,0,10,9,11,0,8,4,12,57,114,0,0,0,0,0,0,0,0,0,0,12,16,438,88,49,369,88,302,45,132,58,236,67,1893
125021712,9,21,0,740,10,7,9,17,0,18,3,6,0,17,69,150,0,0,0,0,0,0,0,0,3,3,14,25,670,166,84,529,156,601,75,203,131,393,91,3093
125031479,5,25,3,279,11,3,6,4,0,16,0,7,9,26,64,155,3,0,0,0,0,0,0,0,6,6,35,51,284,74,67,236,118,414,64,215,166,805,112,2544
125031480,8,26,0,153,6,0,6,0,0,12,0,10,13,44,41,126,0,0,0,0,0,0,0,0,4,8,14,22,148,40,38,116,54,273,26,155,143,720,63,1775
125031481,14,29,0,232,9,0,3,0,3,12,8,6,5,40,77,165,0,0,3,4,0,0,0,0,0,10,40,63,258,83,53,229,100,410,64,231,173,849,121,2581
125031483,13,46,0,206,0,3,3,0,4,13,0,5,11,47,72,158,0,0,0,0,0,0,0,3,7,7,45,64,166,62,63,167,72,400,41,251,210,1124,133,2703
125031484,10,38,0,300,10,3,0,6,3,12,0,3,15,41,67,161,0,0,0,0,0,0,3,3,0,6,19,38,295,72,71,249,119,436,76,251,180,924,98,2767
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031713,12,16,0,509,16,4,0,3,3,11,3,10,8,28,25,107,0,0,4,0,0,0,0,0,0,3,11,26,439,95,88,392,148,345,110,157,119,452,43,2381
125031714,20,48,0,381,5,0,3,7,0,6,0,9,8,35,88,176,0,0,0,0,0,0,0,0,0,6,31,40,296,90,73,281,115,495,79,278,205,865,131,2914
125031715,8,14,0,495,10,0,4,6,5,12,0,3,3,15,29,86,0,0,0,0,0,0,0,0,0,0,6,13,482,62,48,319,100,245,54,85,53,201,38,1688
125031716,6,10,0,163,4,0,4,0,0,0,0,4,3,12,27,60,0,0,0,0,0,0,0,0,0,0,12,13,149,38,29,109,57,151,28,86,47,247,48,992
125041489,3,16,0,501,10,0,8,8,5,6,0,3,5,12,62,107,0,0,0,0,0,0,0,0,0,0,11,15,605,98,57,405,167,633,60,139,66,293,77,2602
125041490,0,8,0,475,6,0,0,9,0,0,0,0,7,7,14,55,0,0,0,0,0,0,0,0,0,0,3,11,360,52,40,302,81,201,52,70,32,127,24,1341
125041491,4,11,0,665,14,5,0,6,0,9,0,3,0,8,55,106,0,0,7,0,0,0,0,0,0,0,12,23,709,108,56,485,176,590,63,157,66,218,73,2708
125041493,11,15,5,747,15,0,9,13,6,17,0,5,3,13,67,147,0,0,4,0,0,0,0,0,0,5,16,26,831,123,72,580,210,481,99,170,97,385,84,3134
125041494,4,15,0,631,16,5,0,13,3,12,5,0,3,11,31,93,0,0,3,0,0,0,0,0,0,0,5,19,486,80,31,417,140,248,60,80,47,167,44,1800
125041588,9,6,0,511,16,0,4,3,5,3,0,0,4,8,35,78,5,0,0,0,0,0,0,0,0,0,19,22,728,59,29,354,107,456,30,120,55,212,59,2215
125041589,4,7,0,708,14,0,3,5,8,10,0,5,4,11,79,145,6,0,0,0,0,0,0,0,0,0,22,30,993,100,42,450,173,849,49,154,93,289,117,3300
125041717,0,4,0,301,0,3,3,0,0,5,0,0,0,0,36,51,0,0,0,0,0,0,0,0,4,0,4,7,395,26,21,121,77,447,13,76,33,96,49,1350
125041718,0,4,0,170,7,7,0,0,5,0,0,0,0,5,24,46,3,0,0,0,0,0,0,0,0,0,9,10,248,44,22,136,47,303,14,88,39,155,37,1124
125041719,4,5,0,107,3,0,0,3,0,0,0,0,0,4,33,45,0,0,0,0,0,0,0,0,0,0,8,5,195,34,17,149,49,260,17,82,52,119,46,1029
126011496,0,28,0,1721,34,0,0,36,7,13,6,11,0,22,75,196,5,0,3,0,0,0,4,0,0,0,8,27,1067,134,35,882,154,545,49,169,33,250,87,3408
126011720,0,18,0,886,18,3,0,3,0,9,3,0,0,6,45,87,3,0,0,0,0,0,0,0,0,0,7,11,643,91,27,448,101,463,48,112,35,175,55,2198
126011721,13,31,0,925,19,4,4,11,6,12,0,3,4,16,69,138,4,0,0,0,0,0,0,0,5,0,20,28,722,131,73,512,135,563,55,174,98,305,93,2860
126021498,4,29,0,1037,25,9,4,17,7,8,4,0,0,12,43,126,3,0,0,0,0,0,0,0,0,3,4,15,565,89,20,523,144,286,43,89,29,148,51,1987
126021499,3,26,0,915,11,4,0,15,0,12,4,4,4,9,25,89,0,0,0,0,0,0,0,0,0,0,3,11,367,75,12,348,78,245,17,73,11,81,30,1334
126021500,0,10,0,590,7,5,0,3,3,3,3,3,3,9,40,84,0,0,0,0,0,0,0,0,0,0,7,13,582,121,48,418,136,532,52,148,63,236,57,2390
126021501,7,12,0,994,21,0,0,5,9,16,4,9,0,5,38,116,0,0,0,0,0,0,0,0,0,4,3,10,682,113,30,492,113,347,46,99,45,185,51,2193
126021503,4,29,0,700,11,0,0,8,0,14,5,5,0,3,51,95,5,0,0,0,4,0,0,0,0,0,12,27,602,103,44,494,165,446,49,138,71,230,68,2407
126021590,4,0,0,347,7,4,0,5,0,0,0,0,0,4,11,42,0,0,0,0,0,0,0,0,0,0,3,5,197,47,12,168,27,85,21,34,12,46,20,659
126021722,3,12,0,459,3,0,4,4,0,5,4,3,0,4,18,53,0,0,0,0,0,0,0,0,0,0,0,4,317,65,13,244,53,180,20,55,19,110,27,1106
126021723,11,26,0,711,13,3,5,8,6,13,0,6,0,14,56,125,3,0,0,0,0,0,0,0,3,0,8,16,583,160,71,472,104,440,69,198,66,351,72,2586
126021724,5,17,0,910,13,3,3,20,7,4,5,4,3,10,73,156,3,0,0,0,0,3,0,0,0,0,7,22,671,158,49,583,172,475,49,151,76,287,90,2757
126021725,3,7,0,441,3,4,0,3,0,0,0,0,0,5,31,52,0,0,0,0,0,0,0,0,0,0,5,5,343,59,25,265,92,277,40,114,36,147,46,1435
127011504,3,13,0,85,0,0,0,7,3,10,3,6,9,51,52,137,0,0,0,0,0,0,0,0,0,11,13,28,104,31,41,111,53,268,35,164,138,790,71,1811
127011505,13,14,0,277,12,0,10,5,0,4,8,9,8,14,36,101,0,3,5,0,0,0,0,0,0,0,16,29,273,83,79,233,118,252,79,133,102,302,61,1721
127011592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
127011593,6,19,0,298,7,0,4,6,0,13,0,7,3,10,19,79,0,0,0,0,0,0,0,4,0,5,7,17,186,55,42,171,63,171,46,79,42,231,34,1125
127011594,4,24,0,245,6,4,6,5,5,10,0,4,12,25,51,123,0,0,5,0,0,0,0,0,0,5,13,20,227,70,54,185,81,320,69,151,99,563,76,1904
127011595,10,27,0,337,8,4,3,5,3,11,0,8,6,14,42,104,0,0,0,0,0,0,0,0,0,0,14,13,312,81,47,264,118,322,62,165,124,506,57,2055
127011596,8,12,0,378,9,0,3,4,4,10,0,0,13,16,42,109,0,0,3,0,0,0,0,0,4,3,16,31,449,76,63,315,138,326,70,164,97,445,64,2205
127011597,5,35,0,578,9,0,3,6,5,9,0,3,4,16,63,130,0,0,0,0,0,0,0,0,0,3,16,27,551,110,71,492,190,446,107,238,104,490,86,2898
127011726,0,0,0,165,7,5,6,3,6,9,0,0,0,8,19,44,0,0,0,0,0,0,0,0,0,0,5,6,171,46,16,158,69,88,25,34,12,39,25,682
127011727,7,10,0,462,14,5,0,9,0,4,0,4,4,9,51,93,0,0,0,5,0,0,0,0,0,0,8,20,587,121,66,526,250,392,54,126,62,147,63,2387
127011728,9,12,0,347,10,3,5,5,3,10,0,4,0,12,37,93,0,0,0,4,0,0,0,0,3,3,10,21,385,128,53,384,132,331,63,139,57,221,54,1940
127011729,0,11,0,462,11,9,0,5,7,13,4,0,7,4,78,132,0,0,0,0,0,0,0,0,0,0,16,21,637,140,59,632,221,529,85,150,69,247,97,2866
127021509,10,43,0,277,5,0,0,4,3,3,3,4,7,32,46,132,0,0,0,0,0,6,0,0,0,8,16,32,255,62,67,191,86,349,59,188,127,802,72,2255
127021510,16,63,0,555,11,4,6,9,8,9,3,0,7,37,54,155,0,0,0,0,0,0,0,0,0,9,17,30,370,86,77,312,138,368,84,213,150,1029,75,2905
127021511,10,38,0,196,9,4,0,5,0,8,0,13,9,42,74,160,0,0,0,0,4,0,0,0,0,3,20,27,222,104,75,154,80,452,58,228,168,937,115,2601
127021512,3,31,0,224,10,5,4,9,0,13,4,8,8,31,40,128,0,0,0,0,0,0,0,0,3,6,11,16,232,75,66,191,85,376,60,234,124,676,57,2171
127021513,18,20,0,210,13,0,4,4,7,12,3,6,12,40,62,166,0,0,0,0,0,0,4,0,4,10,25,46,290,79,81,191,116,464,63,248,166,909,91,2700
127021514,7,28,0,239,8,4,0,3,4,8,0,3,0,19,31,81,3,0,0,0,0,0,0,0,3,3,12,16,171,43,35,155,79,218,37,108,90,532,40,1517
127021515,5,29,0,135,5,0,3,4,0,7,3,5,6,41,33,100,0,0,0,0,0,0,0,0,0,19,16,41,133,45,37,106,46,255,24,194,124,1149,77,2189
127021516,13,38,0,235,5,0,0,6,4,9,0,10,5,39,64,147,0,0,0,0,0,0,6,0,0,12,24,44,227,60,49,183,88,326,53,242,153,1414,104,2894
127021517,4,35,0,159,3,0,4,3,0,6,0,0,0,10,18,48,0,0,0,0,0,0,0,0,0,6,7,14,116,30,29,103,35,157,24,113,59,544,26,1245
127021518,4,17,0,200,4,3,3,3,5,4,0,0,0,6,15,51,3,0,0,3,0,0,0,0,0,0,8,21,102,38,35,101,30,71,23,36,31,103,27,593
127021519,16,39,0,298,5,0,4,9,3,5,0,8,8,33,56,136,0,0,0,0,0,0,0,5,0,8,15,30,220,63,65,222,114,355,73,186,159,1035,82,2565
127021520,11,28,0,199,0,0,8,7,5,9,0,3,7,27,26,86,0,0,0,0,0,0,0,0,0,8,7,13,168,48,46,138,59,228,30,111,92,572,31,1527
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
127031522,6,22,0,374,11,8,7,12,0,7,3,11,5,21,57,146,0,0,0,0,0,0,0,0,4,3,17,30,382,88,49,305,135,388,72,202,150,531,90,2410
127031523,4,20,0,675,15,6,5,17,5,16,0,9,5,15,60,150,0,0,0,0,0,0,0,0,3,3,15,31,644,144,108,550,231,459,116,194,122,470,87,3125
127031524,8,13,0,888,26,3,9,21,7,17,3,5,10,8,100,203,4,0,4,0,0,0,0,0,0,3,11,22,859,124,110,704,289,531,111,164,89,233,119,3330
127031599,5,9,0,87,0,0,0,3,0,3,0,4,0,23,29,79,0,0,0,0,0,0,0,0,4,8,13,21,110,38,41,108,44,217,25,132,89,645,53,1500
127031601,4,5,0,27,0,0,0,0,0,3,0,0,0,5,14,24,0,0,0,0,0,0,0,0,0,5,5,10,51,20,10,48,18,145,10,53,32,178,28,604
127031730,5,12,0,463,6,3,0,6,0,11,0,0,7,8,50,88,0,0,0,0,0,0,0,0,0,0,12,15,537,81,43,375,144,340,62,124,86,211,68,2072
127031731,5,3,0,85,3,0,3,3,0,6,0,4,0,17,53,93,0,0,0,0,0,0,0,0,0,9,10,19,189,42,30,160,83,400,33,185,96,540,74,1839
127031732,5,11,0,108,3,0,5,0,4,5,6,10,4,21,28,84,0,0,4,0,0,0,0,0,0,5,14,24,112,50,42,108,61,281,39,163,99,635,52,1640
127031733,12,26,0,522,17,5,9,8,5,10,7,6,3,20,58,139,0,0,0,0,0,3,0,0,0,0,9,20,553,82,61,398,157,433,77,191,97,421,75,2548
128011529,9,15,0,1201,30,4,6,24,0,14,0,3,0,8,65,162,0,0,0,0,0,0,0,0,0,0,7,13,712,150,27,850,199,328,68,114,37,139,70,2699
128011530,10,15,0,854,17,5,9,20,5,11,3,6,0,10,70,153,0,0,0,0,4,0,0,0,0,5,10,17,524,134,51,730,198,381,88,132,53,198,77,2583
128011531,9,21,0,772,18,5,5,20,5,15,4,3,9,11,51,139,3,0,0,5,0,0,0,0,0,0,8,20,456,163,40,534,144,303,59,135,56,225,65,2165
128011602,5,0,0,447,9,5,0,14,3,6,7,4,3,3,33,84,0,0,0,0,0,0,0,0,0,0,4,3,353,88,36,436,130,180,62,83,22,71,33,1498
128011603,3,19,3,1019,25,4,0,28,4,10,3,5,0,11,46,135,0,0,0,0,0,0,0,0,0,0,0,8,503,134,23,608,139,242,50,96,30,127,51,2012
128011604,5,19,0,970,34,3,8,24,12,13,3,11,4,10,64,185,0,0,4,0,5,0,0,0,0,0,12,18,519,185,53,712,212,338,87,156,47,158,73,2533
128011605,0,9,0,332,5,3,0,5,3,3,4,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,136,42,3,179,42,70,14,28,7,28,9,560
128011606,5,23,4,669,19,0,0,13,4,5,0,4,0,3,28,77,3,0,0,0,0,0,0,0,0,0,0,15,327,80,10,356,88,169,35,81,19,69,30,1273
128021533,5,3,0,280,20,0,0,8,6,6,0,0,0,0,16,55,0,0,0,0,0,0,0,0,0,0,0,7,231,51,15,290,84,117,30,32,14,47,16,928
128021534,3,18,0,677,9,5,6,5,3,7,5,7,3,13,32,99,0,0,0,0,4,0,0,0,4,4,8,15,395,112,24,427,93,227,41,100,30,167,41,1667
128021535,5,25,0,1294,30,16,0,36,3,15,4,4,3,19,72,194,6,0,0,6,3,0,0,0,0,5,9,29,884,155,42,1013,238,403,106,152,59,199,77,3321
128021536,4,22,3,1645,28,3,5,19,11,16,0,6,6,10,57,152,3,0,0,0,0,0,0,0,0,0,7,6,966,173,38,1066,258,459,75,149,48,210,70,3505
128021537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
128021538,7,6,0,777,12,4,0,16,3,14,3,5,0,10,65,142,0,0,6,3,0,0,0,0,0,0,11,22,641,150,47,793,248,373,89,113,54,152,81,2731
128021607,0,11,0,809,22,3,6,16,4,4,7,4,3,5,53,125,3,0,0,0,0,0,0,0,0,0,7,13,636,143,39,876,228,262,89,87,50,159,56,2627
128021608,3,4,0,438,7,3,0,5,3,3,0,0,0,7,23,55,0,0,0,0,0,0,0,0,0,0,0,3,267,62,17,413,92,122,36,47,14,75,24,1165
128021609,0,4,0,271,16,0,0,11,0,0,0,7,0,4,13,46,0,0,0,0,5,0,0,0,0,0,0,5,169,26,7,182,46,84,19,18,4,42,10,613
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201011001,0,11,0,413,41,4,0,29,0,8,0,3,0,3,69,163,0,0,0,0,0,0,0,0,0,0,4,10,563,130,20,846,103,303,26,87,18,90,80,2259
201011002,3,0,0,395,10,0,0,20,0,9,0,0,0,8,37,86,0,0,0,0,0,0,0,0,0,0,0,0,291,47,4,412,57,160,14,56,10,51,40,1147
201011005,0,5,0,217,11,0,0,12,0,7,0,0,0,0,23,59,0,0,0,0,0,0,0,0,0,0,0,3,246,41,4,344,43,119,14,32,4,46,26,925
201011006,0,4,0,100,5,4,0,18,0,3,0,0,0,0,36,74,0,0,0,0,0,0,0,0,0,0,3,11,212,64,16,414,69,185,23,76,14,76,46,1201
201011007,0,3,0,109,13,6,0,18,0,0,0,0,0,5,24,67,0,0,0,0,0,0,0,0,0,4,0,0,167,30,3,244,24,75,10,22,7,44,21,645
201011008,0,0,0,125,12,4,0,14,0,17,0,4,0,5,35,93,0,0,0,0,0,0,0,0,0,4,11,14,231,68,15,456,68,214,24,75,19,130,51,1348
201011481,0,0,0,99,12,7,0,4,0,5,0,0,0,6,28,60,0,0,0,0,0,0,0,0,0,0,0,5,159,36,7,244,41,133,8,56,14,74,31,802
201011482,3,0,0,409,23,0,0,25,10,10,0,0,0,3,42,112,0,0,0,0,0,0,0,0,0,0,4,12,379,91,10,696,114,217,24,67,16,77,45,1734
201011483,0,0,0,144,14,4,3,8,0,0,4,3,0,3,48,87,7,0,0,0,0,0,0,0,0,0,5,12,242,57,6,402,57,163,20,51,16,85,53,1147
201011484,0,0,0,51,4,0,0,6,3,6,3,4,0,3,28,67,0,0,0,0,0,0,0,0,0,0,8,16,143,57,7,280,40,175,18,75,17,116,43,964
201021009,0,4,0,142,11,3,0,12,0,5,0,0,0,0,21,62,0,0,3,0,0,0,0,0,0,0,0,9,179,24,9,264,56,119,17,27,11,49,20,780
201021010,0,0,0,99,8,3,0,7,0,15,0,4,0,8,22,67,3,0,0,0,0,0,0,3,0,0,0,14,154,44,12,254,32,119,20,42,15,58,23,779
201021011,0,0,0,115,3,0,0,12,6,6,3,3,6,3,31,80,0,0,0,0,0,0,0,0,0,0,0,3,127,89,13,254,40,107,20,58,9,60,37,816
201021012,0,0,0,126,9,0,0,16,3,4,0,0,0,3,22,69,0,0,0,0,0,0,0,0,0,0,8,8,170,39,6,282,45,112,15,30,21,51,30,793
201031013,0,0,0,17,4,0,0,0,0,5,5,0,0,0,15,33,0,0,0,0,0,0,0,0,0,0,4,5,46,11,6,89,8,44,5,6,4,33,19,282
201031014,0,0,0,45,9,0,0,9,0,0,0,0,3,0,21,49,0,0,0,0,0,0,0,0,0,0,0,8,102,18,4,124,20,34,10,24,14,35,20,403
201031015,0,0,0,53,8,3,0,14,0,5,0,3,0,4,21,55,0,0,0,0,0,0,0,0,0,4,5,5,99,26,6,190,28,99,7,26,8,49,23,564
201031016,0,0,0,41,3,8,0,4,0,0,0,7,0,9,20,53,0,0,0,0,0,0,0,0,0,0,3,4,107,49,9,162,23,79,13,36,14,69,33,593
201031017,0,5,0,19,9,0,0,6,0,6,0,5,0,5,19,56,0,0,0,0,0,0,0,0,0,0,0,4,63,20,5,138,24,62,13,41,9,73,27,469
202011018,0,3,0,168,10,0,0,10,0,11,0,4,0,7,41,91,0,0,0,0,0,0,0,0,0,0,0,8,215,68,12,350,39,188,20,69,25,124,52,1150
202011019,0,4,0,66,10,0,3,17,4,3,0,5,0,8,39,89,0,0,4,0,0,0,0,0,0,7,9,12,207,59,20,380,72,204,19,84,18,117,50,1215
202011020,0,0,0,288,13,11,0,14,4,3,0,3,3,5,24,79,0,0,0,0,0,0,0,0,0,0,5,3,290,91,8,422,59,179,26,55,24,92,32,1282
202011021,0,3,0,160,8,0,0,6,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0,4,10,209,56,7,324,46,99,12,51,5,47,31,884
202011022,0,0,0,168,17,0,6,15,0,17,5,9,0,8,68,138,0,0,0,0,0,0,0,0,0,0,7,12,356,99,25,639,87,316,34,102,25,168,80,1916
202011023,0,0,0,148,6,0,0,16,3,8,0,3,0,0,17,56,0,0,0,0,0,0,0,0,0,0,0,7,215,36,13,363,45,96,17,25,4,48,21,873
202011024,4,0,3,362,14,0,0,28,0,4,0,4,4,3,38,107,0,0,0,5,0,0,0,0,0,0,0,9,383,90,16,664,81,170,26,47,16,52,47,1589
202011025,3,0,0,164,16,3,0,16,0,5,0,3,0,4,65,116,0,0,3,0,0,0,0,0,0,0,3,8,373,85,16,588,100,280,32,95,30,93,74,1756
202021026,0,0,0,197,21,4,0,23,3,0,5,0,0,3,43,107,4,0,4,4,0,0,0,0,0,0,0,13,285,65,20,432,74,117,23,40,22,55,48,1165
202021027,4,0,0,116,15,6,0,7,5,3,0,3,0,7,28,83,0,0,0,0,0,0,0,0,0,0,3,6,143,122,10,324,39,109,28,68,16,49,35,937
202021028,0,0,0,115,9,3,0,15,0,12,0,4,0,6,31,86,6,0,3,0,0,0,0,0,0,0,0,6,145,74,14,297,48,102,31,65,21,65,34,884
202021029,0,0,0,29,3,0,0,8,0,4,5,0,0,0,16,40,0,0,0,0,0,0,0,0,0,0,3,9,80,28,3,132,22,55,6,18,13,48,24,421
202021030,0,4,0,227,21,3,3,23,6,3,4,5,3,0,28,100,0,0,3,0,0,0,0,0,0,0,0,10,260,91,20,399,55,172,32,46,19,57,31,1179
202021031,3,0,0,370,15,4,0,12,0,4,0,3,3,3,27,73,0,0,0,0,0,0,0,0,0,0,0,3,223,69,8,367,56,145,16,44,10,42,33,1023
202031032,0,0,0,57,5,0,3,6,0,3,0,0,4,4,23,55,0,0,0,0,0,0,0,0,0,0,0,6,107,25,20,190,32,74,10,24,9,54,23,571
202031033,0,0,3,40,15,3,3,11,0,3,3,0,0,7,14,71,0,0,0,5,4,0,0,0,0,6,7,15,123,29,16,214,30,76,6,22,9,72,29,628
203011034,0,4,0,217,16,0,0,18,4,4,3,3,0,0,37,90,3,0,5,0,0,0,0,0,0,0,3,9,259,52,13,469,74,140,30,41,7,49,44,1177
203011035,0,0,0,152,16,0,0,20,0,6,3,4,0,4,37,97,4,0,0,0,0,0,0,0,0,3,7,23,226,48,13,417,71,191,25,36,10,59,51,1153
203011036,0,3,0,170,12,5,0,11,0,12,6,4,0,6,29,83,0,0,0,0,0,0,0,0,0,4,0,8,166,59,10,299,62,105,19,36,11,41,31,848
203021037,0,6,0,275,12,3,0,11,3,7,4,3,0,6,32,89,0,0,3,0,0,0,0,0,0,0,3,12,262,91,23,578,94,245,23,75,23,89,39,1541
