SA2_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
405031121,8,10,5,8,12,0,0,43,0,4,0,0,5,0,0,10,0,0,0,0,0,0,0,0,9,24,10,19,20,7,0,87,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,9,0,0,3,3,0,0,0,12,9,23,10,26,25,7,0,96,18,17,14,8,7,0,0,59,0,0,0,0,0,0,0,0,28,45,23,37,30,7,0,161
405031122,19,62,47,31,38,7,0,207,7,3,0,3,4,0,0,17,0,0,0,0,0,0,0,6,41,93,86,64,89,12,0,386,0,5,0,3,9,0,0,21,5,9,9,0,4,0,0,21,9,11,11,3,9,0,0,44,45,111,99,71,95,12,0,433,119,94,60,57,46,3,0,386,7,3,4,0,0,0,0,11,178,202,163,126,146,19,0,836
405031123,6,17,14,10,6,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,22,23,14,3,0,84,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,5,0,0,0,0,0,14,5,26,22,23,15,4,0,95,11,15,5,0,0,0,0,38,0,0,0,0,0,0,0,0,18,43,31,28,20,4,0,134
405041124,15,33,23,13,22,0,0,112,0,4,0,0,6,0,0,11,5,0,0,0,0,0,0,3,16,48,31,27,42,3,0,163,0,0,0,6,0,0,0,9,0,0,0,0,9,0,0,8,3,0,3,4,9,0,0,17,18,49,35,30,46,3,0,182,44,22,19,18,19,0,0,121,0,0,0,0,0,0,0,0,60,72,56,49,65,3,0,302
405041125,7,18,6,3,4,0,0,38,0,3,0,0,3,0,0,6,3,6,0,3,0,0,0,11,8,38,18,21,16,4,0,100,0,0,0,0,0,0,0,6,0,4,0,3,0,0,0,7,0,5,0,0,0,0,0,11,11,39,20,28,19,4,0,113,17,31,8,3,3,0,0,63,0,0,0,0,0,0,0,0,28,69,27,28,20,4,0,174
405041126,21,15,3,3,8,0,0,56,0,3,0,0,0,0,0,10,0,3,0,0,0,0,0,3,24,31,11,9,13,0,0,95,0,3,4,0,0,0,0,11,0,3,6,0,0,0,0,11,0,7,7,0,0,0,0,19,29,40,18,7,17,0,0,115,42,20,18,11,7,3,0,106,0,3,0,4,0,0,0,3,71,66,40,20,28,5,0,226
405041127,5,10,9,7,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,15,12,13,0,0,64,3,3,4,0,0,0,0,15,0,0,0,0,0,0,0,5,7,3,6,0,0,0,0,17,16,19,19,12,15,0,0,77,28,38,27,14,14,0,0,123,0,0,0,0,0,0,0,0,41,57,48,29,28,0,0,198
405041128,3,4,8,3,7,0,0,22,0,4,7,3,0,0,0,9,0,0,0,0,0,0,0,0,3,9,12,11,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,12,11,11,0,0,53,9,12,12,4,5,0,0,48,0,0,0,0,0,0,0,0,14,22,28,18,18,0,0,100
406011129,4,11,5,6,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,18,13,11,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,25,17,14,11,0,0,75,19,17,13,10,4,4,0,69,0,0,0,0,4,0,0,3,35,44,32,22,20,4,0,150
406011130,5,28,14,18,11,0,0,85,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,44,32,26,32,0,6,143,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,5,6,0,0,0,0,0,6,16,45,32,26,31,3,6,153,11,14,10,3,6,0,0,43,0,4,0,0,0,0,0,6,29,64,39,34,34,3,6,203
406011131,6,14,4,10,3,0,0,28,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,19,13,19,16,5,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,14,19,16,5,0,76,13,14,8,0,0,0,0,31,0,0,0,0,0,0,0,0,16,31,20,17,16,5,0,108
406011132,0,6,9,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,11,9,9,0,0,36,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,14,11,9,9,0,0,36,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,22,11,9,8,0,0,51
406011133,49,81,57,35,39,9,0,273,0,4,5,4,5,0,0,23,0,0,3,0,0,0,0,7,61,128,101,69,92,15,0,463,0,3,3,3,0,0,0,8,0,4,4,0,0,0,0,14,4,5,9,4,0,0,0,24,64,137,105,74,93,15,0,484,111,93,50,28,28,3,0,314,0,3,0,3,0,0,0,9,173,231,159,102,117,18,0,810
406011134,0,3,9,0,6,0,0,20,0,0,0,0,0,0,0,0,3,0,3,3,6,0,0,12,6,8,20,11,11,0,0,56,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,10,13,21,11,18,0,0,64,12,22,13,9,4,3,0,62,0,0,0,0,0,0,0,3,23,35,32,21,20,3,0,137
406011135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
406011136,55,89,58,40,45,6,3,299,8,9,5,0,4,0,0,27,8,8,5,3,5,4,0,23,88,163,118,88,124,23,4,609,8,11,8,6,3,5,0,44,14,25,9,4,3,0,0,59,18,38,17,13,10,5,0,104,106,205,133,101,135,25,4,713,169,150,87,69,57,6,0,539,0,8,0,4,0,0,0,15,281,356,227,168,195,28,8,1261
406011137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406021138,9,9,15,7,0,0,0,41,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,15,22,15,4,7,0,0,60,5,12,9,0,3,0,0,17,0,4,0,0,5,0,0,6,0,8,6,0,3,0,0,29,17,32,23,3,15,0,0,94,30,37,14,9,0,0,0,93,0,3,4,6,0,0,0,7,53,71,42,14,11,5,0,193
406021139,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,4,8,0,0,19,11,9,8,5,0,0,0,29,0,0,0,3,4,0,0,11,14,13,13,11,13,0,0,61
406021140,8,8,4,0,0,0,0,23,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,9,6,0,12,0,0,33,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10,7,6,0,12,0,0,41,18,12,0,6,0,0,0,34,0,0,0,0,0,0,0,0,23,21,9,3,17,0,0,75
406021141,0,4,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,20,9,3,0,4,0,0,0,13,0,0,0,0,0,0,0,0,5,13,7,3,0,0,0,30
406021142,27,74,42,31,24,0,0,198,11,11,3,0,3,0,0,30,0,4,5,0,0,0,0,8,55,130,92,50,55,3,0,391,8,10,7,0,0,0,0,33,3,15,12,9,6,0,0,39,11,25,13,9,3,0,0,74,65,161,108,61,62,3,4,461,129,134,71,63,42,5,0,438,4,10,3,0,0,0,0,20,201,298,186,127,99,9,4,920
406021143,8,5,0,0,3,0,0,21,0,3,3,0,3,0,0,7,0,0,0,0,0,0,0,0,12,24,19,8,21,0,0,84,4,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,9,23,20,7,17,0,0,94,8,7,4,0,0,0,0,21,0,0,0,0,0,0,0,0,21,35,26,12,17,0,0,118
407011144,18,46,24,24,35,10,0,150,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,20,61,43,45,56,10,3,239,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,11,21,60,45,46,61,10,3,251,35,30,26,15,14,4,0,124,0,4,0,0,0,0,0,0,61,98,76,59,70,14,3,380
407011145,3,10,13,10,7,0,0,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,10,29,24,11,10,4,0,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,10,29,24,13,7,4,0,89,15,11,8,0,0,0,0,33,0,0,0,0,0,0,0,0,24,37,30,17,7,4,0,117
407011146,7,36,22,16,20,7,3,114,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,15,47,36,29,42,21,7,200,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,4,0,0,4,0,0,10,13,55,37,31,48,21,7,210,15,25,17,12,15,4,0,92,0,0,0,0,0,0,0,6,32,80,58,42,62,25,10,308
407011147,10,16,10,6,15,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,33,25,25,26,7,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,5,15,33,25,21,29,5,0,128,15,19,10,13,13,0,0,69,0,0,0,0,0,0,0,0,36,48,35,30,40,5,0,202
407011148,27,78,49,35,48,14,11,255,9,9,4,0,3,0,0,19,4,5,6,0,4,0,3,11,40,112,82,57,76,21,13,393,0,6,0,0,0,0,0,7,3,8,0,4,0,0,0,16,3,15,0,8,0,0,0,25,44,121,81,62,75,21,13,419,48,54,35,25,24,4,0,189,0,0,0,0,0,0,0,4,93,174,122,89,100,26,8,609
407011149,9,19,5,11,16,4,0,59,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,7,15,33,23,19,24,0,0,118,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,3,15,38,25,19,29,0,0,131,10,28,15,10,13,0,0,73,0,0,0,0,0,0,0,0,28,67,41,28,41,9,0,205
407021150,11,11,15,11,3,3,0,54,0,4,0,4,0,0,0,11,0,0,0,0,0,0,0,0,12,21,20,18,17,5,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,22,20,18,17,5,0,91,8,11,9,3,7,0,0,43,0,0,0,0,0,0,0,0,20,34,26,23,25,3,0,130
407021151,10,13,12,10,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,14,8,8,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,14,8,8,0,0,63,9,9,4,0,5,0,0,31,0,0,0,0,0,0,0,0,12,36,16,15,12,0,0,95
407021152,15,27,19,7,8,3,0,77,0,0,6,0,0,0,0,10,0,0,0,3,0,0,0,8,20,37,31,14,25,7,0,137,0,3,9,3,0,0,0,10,0,0,4,0,0,0,0,6,0,0,12,3,0,0,0,17,20,43,41,17,25,7,0,153,25,16,14,11,15,4,0,86,0,3,0,0,0,0,0,7,48,68,54,25,40,10,0,245
407021154,10,22,13,14,14,0,0,79,0,0,4,0,0,0,0,5,0,3,0,0,0,0,0,3,18,38,36,24,34,3,0,152,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,8,19,41,38,24,34,3,0,162,24,15,0,10,9,0,0,53,0,0,0,0,0,0,0,0,45,58,39,31,42,3,0,215
407021155,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,10,4,7,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,8,7,4,0,30,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,6,9,6,12,4,0,41
407021156,5,10,7,0,4,0,0,38,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,17,23,9,16,0,0,72,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,10,14,23,9,16,0,0,70,13,18,6,0,3,0,0,46,0,0,4,0,0,0,0,3,20,34,34,8,24,4,0,126
407021157,12,16,21,13,9,0,0,72,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,9,22,42,30,27,21,0,0,142,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,18,43,32,30,19,0,0,155,21,18,3,8,7,0,0,52,0,0,0,0,0,0,0,5,41,65,40,35,27,4,0,214
407021158,6,8,4,7,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,7,15,0,0,48,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,16,7,8,15,0,0,56,8,15,3,4,3,0,0,40,0,0,0,0,0,0,0,0,16,28,10,11,23,3,0,95
407021173,50,85,45,41,40,5,0,267,14,5,5,7,6,0,0,33,4,0,3,6,3,0,0,12,80,122,94,86,100,19,4,499,4,3,7,0,0,0,0,15,4,7,5,0,6,0,0,22,3,9,7,0,3,0,0,37,84,131,98,91,100,22,4,538,89,71,39,26,18,6,0,248,0,4,0,0,0,0,0,13,180,205,137,119,123,24,5,799
407021174,51,84,47,25,40,10,0,257,6,3,6,4,5,0,0,19,3,4,5,0,0,0,0,5,66,124,80,51,96,12,6,435,0,7,6,6,10,0,0,35,4,8,3,4,0,0,0,21,4,13,17,12,8,3,0,55,72,137,94,60,103,18,5,487,86,53,35,15,19,8,0,218,0,0,0,0,0,0,0,5,155,191,134,78,123,25,6,709
407031159,8,20,12,12,15,5,0,76,0,3,0,3,4,0,0,8,0,0,0,0,0,0,0,0,14,39,28,21,26,4,0,141,0,3,3,3,0,0,0,10,0,0,0,5,0,0,0,3,0,9,4,7,0,0,0,16,14,47,31,30,26,4,0,156,25,46,35,20,11,0,0,132,0,0,0,0,0,0,0,3,40,92,70,44,37,4,0,289
407031160,13,22,19,19,14,0,0,90,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,44,25,28,39,0,0,150,6,4,0,0,0,0,0,18,0,5,0,0,0,0,0,11,6,12,6,4,0,0,0,26,19,50,29,32,41,0,0,176,31,30,16,6,9,0,0,95,0,0,4,0,0,0,0,6,52,83,46,42,47,9,0,275
407031161,0,3,5,0,4,0,0,16,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,12,8,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,8,3,0,0,34,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,3,14,13,8,8,0,0,46
407031162,7,19,15,15,15,0,0,60,0,0,3,4,0,0,0,6,0,0,6,0,0,0,0,10,10,34,35,33,35,0,0,156,5,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,5,0,0,0,0,0,0,9,15,32,35,33,39,3,0,157,34,20,6,10,7,0,0,84,0,0,0,0,0,0,0,0,53,56,45,46,46,3,0,244
407031163,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,0,23,8,6,6,0,4,0,0,30,0,0,0,0,0,0,0,0,8,15,8,4,8,0,0,54
407031164,3,23,12,10,10,0,3,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,20,15,21,0,3,93,0,4,0,0,0,0,0,13,0,3,0,0,0,0,0,3,0,10,0,5,0,0,0,18,12,35,21,22,22,0,3,104,17,35,19,7,12,0,0,88,5,0,0,0,0,0,0,8,31,66,36,24,36,0,3,203
407031165,39,95,67,39,46,8,0,293,12,11,0,5,5,0,0,32,10,4,3,0,0,0,0,18,78,165,128,80,96,16,7,562,9,18,12,7,9,3,0,46,4,3,7,5,0,0,0,18,7,16,16,11,10,3,0,64,80,181,143,91,105,17,5,626,129,137,78,41,52,10,3,458,0,0,0,0,0,0,0,0,209,323,223,139,158,30,6,1084
407031166,7,6,13,8,7,3,0,48,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,3,9,19,23,14,10,7,0,85,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,3,0,0,0,0,0,0,4,13,22,23,12,14,7,0,95,16,4,7,3,0,0,0,35,0,0,0,0,0,0,0,0,26,27,28,21,18,7,0,126
407031167,18,28,17,10,18,0,0,101,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,8,20,39,32,23,41,3,0,162,0,0,0,0,0,0,0,3,8,7,4,6,0,0,0,17,8,7,4,3,3,0,0,21,29,47,36,24,45,3,0,183,34,27,20,10,5,0,0,99,0,0,0,0,0,0,0,0,64,75,55,41,50,5,0,284
407031168,11,15,12,3,5,0,0,43,0,3,0,0,0,0,0,7,0,5,0,0,0,0,0,8,16,27,17,17,26,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27,17,17,28,0,0,101,19,12,10,4,6,0,0,59,0,0,0,0,0,0,0,0,31,40,25,23,33,0,0,155
407031169,9,16,11,8,12,5,0,60,0,3,0,4,5,0,0,14,0,0,0,0,0,0,0,0,13,27,20,14,20,6,0,106,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,27,25,14,20,6,0,112,25,30,11,9,10,0,0,74,0,0,0,0,0,0,0,0,35,55,35,26,29,6,0,193
407031170,13,18,10,12,12,0,0,64,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,18,27,21,25,24,8,0,129,0,0,0,0,0,0,0,7,0,3,3,0,0,0,0,13,0,5,8,0,0,0,0,13,23,33,24,25,29,8,0,145,31,22,16,15,7,6,0,97,0,4,3,0,0,0,0,8,56,64,45,46,36,9,0,252
497979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501011001,19,32,19,9,7,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,43,33,17,20,5,0,132,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,44,35,17,20,5,0,139,3,10,6,5,3,0,0,25,0,0,0,0,0,0,0,9,23,59,40,20,19,0,0,169
501011003,9,39,38,26,31,3,0,145,0,0,5,0,0,0,0,7,0,3,0,0,0,0,0,6,13,65,61,44,63,5,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,65,62,45,63,5,0,252,4,18,9,7,7,0,0,53,0,0,0,0,0,0,0,6,21,85,77,54,69,5,0,310
501011004,20,57,57,26,33,4,0,191,0,4,11,3,4,0,0,20,0,3,0,3,0,0,0,11,33,76,88,59,70,4,0,333,0,5,0,0,0,0,0,9,0,3,0,0,3,0,0,3,0,3,3,0,3,0,0,11,33,78,87,62,75,4,0,338,17,20,10,3,7,3,0,61,0,0,0,0,0,0,0,3,48,101,104,69,80,4,0,401
501011293,12,44,41,19,25,0,0,142,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,85,61,37,59,4,0,267,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,6,0,4,3,0,0,0,0,11,20,87,63,37,62,4,0,275,38,40,20,15,16,0,0,133,0,3,0,0,0,0,0,9,59,130,88,56,78,4,4,416
501011294,43,109,88,69,67,7,0,386,3,7,0,3,0,0,0,25,0,0,0,0,0,0,0,0,62,153,148,132,144,11,3,656,0,4,3,0,0,0,0,7,0,0,0,3,0,0,0,13,0,5,8,5,3,0,0,18,66,158,157,139,142,11,3,674,65,56,23,24,22,0,0,194,0,6,0,0,0,0,0,6,124,222,181,166,164,10,0,871
501021005,48,76,53,62,56,4,0,308,10,3,13,3,0,0,0,25,3,0,0,0,4,0,0,12,82,146,114,102,139,13,0,599,0,0,5,5,0,0,0,16,4,17,5,4,0,0,0,32,5,14,16,6,0,0,0,49,84,161,125,109,148,13,0,651,92,92,40,18,20,5,0,276,4,0,0,0,0,0,0,4,178,253,170,131,169,19,0,931
501021007,9,27,24,21,9,3,0,88,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,7,11,39,39,27,19,9,0,147,0,3,0,10,4,0,0,15,0,0,0,0,0,0,0,0,0,3,3,9,4,0,0,20,11,43,45,36,23,7,0,167,22,24,10,13,11,0,0,81,0,0,0,0,0,0,0,0,39,70,51,50,31,5,0,247
501021008,14,21,24,18,14,7,0,104,5,6,6,0,0,0,0,14,4,0,0,0,0,0,0,4,31,56,41,30,39,5,0,206,0,0,0,0,0,0,0,0,7,5,3,0,0,0,0,17,8,5,10,0,0,0,0,19,35,57,47,34,39,5,0,221,72,61,42,27,22,3,3,226,0,0,0,0,0,0,0,6,111,115,88,58,64,8,3,452
501021009,10,30,22,16,19,0,0,99,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,7,16,46,33,31,34,5,0,174,0,11,4,0,0,0,0,18,0,6,4,3,7,0,0,20,0,9,7,8,9,0,0,33,23,56,42,39,44,5,0,209,63,66,30,24,23,0,3,211,0,0,0,0,0,0,0,0,85,130,72,65,63,8,3,423
501021010,5,13,9,6,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,15,4,14,0,0,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,7,20,15,8,14,0,0,61,8,12,4,5,4,0,0,28,0,0,0,0,0,0,0,0,16,26,24,12,16,0,0,89
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,23,54,36,29,36,8,0,186,8,0,0,0,0,0,0,12,0,3,0,0,0,0,0,3,61,99,74,59,74,10,3,376,0,10,5,4,0,0,0,17,0,4,3,0,3,0,0,11,4,8,7,3,0,0,0,30,59,107,83,65,73,8,3,406,43,43,26,11,18,0,0,133,3,0,0,0,0,0,0,4,104,150,108,71,95,13,3,544
501021014,10,26,26,14,23,0,0,99,0,0,4,0,0,0,0,7,0,0,4,0,0,0,0,3,14,50,52,33,34,4,0,191,4,0,0,0,0,0,0,5,4,8,0,3,0,0,0,14,6,12,0,3,0,0,0,19,23,61,50,39,40,4,0,207,32,30,16,9,10,0,0,98,0,0,0,0,0,0,0,0,52,86,70,45,41,4,0,303
501021015,17,38,26,14,19,4,0,110,4,3,0,3,3,0,0,10,3,4,0,0,0,0,0,7,25,58,53,33,35,7,0,215,0,5,4,3,3,0,0,11,0,3,4,9,7,0,0,17,3,11,7,5,5,0,0,29,27,69,59,39,41,7,0,245,52,43,29,11,18,6,0,147,0,0,0,0,0,0,0,0,79,117,87,56,57,9,0,397
501021016,3,4,8,7,11,0,0,30,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,4,17,19,11,16,3,0,78,0,5,0,0,0,0,0,8,7,4,4,0,0,0,0,11,3,4,8,0,0,0,0,21,8,21,23,12,19,3,0,93,14,13,8,8,4,0,0,50,0,0,0,0,0,0,0,3,21,35,29,26,27,5,0,143
