SA2_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
308031219,4,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,6,0,14,0,26,0,3,0,0,0,5,0,0,0,6,0,13,8,4,0,0,0,0,5,6,0,45,0,70,3,0,0,0,0,0,0,3,0,20,0,34,0,0,0,3,0,11,0,8,0,20,0,36,0,3,0,6,0,7,0,7,0,22,0,53,0,0,0,3,0,4,0,0,0,4,0,20,6,0,0,6,0,4,0,0,0,8,0,25,20,0,0,13,5,6,6,0,0,0,0,47,15,4,0,5,5,5,3,0,0,0,0,37,9,0,0,11,0,3,0,0,0,0,0,26,3,0,0,4,0,0,0,0,0,0,0,16,19,0,0,9,0,3,3,0
308031220,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,3,0,3,0,24,0,34,0,0,0,3,0,3,0,0,0,14,0,21,4,0,0,4,0,4,0,3,0,9,0,20,4,4,0,10,0,4,0,0,0,9,0,31,3,0,0,6,0,0,0,0,0,0,0,11,5,6,0,4,4,0,0,0,0,3,0,22,19,0,0,7,4,5,0,4,0,3,0,50,14,4,4,4,0,0,0,3,0,0,0,30,14,0,0,5,3,0,0,0,0,3,0,29,4,3,0,8,0,0,0,0,0,0,0,19,20,0,0,6,0,0,0,0
308031221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308031222,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,3,0,5,0,10,0,47,3,60,0,0,0,0,0,6,0,3,0,26,0,34,0,4,0,0,0,10,0,4,0,22,0,45,6,3,0,4,0,8,0,9,3,34,0,58,11,0,0,8,0,3,0,4,0,3,0,32,8,0,0,13,0,7,0,0,0,12,0,44,22,5,0,16,3,6,0,7,0,9,0,76,31,0,0,24,0,3,0,0,0,10,0,64,29,7,0,5,0,0,0,0,0,0,0,44,17,0,0,9,0,0,0,0,0,0,0,29,48,0,3,22,0,8,0,4
308031223,0,0,0,0,0,0,0,0,0,44,0,48,0,3,0,0,0,0,0,0,0,19,0,25,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,3,0,57,0,69,0,0,0,0,0,3,0,9,0,44,0,56,0,3,0,0,0,4,0,31,0,233,0,273,0,4,0,0,0,8,0,24,5,121,0,167,3,12,0,5,0,18,0,22,6,142,0,215,3,12,0,13,0,24,0,21,0,126,4,213,11,5,0,19,3,11,4,14,5,36,0,107,21,6,0,32,0,22,0,13,3,33,0,129,77,7,3,56,6,49,9,10,4,39,0,263,94,7,0,39,9,17,4,0,4,26,0,189,81,0,0,44,8,13,0,3,4,8,0,170,57,6,3,15,5,5,3,3,0,5,0,98,84,10,3,44,10,39,7,4
308041528,6,5,0,5,0,0,0,0,0,14,0,31,6,0,0,0,0,0,0,0,0,10,0,15,3,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,4,0,3,0,3,0,19,0,36,0,0,0,0,0,0,0,0,0,6,0,8,3,0,5,0,0,6,0,5,0,61,0,82,11,0,0,3,0,5,0,6,0,19,0,51,11,0,0,16,0,11,0,5,0,25,0,74,17,4,0,19,3,13,0,4,0,25,0,81,10,3,0,17,6,7,4,0,0,0,0,42,26,3,0,19,0,10,0,3,0,9,0,67,46,5,3,27,0,15,0,7,6,0,0,109,44,8,4,32,5,5,0,5,0,0,0,92,32,3,0,11,3,11,4,0,0,0,0,65,24,0,0,8,4,0,0,0,0,0,0,38,60,6,3,17,4,7,0,3
308041529,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,7,0,42,0,52,0,0,0,0,0,4,0,4,0,19,0,27,0,0,0,0,0,0,0,3,0,17,3,30,4,4,0,4,0,10,0,0,0,16,0,39,9,0,0,6,0,0,0,3,0,6,0,25,15,0,0,9,0,8,0,0,0,3,0,47,38,0,0,10,0,12,0,0,6,0,0,77,31,0,0,16,0,6,0,0,0,0,0,50,21,0,0,7,3,0,0,0,0,0,0,36,11,0,0,8,4,0,0,0,0,0,0,19,29,3,0,14,0,6,0,3
308051530,5,0,0,0,0,0,0,0,0,27,0,29,0,0,0,0,0,0,0,6,0,14,0,23,0,5,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,6,0,6,0,28,0,36,0,0,0,0,0,0,0,14,4,22,0,37,0,3,0,8,0,5,0,13,0,154,0,183,4,4,0,0,0,8,0,21,0,65,0,96,4,11,0,6,0,3,0,8,0,43,0,81,6,10,0,6,0,8,0,11,3,35,0,88,5,4,0,10,0,10,0,3,4,13,0,37,12,8,0,9,0,0,0,9,0,10,0,49,24,8,0,26,5,11,0,6,0,11,0,80,14,3,0,17,4,0,0,0,0,5,0,39,14,0,0,7,0,9,0,4,0,4,0,33,9,0,0,5,0,0,0,0,0,0,0,21,14,0,5,3,0,3,0,0
308051531,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,24,0,30,0,0,0,0,0,0,0,6,0,19,0,20,0,0,0,0,0,3,0,3,0,94,0,107,0,5,0,0,0,0,0,7,0,48,0,66,0,9,0,4,0,9,0,3,0,41,0,67,3,4,0,14,0,12,0,10,0,36,0,82,3,3,0,14,0,5,0,4,0,9,0,50,4,0,0,11,0,4,0,3,4,13,0,51,29,8,0,39,0,39,0,7,6,10,0,142,35,7,0,39,4,9,0,4,0,4,0,107,59,3,0,27,0,12,0,0,0,6,0,107,32,0,0,7,8,3,0,0,0,0,0,56,70,0,0,28,0,14,0,5
308051532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051533,0,0,0,0,0,0,0,0,0,24,0,21,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,17,0,23,0,0,0,0,0,0,0,6,0,16,0,20,0,0,0,0,0,3,0,11,0,82,0,100,0,0,0,0,0,0,0,4,0,48,0,61,0,0,0,6,0,11,3,12,0,40,0,74,7,10,0,7,0,12,0,12,0,35,0,89,5,4,0,14,0,25,0,6,3,7,0,63,10,4,0,15,0,12,0,10,0,9,0,57,62,11,3,37,3,48,4,8,3,11,0,190,63,3,0,37,4,5,4,3,0,0,0,126,52,5,0,35,9,29,0,0,0,0,0,131,39,0,3,21,9,5,3,0,4,0,0,77,69,5,0,13,0,18,0,0
308051534,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,6,0,5,0,13,0,0,0,0,0,4,0,6,0,52,0,66,0,0,0,0,0,3,0,6,0,20,0,32,0,0,0,0,0,10,0,5,0,19,0,39,0,5,0,11,0,10,0,3,0,18,0,54,6,3,0,8,0,7,0,5,0,7,0,25,5,0,0,5,0,11,0,0,0,4,0,28,21,3,0,12,0,21,0,8,0,0,0,64,31,0,0,13,0,0,3,0,0,0,0,53,14,0,0,9,3,4,0,3,0,0,0,35,12,0,0,5,0,0,0,0,0,0,0,23,29,0,0,13,3,8,0,0
308051535,0,0,0,0,0,0,0,0,0,24,0,28,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,4,0,30,0,38,0,0,0,0,0,5,0,4,5,23,0,37,0,0,0,0,0,7,5,13,0,112,0,138,0,0,0,4,0,6,0,7,4,50,0,69,0,3,0,6,0,18,0,13,0,57,0,100,3,4,0,8,0,22,4,5,0,44,0,93,4,6,0,15,0,12,0,3,0,12,0,51,15,0,0,12,0,22,0,9,0,14,0,78,38,0,0,37,5,34,3,0,4,13,0,144,50,0,4,38,5,7,7,0,0,8,0,122,53,0,0,15,5,5,0,0,3,3,0,90,36,0,3,11,0,3,0,0,0,0,0,57,66,0,6,12,9,14,0,0
308051536,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,4,0,24,0,32,0,0,0,0,0,0,0,10,0,19,0,26,0,0,0,0,0,8,0,4,0,16,0,27,0,0,0,0,0,4,0,3,0,21,0,34,0,0,0,4,0,11,0,0,0,4,0,20,0,0,0,4,0,0,0,0,0,5,0,8,10,0,0,19,0,21,0,0,0,0,0,52,15,0,0,9,4,0,0,0,0,0,0,35,19,0,0,0,3,3,0,0,4,0,0,31,11,0,0,0,0,0,0,0,0,0,0,12,23,0,0,12,0,3,0,0
308051537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308051538,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,20,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,7,0,45,0,53,0,3,0,0,0,0,0,5,0,21,0,29,0,4,0,0,0,8,0,6,4,18,0,41,0,10,0,8,0,0,0,6,0,24,0,44,0,0,0,8,0,8,0,4,0,3,0,27,8,0,0,14,6,0,0,0,0,3,0,32,25,0,4,22,0,23,4,0,3,4,0,91,34,0,0,17,0,8,0,0,0,0,0,65,20,0,0,10,0,4,0,0,0,0,0,50,18,0,0,9,0,0,0,0,0,0,0,34,28,0,3,12,3,6,0,0
308051539,0,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,6,0,12,0,0,0,0,0,3,0,3,0,56,0,64,0,0,0,0,0,3,0,3,0,18,0,27,0,0,0,5,0,6,0,0,0,29,0,44,0,6,0,9,0,5,0,0,0,12,0,34,0,3,0,8,0,4,0,3,0,0,0,23,0,0,0,8,0,4,0,0,0,0,0,19,22,0,0,17,0,19,0,3,0,0,0,64,24,0,0,15,3,3,0,0,0,0,0,53,13,0,0,5,0,4,0,0,0,4,0,34,11,0,0,0,0,0,0,0,0,0,0,15,18,0,0,13,3,10,0,0
309011224,0,0,0,0,0,0,0,4,0,20,0,27,0,0,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,18,0,0,0,0,0,0,0,3,0,10,0,21,0,0,0,0,0,5,0,4,0,63,0,69,0,0,0,0,0,4,0,6,0,39,0,54,4,3,0,0,0,3,0,6,4,34,0,59,3,9,0,8,0,9,3,8,4,45,0,85,0,12,0,7,0,3,3,3,0,13,0,48,8,3,0,14,0,7,0,10,0,20,0,57,27,11,0,23,6,15,0,10,3,28,0,121,31,5,0,11,9,0,0,3,0,8,0,71,16,3,0,18,3,5,0,0,0,7,0,56,14,0,0,9,0,0,0,0,0,8,0,38,62,7,0,28,6,13,4,14
309011225,0,0,0,0,0,0,0,0,0,17,0,21,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,29,0,0,0,0,0,4,0,6,0,4,0,16,0,0,0,0,0,0,0,10,3,76,0,90,0,3,0,0,0,6,0,5,0,52,0,63,0,6,0,5,0,5,3,10,0,43,0,76,4,17,0,16,0,10,0,10,0,52,0,107,10,9,0,13,0,4,9,4,0,11,0,54,12,9,0,13,0,4,0,5,3,21,0,71,53,15,3,28,11,15,4,5,6,33,0,164,33,4,0,24,0,3,0,5,0,16,0,99,42,0,0,17,3,5,0,6,5,4,0,96,31,3,0,13,0,0,0,0,0,9,0,46,61,8,3,28,5,19,0,8
309011226,0,0,0,0,0,0,0,0,0,34,0,38,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,30,0,33,0,0,0,0,0,0,0,0,0,25,0,29,0,0,0,0,0,0,0,7,3,172,0,190,0,7,0,6,0,8,0,19,4,91,0,135,0,8,0,6,0,9,0,25,0,90,0,142,3,7,0,10,0,12,5,15,4,75,0,136,6,8,0,22,0,8,3,7,0,26,0,76,8,8,0,8,4,5,5,3,5,28,0,85,47,14,3,42,4,18,3,6,9,30,0,170,50,8,5,29,6,6,0,6,0,17,0,124,38,0,0,17,3,10,0,0,0,4,0,75,24,4,0,14,5,0,0,0,0,0,0,50,65,11,3,19,3,9,0,5
309011227,0,0,0,0,0,0,0,0,0,35,0,32,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,8,0,11,0,0,0,0,0,0,0,0,4,31,0,36,0,0,0,0,0,0,0,5,0,10,0,22,0,6,0,0,0,0,0,7,4,83,0,99,0,4,0,4,3,0,3,10,7,50,0,92,3,18,0,10,3,10,3,8,0,56,0,120,6,26,4,24,4,11,10,15,0,61,0,164,5,22,3,22,5,15,8,10,4,34,0,130,25,16,0,43,7,9,3,7,3,34,0,149,99,31,4,75,16,26,8,21,0,41,0,322,82,13,8,54,11,8,6,3,0,19,0,204,54,4,4,36,3,9,0,7,5,25,0,155,46,11,0,10,5,3,7,5,0,11,0,93,111,25,3,47,4,33,0,22
309011228,0,0,0,0,0,0,0,0,0,30,0,33,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,23,0,30,0,0,0,0,0,0,0,7,0,19,0,28,0,0,0,0,0,3,0,8,3,123,0,138,3,0,0,3,0,4,3,15,9,58,3,93,5,20,0,3,0,19,3,16,0,69,0,128,0,13,0,10,4,15,0,26,4,59,0,130,0,9,0,12,5,10,5,5,0,22,0,74,8,10,0,17,4,12,0,5,0,26,0,93,62,16,0,39,12,16,8,12,3,26,0,197,43,15,0,19,8,8,0,4,0,15,0,113,42,5,0,18,0,12,0,0,0,9,0,95,33,5,0,9,5,3,5,0,0,5,0,58,67,7,0,26,8,4,0,5
309011229,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,10,0,14,0,4,0,0,0,0,0,10,0,7,0,21,0,0,0,0,0,0,0,0,0,44,0,56,0,6,0,0,0,4,0,7,0,41,0,56,0,7,0,3,0,8,5,8,0,23,0,45,0,10,3,10,3,7,0,5,0,31,0,68,4,0,4,13,0,5,0,6,4,10,0,45,4,5,3,20,0,0,3,0,0,7,0,55,43,10,0,31,5,12,0,13,0,9,0,128,34,4,0,20,5,4,4,6,0,0,0,86,39,6,0,9,3,3,3,0,0,5,0,71,23,0,0,6,3,0,0,0,0,0,0,35,61,6,0,26,0,10,4,3
309021230,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,20,0,23,0,0,0,0,0,0,0,6,0,13,0,25,0,3,0,0,0,0,0,0,0,64,0,66,0,5,0,0,0,0,3,15,0,42,0,64,0,11,0,3,0,12,3,12,0,44,0,90,0,23,0,9,0,6,4,8,0,47,0,106,5,11,0,11,5,6,0,7,0,14,0,59,9,9,0,22,5,8,3,3,0,18,0,74,23,7,0,25,11,17,4,5,4,24,0,118,34,6,0,26,6,7,4,3,0,16,0,106,11,7,0,8,4,5,0,0,4,8,0,46,16,0,0,5,0,3,0,0,0,3,0,31,41,3,0,11,3,19,0,10
309021231,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,3,3,12,0,17,0,3,0,0,0,0,0,9,0,81,0,100,0,4,0,0,0,8,4,10,0,55,0,82,0,7,0,3,0,14,0,22,3,46,0,97,0,18,0,15,4,12,4,4,6,61,0,123,9,9,0,17,0,16,7,4,3,13,0,74,15,8,0,22,3,11,0,3,3,25,0,89,48,12,0,45,13,16,7,17,3,37,0,191,40,3,0,40,3,11,3,11,0,13,0,121,32,3,3,32,0,9,0,3,0,0,0,99,36,0,0,10,5,3,3,4,0,5,0,69,53,5,0,28,7,14,0,5
309021232,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,27,0,29,0,0,0,0,0,3,0,3,0,8,0,16,0,3,0,0,0,3,0,9,4,100,0,118,0,6,0,0,0,8,0,17,0,50,0,81,0,10,0,6,0,3,0,18,0,55,0,94,0,9,0,13,0,11,6,12,0,33,0,93,7,6,0,6,0,8,0,0,0,15,0,44,8,4,0,10,0,8,6,3,0,11,0,47,25,6,0,39,5,9,5,3,0,22,0,120,27,4,0,30,7,3,0,0,0,5,0,82,29,0,0,12,0,0,0,0,0,4,0,50,23,0,0,4,0,6,0,6,0,6,0,38,28,3,0,20,3,8,0,0
309021233,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,35,0,38,0,0,0,0,0,0,0,3,3,29,0,34,0,5,0,0,0,4,0,5,0,144,0,165,0,3,0,3,0,4,0,14,0,84,0,102,0,5,0,0,0,6,0,19,3,73,5,122,7,6,0,11,5,14,3,20,3,68,4,134,0,7,0,11,0,5,3,0,0,21,0,53,10,3,0,13,0,11,0,0,0,21,0,71,36,7,0,37,3,14,3,14,6,19,0,145,30,11,4,27,9,7,5,4,0,6,0,93,30,6,0,17,0,0,3,3,0,4,0,66,16,0,0,8,0,3,0,0,0,0,0,33,39,0,0,16,0,6,0,4
