SA2_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
107011133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107011134,0,0,0,0,0,0,0,0,0,30,0,32,0,0,0,0,0,0,0,4,0,11,0,12,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,0,0,0,3,0,5,0,12,0,5,0,0,0,0,0,0,0,43,0,51,0,0,0,0,0,0,0,6,0,24,0,30,0,0,0,0,0,0,4,4,4,155,0,172,0,0,0,0,0,6,0,21,4,101,0,136,0,6,0,8,0,8,0,15,5,73,0,122,3,12,0,4,0,13,0,13,3,92,0,139,0,10,0,11,0,9,0,9,0,27,0,74,6,8,3,9,3,17,0,7,4,28,0,85,43,12,3,38,7,39,9,15,3,26,0,196,46,4,0,42,16,15,7,6,0,17,0,157,47,0,0,27,3,13,3,7,0,7,0,105,38,0,0,11,4,4,0,6,0,4,0,69,63,10,0,26,5,10,3,5
107011545,0,0,0,0,0,0,0,0,0,41,0,47,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,49,0,54,0,0,0,0,0,3,0,3,0,26,0,30,0,0,0,0,0,6,0,10,0,203,8,229,0,0,7,0,0,8,0,11,0,86,0,117,0,10,0,0,0,15,3,18,3,55,0,99,5,6,5,7,0,22,3,18,4,41,0,114,8,0,0,14,5,15,4,8,0,6,0,67,8,7,0,17,4,19,0,4,3,9,0,77,39,9,3,33,8,19,4,6,0,13,0,128,28,0,0,29,11,7,4,3,4,8,0,90,35,0,0,8,3,8,0,0,4,0,0,60,10,0,0,6,0,5,0,0,0,0,0,28,19,0,0,3,5,7,0,0
107011546,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,39,0,44,0,0,0,0,0,0,0,3,0,15,0,25,0,0,0,0,0,8,0,3,3,152,3,177,0,4,0,0,0,9,5,10,6,50,0,78,0,3,0,3,4,9,0,12,4,38,0,79,3,10,0,4,6,8,4,5,0,43,0,75,0,5,0,14,0,7,0,5,0,5,0,44,7,4,0,9,0,10,0,0,0,7,0,40,25,4,0,18,10,14,0,8,0,6,0,82,16,4,3,17,6,3,6,3,0,5,0,53,13,0,0,5,6,0,0,4,0,0,0,29,16,0,0,5,0,0,0,0,0,0,0,18,24,0,0,4,0,5,0,0
107011547,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,3,0,16,0,18,0,0,0,0,0,0,0,3,5,91,0,96,0,3,0,0,0,0,0,6,0,45,0,56,0,3,0,0,0,3,0,0,0,21,4,37,0,0,0,6,0,3,0,8,3,26,0,47,0,0,0,4,0,8,0,0,0,10,0,25,0,0,0,3,0,3,0,0,0,5,0,8,13,4,0,8,4,7,0,0,0,3,0,41,13,0,3,8,3,4,0,0,0,0,0,33,8,0,0,0,0,0,0,0,0,3,0,18,7,0,0,3,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,3
107021135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107031136,0,0,0,0,0,0,0,0,0,27,0,30,0,4,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,7,0,25,0,35,0,0,0,0,0,0,0,5,0,25,0,36,0,0,0,0,0,9,0,7,4,186,4,206,0,7,0,0,0,4,0,16,6,101,0,129,0,4,0,3,0,14,4,10,0,83,5,130,4,13,0,16,3,20,4,23,5,68,0,160,10,4,6,16,3,25,3,10,6,30,0,103,21,18,3,26,14,25,3,15,0,18,0,139,91,10,0,77,20,46,14,12,0,18,0,285,96,9,5,61,13,15,10,8,0,5,0,214,74,7,0,38,16,11,0,4,0,0,0,152,59,4,0,20,3,3,0,0,0,0,0,91,57,0,4,23,0,5,0,3
107031137,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,23,0,25,0,0,0,0,0,0,0,5,0,17,0,17,0,0,0,0,0,0,0,5,0,115,0,130,0,3,0,0,0,8,0,12,0,64,0,82,0,0,0,5,0,14,0,6,5,37,0,64,0,5,0,9,0,7,0,5,0,39,0,70,3,0,3,9,4,11,3,0,0,4,0,46,4,3,0,12,0,4,0,0,0,9,0,37,36,0,5,22,10,19,3,0,0,3,0,103,25,3,0,17,0,6,0,3,0,0,0,64,12,4,0,9,4,0,0,0,0,0,0,30,7,0,0,6,0,0,0,0,0,0,0,12,14,0,0,4,0,0,0,0
107031138,0,0,0,0,0,0,0,0,0,23,0,31,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,0,0,30,3,36,0,0,0,0,0,0,0,0,0,19,0,21,0,0,0,0,0,0,0,6,0,122,5,131,0,0,0,0,0,0,0,12,3,86,0,104,0,0,0,4,0,4,0,11,0,105,0,127,4,3,0,13,0,10,0,11,0,111,0,148,3,3,0,5,0,7,5,0,0,51,0,81,7,6,0,10,3,4,3,6,4,47,0,90,21,11,0,31,10,18,0,14,3,64,0,179,19,4,0,27,0,9,0,12,3,23,0,101,16,6,0,15,3,7,0,5,0,15,0,73,14,0,0,13,0,0,0,0,0,8,0,39,43,0,0,17,9,12,0,16
107031139,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,5,0,66,0,72,0,0,0,0,0,0,0,4,3,57,0,64,0,5,0,3,0,0,0,5,3,53,0,75,0,5,0,3,0,3,0,10,0,58,0,87,0,0,0,4,0,5,0,6,4,25,0,51,3,4,0,5,0,6,0,0,0,25,0,44,8,5,0,14,6,10,6,6,9,34,0,101,12,9,0,12,0,5,0,10,0,11,0,61,12,0,0,11,0,0,0,5,0,4,0,34,11,0,0,9,0,0,0,0,0,3,0,25,32,3,0,12,4,6,0,0
107031140,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,5,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,23,0,26,0,0,0,0,0,0,0,0,4,11,0,10,0,4,0,0,0,4,0,9,0,80,0,95,5,3,0,4,0,0,0,18,0,56,0,86,0,3,0,0,0,4,0,13,4,78,0,105,4,11,0,11,0,9,0,9,4,77,0,123,4,5,0,0,0,8,0,6,0,17,0,39,8,3,0,4,0,7,0,10,0,30,0,67,13,13,0,18,6,20,0,18,4,37,0,131,25,11,0,20,0,11,0,4,0,16,0,95,14,5,0,25,3,4,0,7,0,7,0,66,16,0,0,6,0,0,0,3,0,8,0,35,39,10,5,20,7,18,4,11
107031141,0,0,0,0,0,0,0,0,0,34,0,40,0,0,0,0,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,43,0,50,0,0,0,0,0,0,0,6,4,38,0,52,0,0,0,0,0,0,0,13,0,219,3,243,0,0,0,0,0,5,0,17,0,162,0,186,4,6,0,5,0,24,0,21,3,124,0,185,0,5,0,14,0,8,3,22,4,131,0,191,0,7,0,17,4,9,9,11,3,50,0,115,11,9,0,19,9,21,4,9,11,23,0,107,40,13,0,39,18,34,3,11,3,36,0,209,43,3,4,45,6,10,8,7,4,16,0,148,48,3,3,32,10,14,3,4,0,15,0,132,43,4,0,15,8,3,0,4,0,3,0,77,87,5,0,27,7,16,0,9
107031142,0,0,0,0,0,0,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,9,0,4,0,0,0,0,0,0,0,4,0,23,0,30,0,0,0,0,0,6,0,0,4,19,0,27,0,0,0,0,0,0,0,7,4,170,0,196,0,0,0,0,0,6,0,9,6,97,0,117,5,3,0,4,0,17,3,13,5,74,0,123,6,0,3,8,0,13,8,24,3,62,0,126,6,5,0,7,3,6,6,3,8,13,0,61,9,7,0,17,4,16,3,3,0,15,0,76,32,9,4,31,8,27,3,13,4,18,0,140,42,9,3,21,8,0,0,0,0,3,0,91,21,0,0,24,7,0,0,0,0,6,0,58,7,3,0,9,0,0,0,0,0,0,0,25,24,0,0,8,5,4,0,0
107031143,0,0,0,0,0,0,0,0,0,53,6,58,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,71,3,81,0,0,0,0,0,0,0,13,0,42,0,57,0,0,0,0,0,0,0,15,0,385,4,407,0,5,0,0,0,9,0,27,9,173,0,220,0,8,0,5,0,17,0,20,0,125,0,178,5,15,6,23,10,15,7,25,7,74,0,192,3,7,7,18,3,26,0,3,0,31,0,105,23,8,0,23,11,25,3,7,0,23,0,129,48,8,5,54,16,37,8,11,4,33,0,234,53,7,0,36,12,6,5,4,3,10,0,139,41,4,4,23,10,8,3,0,0,4,6,107,19,0,0,7,0,3,0,0,0,3,0,34,31,0,0,8,0,3,0,0
107041144,0,0,0,0,0,0,0,0,0,41,0,46,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,15,0,16,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,11,0,60,0,67,0,0,0,0,0,3,0,6,0,31,0,39,0,0,0,0,0,4,0,16,8,226,0,256,0,3,0,0,0,9,0,19,7,148,0,185,0,18,3,0,0,10,4,20,4,135,0,192,5,11,3,15,5,16,9,25,3,118,0,202,0,9,0,11,8,18,4,12,5,37,0,104,11,5,6,24,0,18,4,11,7,32,0,115,35,20,0,46,17,23,8,18,4,44,0,220,50,9,3,48,17,16,4,9,0,22,0,179,60,6,3,39,8,10,0,9,0,12,0,150,46,3,0,17,6,6,0,0,0,3,0,89,83,6,4,28,5,24,0,4
107041145,0,0,0,0,0,0,0,0,0,24,0,19,0,0,0,0,0,0,0,4,0,18,0,21,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,7,5,36,0,48,0,0,0,0,0,0,0,5,0,34,0,45,0,0,0,0,0,6,0,14,9,170,0,191,0,3,0,0,0,4,4,3,0,109,0,126,0,8,0,0,0,6,5,11,0,90,0,125,3,16,0,8,0,20,7,18,4,62,0,134,6,7,3,10,4,20,3,6,4,20,0,83,11,3,0,11,4,11,3,3,0,25,0,80,46,14,6,41,6,43,3,7,0,22,0,188,53,15,0,32,12,14,3,5,0,11,0,151,55,9,0,28,9,5,5,0,0,4,0,118,42,0,0,15,0,0,0,0,0,0,0,67,65,0,0,21,3,8,0,4
107041146,0,0,0,0,0,0,0,0,0,34,0,33,0,0,0,0,0,0,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,3,0,41,0,44,0,0,0,0,0,0,4,7,5,30,0,49,0,0,0,0,0,4,0,10,0,177,6,192,0,0,0,0,0,8,0,15,3,118,0,146,0,7,0,5,0,16,5,16,0,136,0,187,8,3,3,14,0,16,5,19,0,111,0,177,7,8,0,14,8,15,0,11,5,55,0,116,5,4,3,10,3,23,0,10,4,44,0,114,29,12,3,44,9,30,11,8,5,59,0,207,46,11,3,44,6,21,7,10,0,21,0,166,47,4,0,29,8,8,0,6,0,19,0,126,64,5,0,19,6,0,0,0,0,6,0,101,97,10,0,33,13,24,0,8
107041147,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,14,0,20,0,0,0,0,0,0,0,3,5,10,0,18,0,0,0,0,0,4,0,0,0,47,0,54,0,0,0,0,0,0,0,5,0,46,0,59,0,0,0,0,0,4,5,3,3,32,0,48,0,5,0,4,0,0,0,3,0,33,0,53,4,0,0,6,4,7,4,6,0,12,0,42,0,8,0,8,0,8,6,8,5,20,0,54,16,5,5,17,5,15,10,16,3,12,0,103,20,4,0,26,7,8,4,3,0,3,0,83,34,3,0,16,4,11,3,7,0,0,0,74,34,5,0,4,0,0,0,3,0,3,0,53,68,3,7,20,3,14,0,3
107041148,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,18,0,20,0,0,0,0,0,0,0,0,3,11,0,18,0,0,0,0,0,0,0,7,0,78,5,92,0,0,0,0,0,4,0,7,0,57,0,69,3,7,0,0,0,7,0,9,7,63,0,95,5,3,0,10,0,11,0,24,3,77,0,117,0,0,0,4,0,8,3,8,0,36,0,70,3,3,0,16,0,9,4,7,0,37,0,94,16,11,0,25,5,19,7,26,7,48,0,163,30,13,0,24,6,14,0,12,0,26,0,127,23,8,0,24,0,13,0,9,0,12,0,91,31,4,0,9,0,4,0,4,0,14,0,69,104,12,0,42,12,44,0,12
107041150,0,0,0,0,0,0,0,0,0,35,0,36,0,0,0,0,0,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,33,0,34,0,0,0,0,0,0,0,4,5,28,0,31,0,0,0,0,0,3,0,12,4,191,7,216,0,4,0,0,0,3,0,14,5,130,0,165,0,7,0,0,0,14,0,9,9,127,0,168,0,9,0,8,0,15,7,14,8,104,0,173,0,10,0,10,4,9,4,11,6,38,0,93,11,7,4,16,4,16,0,11,4,44,0,113,33,15,0,30,13,30,3,27,3,57,0,211,53,10,0,24,16,13,3,8,0,13,0,148,42,6,0,29,10,13,3,3,0,12,0,124,60,3,0,16,0,4,0,0,0,3,0,91,121,5,7,47,10,26,5,8
107041548,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,6,0,8,0,10,0,0,0,0,0,0,0,0,6,46,0,59,0,0,0,0,0,0,0,9,0,19,0,36,0,0,0,0,0,4,0,10,0,116,0,146,0,3,3,4,0,7,4,17,0,94,0,138,0,7,7,5,0,11,3,25,5,98,0,168,0,15,3,21,5,19,8,16,3,109,0,208,6,12,0,18,3,20,11,11,3,52,0,141,12,14,5,29,15,25,6,12,0,53,0,165,71,25,8,70,25,51,6,14,7,62,0,348,100,19,3,59,14,19,4,5,6,48,0,274,86,8,3,43,13,16,5,5,3,21,0,198,70,0,0,26,10,10,5,6,0,9,0,132,142,12,0,44,15,28,0,15
107041549,0,0,0,0,0,0,0,0,0,34,0,37,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,7,0,26,0,38,0,0,0,0,0,0,0,9,3,14,0,22,0,0,0,0,0,0,0,14,3,137,0,156,0,5,0,0,0,11,5,14,5,74,0,118,0,13,0,9,0,22,0,18,7,57,0,124,0,13,4,22,3,25,11,14,0,66,0,167,6,10,0,17,5,15,3,12,5,15,0,89,14,4,3,16,10,9,5,5,4,21,0,96,41,10,5,69,19,24,3,11,0,20,0,212,67,9,0,38,8,13,7,10,0,15,0,167,54,0,0,13,3,15,0,0,0,9,0,106,55,3,0,11,4,0,0,0,0,0,0,70,68,5,0,21,4,19,0,0
108011151,3,0,0,0,0,0,0,0,0,14,0,21,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,0,0,0,0,4,0,6,0,5,0,0,0,0,0,0,0,16,0,26,0,0,0,0,0,3,0,0,0,12,0,20,0,0,0,0,0,0,0,11,0,108,0,122,0,5,3,0,0,8,0,8,0,44,0,65,0,0,0,3,0,5,0,6,0,44,0,62,4,8,3,17,0,6,4,15,3,20,0,80,5,0,0,7,0,5,0,7,0,0,0,27,3,4,0,17,0,6,0,4,0,4,0,38,16,0,0,16,0,8,0,5,3,4,0,53,8,0,6,16,8,0,0,4,0,3,0,36,9,0,0,8,0,4,0,0,0,0,0,33,12,0,0,0,0,0,0,0,0,0,0,19,10,3,0,6,0,3,0,0
108011152,0,0,0,0,0,0,0,0,0,46,0,50,0,0,0,0,0,0,0,0,0,23,0,29,0,0,0,0,0,0,0,5,0,10,0,14,0,0,0,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,9,0,23,0,39,7,4,0,0,0,4,0,32,0,389,3,440,0,5,0,3,0,3,0,31,3,195,4,253,3,11,0,4,0,11,3,21,3,182,0,251,8,12,0,25,3,14,4,25,0,163,0,249,5,12,0,21,5,13,4,13,0,40,0,107,18,10,0,25,0,10,0,0,0,48,0,109,49,23,0,46,6,13,6,12,4,46,0,202,38,5,3,23,0,3,0,4,0,31,0,115,27,3,0,15,0,13,0,3,0,16,0,83,10,0,0,10,0,5,0,5,0,0,0,27,20,4,0,19,0,7,0,3
108011153,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,0,0,0,0,0,0,35,0,40,0,0,0,0,0,0,0,4,0,15,3,26,0,3,0,0,0,3,0,12,0,165,0,187,4,3,0,3,0,8,0,14,3,79,0,122,0,12,0,0,0,5,5,14,0,60,0,109,8,9,0,10,0,0,0,8,7,62,4,111,4,5,0,8,0,3,0,6,0,10,0,44,7,9,0,13,0,12,0,0,0,18,0,58,24,3,0,11,0,6,4,11,5,26,0,94,11,4,0,10,0,5,0,4,0,14,0,54,13,0,0,5,7,5,0,0,0,6,0,42,9,0,0,0,0,0,0,0,0,0,0,16,18,10,0,12,0,3,0,9
108011154,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,41,4,48,0,0,0,0,0,0,0,12,0,18,0,31,0,5,0,0,0,0,0,9,0,225,3,248,0,0,0,0,0,4,0,16,0,111,4,141,0,4,0,0,0,3,5,19,0,75,4,119,0,8,5,9,0,5,0,10,0,68,3,120,4,5,0,4,0,0,0,0,0,9,0,29,3,5,0,10,0,9,0,6,0,17,0,43,12,4,0,20,3,4,0,4,0,22,0,74,11,0,0,3,0,3,0,0,0,3,0,25,4,0,0,3,0,0,0,0,0,5,0,13,3,0,0,3,0,0,0,0,0,3,0,10,7,0,0,0,3,0,0,5
108021155,0,0,0,0,0,0,0,0,0,22,0,23,0,0,0,4,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,4,30,0,40,0,3,0,0,0,0,0,12,0,37,0,53,0,5,0,3,0,9,0,22,3,252,4,303,0,10,0,4,0,9,0,27,0,112,0,169,7,9,0,9,0,17,0,20,4,83,3,156,12,16,0,31,0,22,0,14,9,65,3,174,13,8,0,17,4,14,0,5,3,12,0,79,17,7,4,19,4,9,0,3,4,19,0,95,43,16,0,37,5,10,4,0,5,15,0,145,27,4,3,16,3,4,0,3,0,3,0,64,15,3,0,17,0,6,0,3,0,0,0,36,14,0,0,3,0,0,0,0,0,0,0,14,15,0,0,8,3,0,0,0
