SA2_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
214021378,1775,1795,3569,122,111,227,18,22,38,659,653,1308,13,10,23,0,7,8,7,3,9,0,6,3,0,0,0,3,0,6,0,0,0,708,699,1406,53,50,100,7,7,16,884,860,1742,237,241,480,2896,2895,5792
214021379,5859,6230,12087,1173,1253,2421,285,186,474,2316,2544,4863,329,159,488,43,24,72,152,89,242,34,21,53,40,27,66,23,18,42,0,0,0,3228,3068,6298,94,132,231,66,58,129,4559,4516,9080,760,751,1512,11179,11499,22680
214021381,5575,5863,11437,614,648,1265,88,91,180,1793,1962,3757,33,39,72,6,4,10,19,22,45,3,7,17,6,9,12,7,9,11,0,0,0,1951,2146,4092,194,233,429,24,23,46,2784,3046,5829,313,302,612,8671,9208,17884
214021382,5709,6087,11799,604,700,1305,68,79,152,2074,2363,4431,35,36,69,11,5,21,10,15,25,4,0,9,12,13,24,4,5,3,0,0,0,2221,2513,4731,160,182,333,24,27,49,3001,3417,6421,337,378,711,9051,9879,18935
214021383,4936,5028,9961,876,872,1746,56,62,115,2301,2350,4652,40,49,88,17,7,22,26,23,47,15,8,23,13,14,24,10,9,23,0,0,0,2470,2519,4995,181,176,360,53,39,98,3588,3608,7195,887,914,1801,9410,9549,18962
214021384,5463,6156,11622,1088,1262,2353,51,77,127,2498,2750,5253,63,83,145,12,15,28,26,27,48,17,8,24,13,8,20,11,5,13,0,0,0,2681,2975,5657,122,179,298,60,58,120,3959,4475,8429,908,1016,1926,10332,11646,21977
214021385,5356,5543,10906,677,712,1384,26,38,69,1798,2055,3847,41,21,60,3,10,15,15,18,30,6,5,5,11,4,9,0,0,7,0,0,0,1895,2143,4035,95,98,189,53,58,107,2716,3008,5725,370,410,779,8448,8960,17410
214021591,4097,4634,8732,359,360,722,39,49,92,1730,1921,3648,27,36,60,10,3,14,22,24,46,10,10,18,5,5,3,3,3,6,0,0,0,1841,2047,3893,103,97,203,37,46,86,2341,2555,4896,318,406,725,6759,7594,14353
214021592,2313,2862,5173,303,331,632,30,48,83,1439,1733,3169,29,40,66,9,8,16,20,12,33,0,3,5,3,3,8,0,3,3,0,0,0,1534,1850,3384,116,122,242,17,22,39,1974,2325,4295,312,449,759,4593,5635,10232
215011386,2036,2066,4099,589,659,1251,19,32,55,475,543,1021,14,24,33,14,25,36,9,8,26,3,0,13,6,7,18,0,0,0,0,0,0,548,652,1197,125,118,246,22,23,46,1288,1454,2733,988,256,1244,4306,3771,8079
215011387,1008,937,1942,74,66,134,16,15,31,283,251,537,14,13,29,3,11,15,5,6,13,3,4,5,5,6,6,0,0,3,0,0,0,334,307,643,10,22,40,3,5,12,423,403,826,157,126,284,1582,1471,3054
215011388,4404,4621,9023,1493,1617,3111,56,57,117,955,1065,2013,48,60,107,68,83,152,17,19,34,11,4,16,17,13,33,0,0,6,0,0,0,1175,1301,2469,125,150,272,50,49,100,2843,3110,5950,488,509,989,7729,8240,15968
215011389,1180,1076,2258,66,49,117,8,0,7,290,266,555,13,8,17,13,6,19,7,8,14,0,3,4,4,9,10,0,3,5,0,0,0,330,300,630,11,20,30,6,0,8,409,375,785,139,140,281,1729,1584,3323
215011390,2146,2098,4239,350,384,735,46,44,83,356,338,694,23,20,42,49,60,111,10,12,28,0,4,5,4,7,11,0,5,4,0,0,0,488,491,978,42,48,88,12,13,24,894,936,1830,262,256,524,3297,3288,6592
215011391,1088,1064,2148,140,159,296,17,18,29,184,198,386,10,13,27,7,11,16,4,7,8,5,0,3,0,4,4,0,0,0,0,0,0,224,243,467,16,14,26,6,8,17,383,424,806,160,167,324,1629,1654,3281
215011392,2382,2359,4740,511,496,1003,18,25,43,482,499,982,15,26,40,32,37,72,17,16,30,5,10,11,7,4,10,0,0,0,0,0,0,582,617,1199,133,133,265,22,18,43,1248,1255,2504,452,398,850,4077,4012,8094
215011393,827,781,1609,113,98,211,18,19,35,141,139,283,6,11,17,36,46,79,4,8,12,0,5,3,4,4,5,0,0,0,0,0,0,205,221,425,17,23,44,9,3,9,338,344,684,162,151,310,1323,1284,2607
215011394,2084,1980,4067,264,267,528,24,30,55,362,382,743,23,27,47,23,14,33,11,11,20,0,3,3,10,16,20,0,0,0,0,0,0,453,477,929,22,31,48,19,18,35,757,792,1549,293,309,597,3139,3080,6217
215021395,2264,2174,4434,197,208,409,61,62,125,641,683,1325,21,31,53,41,35,75,3,6,15,4,0,5,5,10,17,3,0,4,0,0,0,778,838,1616,57,57,111,18,18,38,1054,1122,2168,333,324,651,3646,3609,7257
215021396,1428,1386,2815,161,172,336,59,63,124,350,366,718,13,8,27,23,22,51,7,13,23,0,5,7,6,5,9,0,0,0,0,0,0,469,485,955,23,15,37,11,10,23,667,682,1346,265,269,532,2358,2335,4696
215021398,1184,984,2171,163,152,312,29,21,50,202,197,398,14,15,36,33,31,64,0,0,4,0,0,0,0,8,9,0,0,0,0,0,0,291,269,557,36,28,63,8,7,14,493,449,944,234,190,421,1917,1621,3539
215021399,1759,1707,3470,242,256,502,49,65,116,422,440,859,16,16,31,26,30,54,9,12,13,3,0,3,8,8,15,0,0,0,0,0,0,524,568,1095,84,63,148,12,15,24,868,906,1775,319,248,570,2947,2865,5812
215021469,4104,4416,8525,888,974,1863,246,300,551,1332,1395,2729,78,96,172,118,130,246,28,36,62,5,11,11,24,29,51,16,10,21,0,0,0,1837,2009,3849,536,517,1051,94,65,162,3352,3565,6924,773,785,1557,8236,8769,17003
215021470,3646,4073,7723,667,797,1459,242,247,487,1474,1675,3156,66,87,154,132,146,279,21,35,59,10,8,24,24,20,39,0,8,10,0,0,0,1974,2228,4198,343,360,700,50,45,98,3031,3430,6460,617,608,1224,7293,8109,15405
215031400,1951,1812,3761,286,298,580,28,32,55,345,335,677,21,25,48,13,9,22,7,11,17,0,0,5,0,0,3,0,0,0,0,0,0,418,411,830,54,53,110,21,15,34,779,770,1551,309,273,587,3038,2854,5893
215031401,2064,1958,4026,290,310,597,75,69,141,423,426,849,20,15,38,10,10,19,3,4,10,3,9,10,11,14,21,0,0,0,0,0,0,553,542,1089,29,44,76,15,11,24,880,910,1787,322,287,615,3276,3156,6425
215031402,1071,1145,2216,218,237,459,34,45,82,254,274,533,19,12,31,12,9,19,0,4,5,0,8,6,8,4,11,0,0,4,0,0,0,327,370,693,7,8,25,10,12,15,566,622,1188,175,183,362,1805,1952,3761
215031403,958,942,1899,171,153,327,34,33,67,81,87,169,6,3,15,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,133,259,306,220,526,9,9,17,616,514,1132,255,235,487,1823,1690,3514
215031404,2789,3080,5874,791,854,1643,105,116,216,534,635,1172,30,40,66,25,20,49,19,19,36,5,10,15,11,11,29,0,0,0,0,0,0,732,850,1581,259,271,533,24,28,52,1804,2007,3814,364,390,757,4963,5475,10436
215031405,2063,1758,3823,208,178,387,46,40,83,369,389,754,12,14,22,12,17,27,14,7,17,6,3,12,10,3,14,5,5,5,0,0,0,464,471,935,162,110,274,26,11,38,862,778,1635,388,303,693,3314,2836,6156
216011406,3948,4283,8231,944,1017,1963,272,313,587,1144,1283,2426,43,56,94,10,12,28,26,22,56,10,12,21,17,24,39,4,9,9,0,0,0,1526,1730,3256,130,154,281,44,48,89,2637,2953,5589,504,503,1007,7091,7738,14827
216011407,3259,3270,6526,678,725,1401,72,72,144,645,645,1285,54,43,93,3,9,10,10,10,21,3,9,13,10,6,23,0,0,0,0,0,0,801,792,1590,62,69,132,25,23,50,1567,1606,3179,410,410,818,5231,5288,10526
216011408,1240,1096,2335,98,112,212,42,47,91,312,327,639,11,15,25,9,0,7,7,6,10,4,0,4,6,3,9,0,0,0,0,0,0,385,405,788,13,8,17,9,5,9,503,524,1028,196,186,381,1936,1808,3744
216011409,1191,1223,2411,149,161,309,36,52,87,270,323,596,7,13,23,3,4,7,3,4,8,3,8,3,7,3,10,0,0,0,0,0,0,341,403,744,12,18,31,5,3,12,512,588,1100,169,170,333,1872,1980,3848
216011410,1289,1179,2475,105,112,221,15,18,35,349,367,719,16,7,31,0,0,4,0,3,4,3,3,12,0,4,3,0,0,0,0,0,0,398,405,801,31,33,58,5,10,14,541,557,1099,236,196,433,2067,1938,4002
216021411,1617,1663,3278,429,432,861,121,145,267,443,398,844,26,32,55,4,0,8,11,10,21,5,3,6,5,0,9,3,0,4,0,0,0,611,594,1207,121,111,227,29,15,41,1178,1147,2328,289,247,537,3089,3060,6152
216021412,853,804,1656,58,44,108,42,45,89,263,271,532,9,16,23,3,0,3,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,328,335,662,14,14,23,5,6,8,411,394,804,138,108,251,1402,1307,2705
216021413,3621,3504,7124,788,831,1618,105,124,227,711,714,1420,45,56,100,6,4,10,17,12,32,11,9,21,7,12,24,0,6,9,0,0,0,904,939,1839,87,92,176,28,26,54,1804,1891,3689,570,538,1104,5992,5928,11920
216021414,2135,2222,4362,567,620,1185,179,214,399,743,796,1535,27,31,68,7,11,16,4,8,12,6,3,10,3,8,10,4,8,10,0,0,0,984,1070,2062,35,36,77,14,18,33,1593,1751,3353,268,284,552,3999,4257,8256
216031415,2185,2274,4455,318,347,657,44,37,83,669,770,1442,42,36,75,0,3,6,4,5,10,7,11,17,3,4,8,0,0,0,0,0,0,772,867,1634,73,110,180,37,29,69,1195,1348,2546,465,407,872,3843,4025,7871
216031416,4768,4827,9594,1075,1174,2253,103,128,230,1752,1952,3704,85,61,145,10,22,35,25,28,53,12,9,22,22,22,46,6,6,20,0,0,0,2008,2237,4243,442,533,978,59,63,125,3595,4005,7598,733,771,1504,9089,9607,18696
216031418,1349,1209,2555,51,49,102,19,28,46,366,354,718,5,10,8,3,6,10,10,3,10,0,6,6,3,0,5,0,0,3,0,0,0,400,398,800,22,25,51,4,0,5,485,479,959,181,144,327,2013,1825,3840
216031419,2971,2814,5785,514,508,1017,44,58,95,784,797,1580,33,35,67,13,10,23,10,16,23,6,9,15,11,10,21,4,7,3,0,0,0,896,940,1835,58,76,125,20,16,37,1479,1535,3015,640,393,1033,5094,4744,9837
216031593,2356,2375,4729,238,253,491,42,38,72,1171,1273,2443,35,32,68,10,3,16,3,6,15,0,8,6,6,11,21,4,0,0,0,0,0,1275,1373,2646,112,126,236,13,18,33,1637,1774,3407,163,163,325,4149,4311,8467
216031594,3966,4086,8045,714,681,1403,97,121,218,1333,1451,2787,46,51,101,18,21,39,15,11,32,18,16,34,10,7,22,6,0,6,0,0,0,1549,1677,3230,540,570,1112,93,110,203,2896,3050,5950,706,724,1431,7571,7852,15427
217011420,2740,2596,5331,375,390,762,29,26,54,557,582,1139,39,30,73,84,109,194,20,21,44,5,13,15,6,6,12,0,3,5,0,0,0,748,782,1527,44,47,96,19,18,38,1186,1237,2425,394,375,768,4321,4208,8525
217011421,2686,2852,5536,762,897,1663,42,47,90,629,711,1334,48,59,112,42,49,88,22,18,35,11,11,19,7,9,14,0,4,5,0,0,0,802,898,1698,61,83,149,41,19,57,1667,1900,3567,307,356,662,4660,5109,9771
217011422,2970,2984,5955,929,960,1885,51,59,114,669,759,1423,48,67,115,59,81,139,23,35,58,8,14,21,11,18,31,6,4,3,0,0,0,872,1026,1903,68,81,146,40,35,80,1909,2098,4009,393,362,756,5264,5451,10717
217011423,2044,1910,3950,231,226,460,22,27,53,389,420,805,24,35,56,38,40,81,18,14,33,4,4,13,12,9,26,0,4,4,0,0,0,511,545,1063,28,32,62,18,16,30,792,825,1613,219,215,434,3055,2945,5999
217031471,986,1061,2051,181,188,372,7,8,13,243,278,526,10,14,22,8,5,13,8,6,17,3,4,11,0,0,6,0,0,0,0,0,0,284,315,601,21,19,42,11,7,16,497,536,1030,139,124,265,1621,1721,3342
217031472,3410,3598,7005,1005,1017,2017,20,44,68,731,820,1554,36,35,66,17,19,38,12,10,22,11,4,18,16,15,25,0,0,0,0,0,0,837,945,1787,221,195,419,37,31,75,2102,2190,4292,394,373,768,5902,6167,12062
217031473,1798,1629,3430,174,142,314,13,13,29,529,558,1089,9,19,31,8,5,14,3,0,6,0,0,4,0,0,0,0,0,0,0,0,0,563,599,1159,23,27,53,9,5,22,777,771,1546,226,193,415,2794,2596,5390
217031474,1596,1576,3170,209,198,406,22,23,43,407,440,844,12,14,20,5,4,20,9,10,20,7,5,15,5,3,6,0,0,3,0,0,0,476,501,973,26,32,57,18,21,38,733,753,1484,261,238,495,2588,2565,5152
217031475,2182,2068,4254,411,392,808,15,22,41,475,483,954,16,13,30,10,8,13,9,7,16,5,3,18,0,0,3,0,0,0,0,0,0,530,543,1073,49,48,97,19,10,31,1009,993,2006,297,268,568,3490,3335,6827
217031476,1039,1018,2054,171,187,362,18,18,31,400,387,786,10,15,26,0,0,4,6,4,14,0,6,3,4,3,10,4,0,5,0,0,0,446,433,879,44,49,91,5,5,8,670,676,1347,240,220,458,1949,1909,3863
217041477,2164,2046,4216,190,220,413,21,32,51,567,608,1179,18,27,47,16,20,34,10,18,28,12,3,17,3,0,3,0,0,0,0,0,0,651,711,1359,32,54,83,7,11,14,879,992,1872,277,236,516,3325,3273,6604
217041478,2825,2841,5663,507,567,1074,27,42,70,798,870,1673,19,28,47,21,18,38,20,24,39,13,11,17,9,12,16,4,0,11,0,0,0,912,1003,1914,49,52,105,27,23,51,1494,1647,3143,337,361,696,4659,4848,9503
217041479,5760,6214,11972,1353,1532,2894,58,72,131,1848,2072,3923,70,78,143,50,58,114,37,36,70,11,18,35,12,16,22,3,4,10,0,0,0,2100,2349,4444,229,222,454,83,59,138,3760,4173,7929,611,666,1277,10133,11054,21187
217041480,3412,3689,7096,490,544,1038,39,48,91,1268,1493,2764,51,46,96,29,39,66,32,29,57,6,11,18,13,16,31,4,0,10,0,0,0,1446,1687,3134,261,232,490,47,38,88,2242,2496,4738,431,436,865,6085,6619,12705
297979799,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,7,0,9,24,3,27,36,6,38
299999499,538,340,876,170,99,264,102,82,184,1346,1306,2654,96,103,199,42,26,62,34,37,70,21,13,34,14,15,30,6,8,17,0,0,0,1660,1586,3243,283,285,568,58,39,95,2171,2008,4180,2241,1381,3624,4945,3734,8678
301011001,4710,4750,9461,379,432,813,96,108,204,35,42,81,1919,1939,3853,8,9,20,15,13,35,4,8,15,10,8,19,5,7,11,0,0,0,2098,2142,4239,106,150,254,71,57,126,2655,2776,5436,299,340,637,7668,7866,15533
301011002,2353,2304,4664,84,75,158,31,25,52,11,14,23,891,909,1803,3,5,10,5,5,11,0,0,0,8,6,11,0,0,0,0,0,0,950,965,1907,79,87,160,30,25,52,1130,1158,2284,121,105,223,3607,3565,7172
301011003,4198,4346,8544,336,355,688,113,131,247,52,49,102,1833,1841,3678,13,5,24,8,7,18,0,12,12,7,3,11,5,7,18,0,0,0,2041,2069,4113,163,196,360,52,45,102,2596,2673,5269,285,356,642,7078,7377,14454
301011004,5091,5219,10312,404,435,843,108,116,225,47,58,108,2003,2293,4300,12,16,27,19,28,50,0,4,6,9,11,15,8,0,8,0,0,0,2209,2531,4740,197,221,412,84,60,142,2894,3243,6134,380,357,737,8368,8816,17188
301011005,948,949,1894,49,60,111,45,44,89,14,24,40,598,647,1242,10,6,10,8,4,17,4,3,5,3,0,7,0,7,7,0,0,0,679,735,1416,23,39,67,11,10,21,761,849,1604,78,74,151,1786,1868,3650
301011006,3209,3310,6520,286,320,608,137,151,287,67,74,140,1401,1533,2933,18,15,33,18,19,33,8,7,11,15,8,21,11,6,22,0,0,0,1664,1813,3476,166,182,347,43,39,86,2164,2350,4513,167,179,347,5533,5845,11381
301021007,3444,3970,7409,542,653,1193,226,251,480,86,100,181,2086,2322,4406,20,19,37,26,24,55,11,11,24,7,8,16,8,11,24,0,0,0,2476,2740,5219,242,297,540,47,52,101,3312,3740,7053,401,507,907,7153,8215,15368
301021008,1530,1680,3213,109,117,229,99,99,206,42,31,71,907,1009,1919,5,8,10,5,8,13,3,0,3,10,8,16,5,8,12,0,0,0,1078,1167,2246,111,117,227,17,15,33,1316,1415,2734,81,86,165,2928,3184,6117
301021009,4126,4106,8238,765,740,1501,236,281,517,102,90,192,2367,2605,4975,26,36,65,31,35,65,7,9,14,11,21,32,6,9,17,0,0,0,2793,3074,5866,154,157,308,85,65,149,3794,4039,7831,335,304,640,8259,8452,16709
301021011,2458,2387,4847,99,111,207,75,62,131,31,46,73,1010,1049,2058,5,8,17,15,19,33,3,3,10,0,0,0,5,9,12,0,0,0,1140,1194,2336,63,72,127,40,31,74,1342,1406,2745,104,68,172,3906,3862,7765
301021012,4041,4153,8190,613,707,1323,229,237,464,77,104,186,3119,3288,6416,17,20,39,34,40,78,20,12,29,15,19,35,12,18,30,0,0,0,3523,3740,7265,266,264,530,93,73,159,4501,4780,9279,278,269,550,8820,9204,18023
301021013,3893,4391,8282,435,538,971,162,200,368,57,72,130,1672,1958,3630,14,7,20,28,22,49,17,11,27,20,18,37,11,9,18,0,0,0,1974,2302,4280,101,118,217,46,47,92,2552,3004,5563,304,323,624,6749,7714,14466
301021550,593,507,1098,127,124,253,16,20,35,3,7,8,181,190,372,0,0,3,5,0,6,0,0,0,0,4,4,0,0,0,0,0,0,213,219,429,23,20,39,6,13,15,360,373,734,127,112,237,1086,983,2073
301021551,1899,1816,3714,411,403,816,246,264,503,93,95,189,908,918,1820,16,18,34,14,20,33,8,20,32,9,18,31,11,0,15,0,0,0,1309,1351,2656,71,102,172,37,28,66,1830,1889,3714,474,413,889,4203,4113,8316
301031014,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,8,0,8
301031015,1990,2094,4078,186,182,372,92,102,193,71,64,134,940,977,1916,10,12,28,15,16,32,5,3,11,7,9,15,9,9,21,0,0,0,1156,1203,2352,160,153,317,21,27,54,1524,1563,3087,184,171,358,3702,3827,7527
301031016,3205,3393,6599,202,222,424,101,115,217,71,71,142,1368,1570,2939,7,9,16,27,18,45,6,4,12,15,10,19,24,19,44,0,0,0,1619,1819,3436,146,152,302,35,44,82,2002,2243,4244,149,169,324,5360,5806,11165
301031017,1025,1044,2062,55,74,134,39,48,85,31,29,56,779,822,1604,0,3,4,7,4,10,3,6,9,5,10,18,4,7,14,0,0,0,871,929,1798,112,114,228,30,24,55,1064,1145,2213,118,77,192,2204,2261,4469
301031018,2346,2495,4844,101,114,217,54,71,131,22,19,41,1149,1197,2342,6,3,3,13,11,24,4,6,5,15,13,25,4,5,8,0,0,0,1254,1320,2574,112,137,255,36,19,57,1511,1597,3103,149,154,301,4004,4241,8246
301031019,2316,2495,4815,298,275,575,71,94,167,45,46,84,1160,1256,2413,17,14,26,12,9,21,4,0,7,8,14,22,6,7,16,0,0,0,1319,1435,2758,180,191,370,32,39,67,1830,1937,3761,81,97,178,4225,4529,8755
301031020,3454,3530,6984,443,438,881,167,199,370,94,90,183,1839,2023,3860,12,7,18,34,29,61,18,15,36,16,15,33,11,15,28,0,0,0,2193,2391,4583,235,262,497,62,54,111,2930,3150,6077,324,327,656,6716,7005,13722
301031021,3663,3983,7650,409,462,880,137,139,277,60,71,130,2046,2135,4184,14,22,42,13,23,33,10,5,21,11,14,28,13,15,30,0,0,0,2308,2430,4742,229,239,468,73,54,130,3030,3184,6216,359,411,766,7049,7581,14629
302011022,2123,2127,4255,111,113,226,51,40,87,29,21,44,1007,1046,2050,6,3,7,3,0,6,3,7,10,11,7,14,5,0,7,0,0,0,1106,1131,2236,133,127,267,32,28,61,1383,1406,2788,135,120,253,3643,3651,7293
302011023,2532,2714,5242,141,162,305,83,91,176,51,57,103,1548,1645,3186,16,17,31,19,22,39,0,3,6,10,5,13,15,18,34,0,0,0,1745,1852,3596,248,236,482,27,21,46,2165,2267,4430,115,128,238,4809,5105,9915
302011024,2268,2641,4906,121,124,245,69,92,161,55,63,125,1319,1480,2799,9,6,18,15,12,25,10,13,20,12,15,31,7,11,26,0,0,0,1508,1699,3208,222,259,488,44,24,70,1902,2107,4002,180,185,371,4348,4937,9282
302011025,2124,2323,4454,163,156,320,102,126,228,74,71,146,1542,1716,3258,22,19,40,34,36,64,11,14,25,15,13,25,22,14,37,0,0,0,1828,2004,3825,200,228,426,53,49,101,2243,2434,4678,117,107,227,4489,4873,9354
302011026,2137,2298,4436,79,88,172,96,82,175,38,54,97,882,986,1872,23,22,45,15,14,31,0,5,4,12,19,34,17,20,33,0,0,0,1084,1195,2285,123,165,290,41,20,65,1341,1474,2811,86,80,170,3564,3845,7412
302021027,3293,3705,6999,188,207,392,109,132,245,59,62,119,1616,1666,3285,5,14,18,36,27,60,4,19,20,13,9,21,12,16,28,0,0,0,1862,1938,3800,187,225,411,42,37,73,2277,2398,4678,289,283,570,5850,6392,12248
302021028,1477,1841,3324,221,254,473,136,135,271,65,83,148,1994,2282,4283,21,21,42,36,31,66,11,12,28,26,23,58,13,20,31,0,0,0,2300,2619,4922,511,629,1138,69,55,124,3104,3558,6658,404,506,909,4987,5902,10886
302021029,1738,1876,3618,89,84,170,64,60,124,34,20,56,826,865,1686,7,6,13,19,17,35,4,5,12,5,5,3,0,6,6,0,0,0,955,980,1937,120,145,263,31,28,54,1190,1242,2427,106,75,185,3034,3189,6232
302021030,1234,1269,2503,51,46,90,35,27,63,16,12,26,573,600,1178,4,8,12,4,8,18,0,0,0,8,8,18,3,4,11,0,0,0,645,670,1314,51,49,102,29,23,46,771,784,1557,86,102,193,2091,2153,4246
302021031,3275,3361,6636,331,346,677,134,156,293,103,85,184,2068,2287,4352,11,15,25,26,25,52,4,5,10,16,19,30,18,19,38,0,0,0,2372,2610,4985,313,370,686,60,52,109,3074,3382,6453,274,224,499,6617,6969,13590
302021032,1461,1579,3034,84,87,174,65,62,132,45,43,83,1066,1113,2176,6,14,18,28,25,51,4,0,5,17,12,30,6,12,16,0,0,0,1240,1285,2519,138,147,290,34,17,50,1496,1541,3035,224,199,423,3179,3307,6484
302021033,1910,2034,3943,67,91,157,41,50,91,25,22,47,896,936,1835,3,3,9,6,15,23,4,3,6,6,7,12,16,16,29,0,0,0,999,1056,2058,82,92,174,35,35,67,1187,1271,2460,142,157,295,3232,3465,6702
302021034,2582,2776,5361,177,221,401,86,89,175,46,50,101,1380,1403,2784,19,14,35,22,31,46,4,0,4,9,11,21,6,5,18,0,0,0,1573,1608,3184,161,163,323,40,24,58,1950,2017,3966,132,124,256,4657,4919,9578
302031035,2495,2617,5115,135,138,271,82,66,152,41,41,79,1365,1229,2599,13,10,22,11,5,24,3,0,6,9,5,14,4,3,10,0,0,0,1526,1370,2895,169,187,355,35,34,67,1866,1720,3587,184,148,337,4541,4493,9038
302031036,9,7,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,0,4,0,0,0,7,6,5,105,3,111,115,13,125
302031037,196,183,377,28,21,44,38,49,90,19,21,37,505,581,1079,4,6,10,14,9,23,4,0,4,6,0,6,4,4,11,0,0,0,580,678,1258,79,101,179,6,9,21,691,813,1503,66,59,127,950,1051,2008
302031038,1614,1617,3231,114,108,222,54,53,100,22,21,46,1081,1072,2153,7,10,21,7,4,15,5,0,0,6,10,19,4,14,21,0,0,0,1188,1187,2381,195,215,412,38,36,74,1532,1551,3090,139,122,260,3292,3289,6580
302031039,2711,2712,5422,327,317,646,120,124,246,58,65,118,1284,1296,2582,13,12,29,17,16,34,7,9,19,18,19,34,9,8,18,0,0,0,1530,1547,3077,173,206,376,43,50,89,2078,2118,4194,204,197,401,4988,5025,10017
302031040,2210,2270,4481,373,406,778,178,179,361,87,96,185,2305,2403,4709,17,30,44,30,31,56,15,10,31,18,19,37,24,28,55,0,0,0,2673,2793,5464,518,644,1157,82,77,162,3645,3916,7561,368,277,637,6219,6461,12682
302041041,4759,4899,9654,476,490,959,87,99,192,41,45,81,1966,2074,4039,21,21,45,21,10,35,9,14,21,8,10,21,5,13,17,0,0,0,2160,2286,4447,345,340,686,67,63,132,3042,3188,6227,258,231,490,8053,8315,16370
302041042,2634,2742,5377,282,298,582,77,81,158,41,50,89,1028,1143,2169,9,12,21,18,13,29,6,3,10,11,23,29,12,7,18,0,0,0,1194,1330,2528,102,106,206,45,29,77,1626,1760,3391,181,151,332,4447,4651,9098
302041043,994,1035,2026,69,75,141,25,24,45,19,17,37,514,492,1010,0,4,0,8,11,22,3,7,9,0,0,0,10,8,14,0,0,0,577,562,1142,24,29,53,24,18,43,691,691,1379,97,82,184,1789,1806,3593
302041044,1866,1969,3833,170,168,336,70,84,149,42,43,88,723,818,1536,10,12,21,15,7,21,3,0,9,13,12,23,11,6,21,0,0,0,875,981,1855,64,79,149,24,14,33,1134,1247,2377,161,182,349,3161,3397,6555
302041045,2733,3192,5924,393,430,829,91,100,197,51,66,111,2002,2353,4356,24,26,51,17,20,39,8,6,17,22,15,37,8,6,15,0,0,0,2222,2602,4827,404,497,902,62,43,102,3093,3573,6663,210,298,509,6034,7058,13096
