SA2_CODE_2021,Sme_Usl_ad_1_yr_ago_as_2021_M,Sme_Usl_ad_1_yr_ago_as_2021_F,Sme_Usl_ad_1_yr_ago_as_2021_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
116021631,3770,3706,7473,61,72,138,835,872,1705,13,7,23,8,9,18,0,5,5,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,862,899,1761,33,34,65,9,8,20,968,1007,1981,178,172,353,4914,4883,9803
116021632,8243,8303,16542,317,327,646,2896,3074,5972,32,34,66,24,12,36,7,0,6,13,6,14,5,4,4,0,5,3,4,8,10,0,0,0,2977,3141,6112,132,153,285,22,17,40,3445,3635,7082,515,514,1026,12199,12457,24655
116021633,4858,4989,9843,58,59,116,647,618,1264,5,10,18,0,0,5,5,5,9,3,0,4,0,0,3,0,0,5,0,3,3,0,0,0,662,647,1312,42,36,82,11,7,20,778,748,1529,1408,130,1540,7037,5867,12909
116031313,7029,7347,14373,127,137,264,599,678,1277,10,4,14,15,24,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,711,1344,44,37,84,19,11,33,823,897,1718,1043,1156,2200,8890,9402,18292
116031314,3515,3601,7119,44,65,110,321,308,628,5,5,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,312,640,19,14,37,10,13,17,407,401,807,176,169,351,4098,4179,8276
116031315,9051,9124,18175,174,178,359,710,740,1449,3,13,18,8,13,22,0,5,5,3,10,12,0,0,0,0,0,0,0,0,0,0,0,0,728,773,1504,38,42,79,21,19,38,964,1017,1980,502,511,1014,10517,10654,21172
116031316,8100,8592,16694,253,276,523,824,921,1747,8,11,13,7,10,16,3,3,8,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,854,944,1797,29,28,60,40,39,76,1168,1289,2461,1049,1033,2083,10315,10922,21236
116031317,8916,9141,18055,362,372,740,862,887,1748,31,26,53,13,18,30,7,3,11,4,3,5,4,4,7,0,0,0,5,3,13,0,0,0,923,945,1869,60,83,146,36,15,57,1388,1421,2803,865,862,1729,11168,11424,22593
116031318,4,3,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,3,3,0,4,8,5,12
116031319,9373,9592,18970,233,235,473,705,765,1468,9,5,21,16,21,34,4,4,12,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,738,800,1539,62,64,122,17,17,33,1057,1116,2168,609,767,1376,11035,11477,22512
117011320,121,144,268,3,0,4,58,75,131,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,75,136,5,5,12,0,0,0,66,81,149,37,44,82,229,270,502
117011321,4958,4990,9950,288,255,545,652,769,1422,10,16,32,17,25,36,0,4,4,4,0,6,0,0,0,5,0,5,0,4,0,0,0,5,692,816,1510,23,43,63,15,4,24,1015,1126,2134,350,336,691,6322,6451,12774
117011323,5129,5313,10441,262,262,515,1155,1193,2344,16,17,31,18,17,34,4,4,6,9,12,24,0,0,0,0,0,0,4,12,23,0,0,0,1203,1254,2454,94,71,162,28,13,41,1586,1597,3176,442,468,911,7156,7383,14535
117011324,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6
117011325,4,3,3,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,6,0,4,9,0,7,13,6,19
117011634,3548,3634,7178,154,146,295,391,370,762,11,9,26,5,9,17,0,0,0,0,0,4,0,0,0,0,0,0,3,4,6,0,0,0,417,388,807,37,52,88,13,6,18,626,590,1212,240,211,453,4411,4429,8842
117011635,6874,6647,13522,917,908,1829,2093,1964,4064,61,51,116,38,45,88,12,13,20,16,12,30,4,5,13,3,4,10,18,17,36,0,0,0,2253,2110,4367,160,171,335,80,55,129,3419,3237,6652,594,514,1113,10886,10399,21285
117021327,7102,7249,14351,326,363,696,1605,1617,3226,47,44,94,40,33,69,0,3,8,12,14,28,9,8,17,0,0,5,20,10,32,0,0,0,1723,1733,3462,87,91,180,26,17,39,2163,2208,4374,561,431,991,9826,9895,19719
117021328,3140,2974,6117,108,97,207,685,682,1367,9,7,17,13,4,17,0,0,6,0,0,7,0,0,0,0,0,0,5,0,7,0,0,0,715,706,1423,43,45,93,10,12,27,881,862,1742,164,140,301,4190,3973,8155
117021636,4651,4745,9393,116,134,259,826,869,1694,25,30,59,9,13,26,4,4,0,7,10,15,3,0,3,0,0,4,4,5,16,0,0,0,882,927,1812,43,55,105,33,18,50,1076,1142,2219,301,258,560,6025,6144,12175
117021637,5238,5603,10840,179,191,373,962,1017,1974,25,23,46,10,17,25,0,3,3,7,4,12,9,6,12,4,0,7,10,12,20,0,0,0,1021,1076,2095,70,68,135,29,27,55,1299,1360,2655,341,306,645,6883,7265,14144
117031329,3938,2803,6739,229,155,387,1105,939,2043,56,38,96,49,41,86,11,9,29,24,12,38,4,0,6,6,4,9,13,19,34,0,0,0,1262,1069,2333,133,98,230,22,11,35,1652,1332,2983,525,300,821,6110,4433,10544
117031330,6366,5785,12154,559,575,1136,2043,2013,4060,78,61,136,45,67,111,11,12,23,20,24,44,0,5,4,4,0,4,20,24,46,0,0,0,2214,2209,4424,168,163,331,26,15,40,2961,2968,5932,438,366,800,9767,9124,18886
117031331,6514,6974,13490,533,584,1113,1648,1725,3372,64,75,142,53,67,119,17,19,40,14,16,27,9,3,8,6,5,10,17,20,36,0,0,0,1831,1926,3756,172,188,359,18,31,53,2552,2732,5283,670,610,1282,9739,10312,20050
117031333,6227,5286,11515,647,544,1191,1362,1310,2668,86,77,169,78,74,150,29,22,48,35,23,59,3,5,7,6,8,14,27,17,44,0,0,0,1621,1536,3163,198,187,382,46,34,71,2506,2304,4810,977,784,1757,9711,8371,18082
117031336,5744,3997,9741,510,351,851,1659,1301,2958,111,99,210,76,64,140,29,21,52,34,33,63,0,6,3,6,0,11,14,16,35,0,0,0,1932,1542,3473,226,169,393,39,29,69,2699,2084,4789,722,485,1208,9167,6572,15732
117031638,2568,2375,4944,136,151,286,952,1006,1960,45,52,94,37,33,73,15,17,28,11,18,31,5,10,21,4,3,7,26,39,64,0,0,0,1096,1187,2283,161,160,315,13,9,27,1408,1503,2906,232,181,408,4209,4058,8263
117031639,1993,1859,3853,245,279,528,1109,1104,2219,41,44,82,37,31,70,8,6,13,11,19,32,3,3,7,0,3,3,14,19,32,0,0,0,1226,1244,2465,120,118,235,21,24,40,1613,1657,3266,331,308,642,3926,3830,7756
117031640,5016,4703,9720,288,332,616,1459,1529,2989,43,49,87,35,38,77,9,8,18,10,11,24,3,3,0,3,3,7,26,22,48,0,0,0,1582,1669,3250,118,94,210,30,25,51,2008,2121,4129,380,313,696,7402,7137,14542
117031641,4105,4142,8249,420,455,875,987,886,1870,61,40,101,46,39,87,9,8,11,19,12,29,0,5,6,3,4,11,18,13,27,0,0,0,1147,1000,2145,149,162,307,23,16,38,1732,1633,3363,481,429,915,6321,6201,12522
117031642,4720,3932,8657,288,259,550,1368,1257,2627,52,60,115,35,34,72,16,19,28,14,18,31,3,0,5,0,0,3,12,16,22,0,0,0,1512,1402,2916,133,106,239,35,21,49,1968,1787,3756,648,492,1137,7332,6208,13542
117031643,3911,3870,7781,321,293,612,1291,1304,2598,42,38,78,28,42,70,12,15,28,5,8,15,0,0,3,5,3,3,10,13,15,0,0,0,1397,1417,2817,87,81,167,39,27,70,1849,1815,3664,339,298,635,6105,5987,12087
117031644,2501,2298,4797,228,204,430,775,662,1439,74,41,116,35,30,67,14,10,21,25,12,40,0,0,0,0,6,6,19,16,39,0,0,0,943,788,1731,185,168,350,19,10,24,1377,1172,2539,340,273,612,4211,3738,7956
117031645,5473,5555,11031,1038,1232,2272,1990,1792,3784,98,85,181,85,74,156,17,21,41,14,17,29,3,0,4,8,9,15,12,12,26,0,0,0,2229,2011,4240,371,348,715,69,78,141,3713,3665,7376,730,682,1409,9912,9901,19812
117031646,2060,1960,4023,236,250,489,944,898,1845,46,58,100,39,36,74,8,16,27,18,16,31,0,0,0,5,0,4,10,16,23,0,0,0,1068,1041,2108,98,96,187,21,13,36,1414,1398,2818,274,250,520,3748,3614,7362
117031647,5303,4502,9802,454,369,831,1726,1575,3302,79,67,145,62,74,130,15,16,35,29,14,41,5,10,12,3,5,4,15,14,26,0,0,0,1931,1769,3701,165,146,312,42,33,78,2597,2325,4922,843,630,1469,8746,7450,16192
117031648,3474,3277,6746,386,352,743,1861,1741,3598,77,72,145,66,62,129,22,12,33,12,16,26,0,0,0,9,0,12,8,17,24,0,0,0,2051,1925,3976,176,152,330,29,36,65,2642,2472,5111,290,306,599,6403,6056,12459
118011339,6582,6901,13486,452,432,879,1223,1404,2623,44,74,116,45,48,96,8,8,16,14,17,30,4,3,5,0,0,0,10,11,24,0,0,0,1342,1571,2912,162,153,310,30,28,62,1988,2176,4163,558,590,1148,9126,9671,18800
118011340,7098,7151,14251,691,781,1476,1212,1376,2588,75,82,157,57,58,118,5,6,11,23,16,39,0,0,0,4,4,7,16,9,20,0,0,0,1385,1554,2936,224,258,478,37,31,71,2334,2623,4960,598,615,1214,10029,10393,20424
118011341,5898,6455,12349,366,403,770,1222,1333,2554,40,23,63,36,52,81,7,10,18,6,8,16,0,0,0,3,4,4,8,3,16,0,0,0,1319,1439,2751,155,181,336,40,17,63,1882,2039,3918,574,668,1242,8355,9161,17512
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011344,4249,4527,8777,186,170,353,550,618,1165,18,25,44,9,13,19,0,0,8,0,4,0,0,0,0,0,0,0,8,8,10,0,0,0,583,671,1252,68,76,142,9,12,16,835,928,1761,213,250,459,5293,5704,11006
118011345,5109,5381,10486,320,399,715,935,1120,2063,56,60,116,36,40,79,17,27,44,22,13,38,5,3,6,4,0,0,15,15,30,0,0,0,1090,1287,2380,132,176,303,23,14,37,1566,1877,3439,332,366,695,7002,7619,14624
118011346,4489,5008,9497,136,158,291,513,557,1072,17,9,31,21,15,36,4,10,14,10,15,24,0,0,0,3,0,3,9,11,17,16,0,21,599,616,1210,73,85,161,8,3,9,814,856,1670,321,335,658,5624,6206,11823
118011347,2495,3006,5503,75,103,180,461,589,1048,17,12,33,12,18,35,3,6,14,3,10,13,0,0,0,0,0,3,8,7,14,0,0,0,503,649,1159,52,61,113,20,4,26,649,819,1472,171,231,407,3314,4067,7385
118011649,5207,5669,10874,220,241,458,817,1035,1854,16,31,50,23,30,55,5,3,15,5,3,11,0,0,0,0,0,0,8,8,11,0,0,0,884,1116,1995,112,129,241,25,10,36,1236,1496,2730,306,359,669,6751,7526,14277
118011650,3267,3939,7211,132,173,309,630,769,1397,23,21,51,18,25,38,6,3,9,9,11,14,0,0,0,0,0,0,9,5,11,0,0,0,689,834,1524,88,120,209,3,13,20,918,1143,2056,256,337,593,4440,5422,9859
118021564,3925,3987,7912,247,218,468,1017,1028,2048,56,45,101,45,51,91,22,21,41,21,24,44,8,5,10,3,0,6,26,31,61,0,0,3,1195,1204,2397,131,109,234,22,16,35,1591,1541,3138,344,311,657,5865,5847,11712
118021565,4698,4565,9261,350,311,663,1259,1224,2484,31,41,73,31,33,61,8,7,18,6,8,19,0,0,4,0,4,4,6,17,22,0,0,0,1353,1338,2694,119,107,230,28,15,39,1850,1777,3629,322,267,595,6874,6610,13481
118021566,3721,4011,7734,75,74,152,526,528,1048,20,20,31,12,12,21,0,0,0,4,0,7,0,0,0,0,0,0,3,0,5,0,0,0,566,558,1123,63,48,113,18,12,29,725,696,1421,248,296,552,4699,5003,9703
118021567,4057,4460,8520,105,111,215,598,663,1260,11,14,25,15,20,32,0,0,0,5,0,8,0,0,0,0,0,4,9,4,12,0,0,0,640,705,1350,61,54,112,21,8,32,825,878,1701,354,373,724,5231,5710,10944
118021568,3668,3845,7514,114,135,249,697,720,1417,11,14,28,9,13,23,5,3,4,0,6,8,0,0,0,0,0,0,4,5,6,0,0,0,731,763,1494,68,69,127,20,7,28,930,971,1903,155,166,322,4748,4992,9739
118021569,5486,6138,11625,266,322,582,1090,1272,2358,37,52,93,29,42,68,10,4,9,11,16,22,3,0,8,6,0,11,7,10,16,0,0,0,1185,1405,2586,96,129,225,14,9,24,1557,1856,3415,426,516,941,7479,8506,15985
118021570,4162,4648,8810,168,205,368,963,1129,2093,40,45,88,47,47,93,14,15,28,15,18,35,4,5,9,6,5,4,29,33,53,0,0,4,1116,1285,2400,141,132,269,19,21,40,1445,1640,3081,346,347,697,5950,6636,12591
118021651,6766,7409,14168,407,518,929,1179,1426,2602,60,77,141,40,50,85,3,14,16,7,16,28,0,0,0,3,10,14,10,21,34,0,0,0,1309,1611,2918,148,209,362,32,30,62,1892,2371,4261,412,436,853,9069,10210,19285
118021652,3750,3960,7705,106,114,222,413,411,822,5,10,15,10,8,20,0,0,0,4,0,4,0,0,0,0,0,0,9,0,13,0,0,0,438,437,876,50,43,96,9,15,23,605,609,1215,1307,286,1596,5661,4857,10517
118021653,5319,5728,11051,171,145,314,539,533,1072,4,0,4,4,7,10,3,0,3,5,0,6,0,0,0,0,0,0,0,0,4,0,0,0,551,547,1098,29,30,57,10,11,15,762,734,1493,343,387,732,6429,6849,13277
118021654,2142,2394,4531,17,26,46,251,282,531,5,7,17,7,12,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,265,304,571,27,22,43,6,4,10,315,357,667,168,190,356,2627,2936,5560
119011354,9512,9771,19276,222,197,420,772,714,1486,10,8,18,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,727,1517,60,49,110,23,22,40,1084,998,2086,1108,1062,2168,11703,11831,23537
119011355,563,592,1153,14,8,25,92,78,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,82,170,5,7,17,0,0,0,108,100,208,33,42,77,704,736,1441
119011356,5262,5232,10495,105,111,209,424,435,857,3,8,9,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,447,874,41,42,82,8,9,20,586,603,1184,463,448,910,6312,6286,12593
119011358,7040,7395,14436,125,119,246,729,717,1438,11,8,21,5,6,9,4,0,9,0,5,5,0,0,0,3,5,0,0,3,3,0,0,0,756,736,1488,30,28,60,7,12,18,922,892,1813,396,380,766,8356,8661,17020
119011360,7070,7442,14513,135,130,263,762,794,1560,13,8,21,5,3,9,7,3,12,0,3,0,0,0,5,3,3,10,0,3,0,0,0,0,801,822,1621,44,42,83,16,17,35,994,1008,2002,425,522,947,8486,8973,17455
119011361,9164,9221,18384,192,179,374,815,860,1675,6,3,11,8,4,20,0,0,0,3,3,4,0,0,0,3,4,10,4,0,4,0,0,0,835,881,1717,62,88,143,40,14,59,1132,1163,2294,750,724,1471,11036,11108,22148
119011571,6413,6668,13078,239,272,505,837,786,1626,24,10,29,14,17,32,7,3,5,5,0,0,0,0,0,0,0,0,3,0,4,0,0,0,875,816,1697,92,126,215,21,15,33,1227,1225,2454,529,613,1142,8169,8507,16675
119011572,6831,6900,13728,261,288,543,1056,970,2032,21,13,38,8,9,13,8,10,17,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,1093,1010,2107,105,114,216,20,28,46,1474,1437,2913,772,750,1524,9078,9085,18170
119011655,5972,6062,12039,113,111,221,509,478,983,9,6,17,7,8,15,0,0,3,4,3,5,0,0,0,0,0,0,5,0,5,0,0,0,532,493,1022,40,21,64,12,20,32,698,649,1348,541,531,1071,7213,7240,14455
119011656,5527,5622,11149,100,96,204,419,451,872,3,0,3,0,6,6,5,0,5,0,0,0,3,0,7,0,0,0,0,0,4,0,0,0,430,463,891,46,39,87,16,12,24,590,616,1207,442,469,907,6562,6699,13259
119011657,4791,4855,9649,65,62,123,472,467,936,9,5,12,0,4,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,485,479,960,22,24,41,6,3,12,573,565,1141,194,201,397,5559,5621,11184
119011658,6625,7102,13724,131,134,264,578,615,1194,13,7,22,8,6,6,3,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,603,639,1243,22,27,49,5,4,18,760,803,1570,248,255,503,7630,8160,15793
119021362,8026,8150,16173,245,251,500,900,835,1729,13,11,26,6,6,18,0,0,0,3,0,3,0,0,0,0,3,5,0,4,5,0,0,0,927,862,1781,65,60,124,15,16,28,1248,1184,2437,771,726,1494,10039,10057,20102
119021366,9010,8579,17594,220,181,406,818,701,1522,26,15,35,8,7,17,3,3,7,10,3,19,0,0,0,0,0,0,3,0,6,0,0,0,872,736,1610,95,72,162,32,16,48,1218,1012,2223,766,728,1490,10987,10317,21304
119021367,6029,6120,12152,114,111,223,589,626,1217,0,0,5,3,6,9,0,0,3,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,605,638,1245,39,37,76,8,3,13,770,789,1556,343,356,697,7141,7261,14404
119021573,6795,5807,12595,704,430,1137,628,497,1126,31,12,38,19,12,23,0,0,4,6,8,6,0,0,0,3,3,9,6,10,11,0,0,0,687,536,1224,118,141,258,31,5,35,1540,1112,2655,855,691,1549,9188,7616,16798
119021574,3986,3673,7657,222,159,376,544,379,925,19,18,33,3,5,14,6,5,14,0,0,0,0,0,0,6,3,7,0,0,3,0,0,0,578,424,1000,54,62,119,16,10,24,876,644,1521,435,351,788,5299,4668,9970
119021659,4747,4394,9144,269,236,505,656,659,1311,14,10,24,9,0,10,8,0,7,0,0,0,0,3,8,0,0,3,6,4,10,0,0,0,686,687,1373,59,58,118,22,5,25,1033,986,2024,369,277,640,6149,5659,11801
119021660,3378,3178,6555,229,193,418,510,416,920,5,6,16,5,3,10,6,0,6,3,0,4,6,4,9,0,0,0,4,4,5,0,0,0,533,428,962,47,33,86,13,14,23,821,669,1490,495,438,928,4691,4287,8972
119021661,4515,4647,9167,143,147,290,743,767,1511,17,6,27,7,9,17,6,8,10,0,6,6,0,0,3,0,0,0,0,0,6,0,0,0,778,804,1583,47,56,102,10,8,17,978,1018,1995,431,475,900,5921,6138,12060
119021662,7650,7843,15493,134,166,298,578,554,1134,3,11,14,3,4,4,3,0,3,0,3,4,0,0,0,0,0,3,6,0,8,0,0,0,602,571,1174,50,43,97,5,5,13,799,788,1586,328,380,705,8772,9012,17783
119021663,2657,2756,5412,27,25,48,236,196,428,4,7,7,0,6,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,240,208,442,16,18,33,0,0,3,284,246,539,123,136,264,3068,3147,6214
119031370,5587,5900,11485,122,131,251,613,582,1194,4,7,13,4,0,6,0,0,7,0,5,7,0,0,0,0,0,3,0,0,0,0,0,0,627,598,1224,41,41,80,20,23,47,811,792,1603,282,295,577,6678,6990,13669
119031371,5337,5472,10809,125,122,248,507,505,1013,6,11,19,6,5,7,0,0,0,4,0,3,0,0,0,0,0,0,0,4,5,0,0,0,524,525,1056,27,24,50,16,3,20,693,682,1375,140,175,317,6172,6334,12503
119031372,8359,8753,17115,142,155,292,684,731,1416,4,5,18,11,12,19,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,709,759,1463,40,61,97,18,13,28,905,978,1888,479,538,1015,9744,10277,20019
119031373,4494,4654,9152,169,147,317,556,515,1069,9,3,9,7,7,10,7,6,11,0,3,0,0,0,0,0,0,0,5,0,6,0,0,0,585,533,1117,56,59,113,13,8,21,825,742,1568,388,387,772,5708,5785,11490
119031374,9944,10369,20319,445,401,843,1267,1227,2496,19,10,23,19,10,25,7,3,10,0,0,0,0,4,3,0,4,5,0,7,7,0,0,0,1312,1267,2580,129,99,227,38,29,67,1924,1794,3718,494,502,997,12360,12666,25028
119031664,4016,4130,8147,401,385,782,1128,1024,2151,13,12,23,10,11,18,8,10,17,5,3,8,5,10,11,6,6,4,5,5,7,0,0,0,1175,1066,2244,92,105,194,29,21,50,1701,1572,3273,267,249,513,5985,5946,11939
119031665,4887,5016,9909,107,98,210,614,562,1173,12,13,21,3,3,9,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,640,586,1223,61,49,108,22,5,28,827,746,1572,237,301,536,5955,6062,12014
119031666,5948,6242,12189,171,197,365,675,683,1360,9,5,15,3,15,16,3,9,10,4,0,8,0,4,4,0,0,4,5,0,3,0,0,0,701,711,1409,39,34,77,8,12,23,917,957,1875,230,272,506,7093,7477,14569
119031667,3591,3776,7367,146,147,297,523,516,1039,6,3,11,0,0,0,0,0,0,0,3,5,0,3,3,0,0,0,0,0,0,0,0,0,534,526,1068,36,37,72,15,9,23,732,720,1449,249,336,588,4575,4831,9410
119041377,5413,5686,11108,89,83,180,476,517,992,8,14,17,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,495,538,1033,26,31,60,12,4,16,628,661,1286,235,227,463,6281,6571,12854
119041378,4420,4542,8965,330,302,630,1033,1022,2057,12,24,37,19,14,26,7,10,19,0,0,0,8,5,12,3,7,3,4,6,6,0,0,0,1084,1080,2164,79,79,156,33,13,46,1523,1475,2999,414,483,897,6356,6504,12856
119041379,6329,6540,12872,253,237,486,911,845,1759,17,11,29,6,5,11,0,5,6,0,0,0,0,0,0,5,0,5,0,5,3,0,0,0,944,877,1822,50,79,126,14,4,17,1261,1196,2459,356,346,702,7947,8086,16032
119041380,5468,5795,11263,171,196,372,555,590,1149,7,3,10,12,8,24,0,0,3,0,0,4,0,0,0,0,0,0,4,3,5,0,0,0,582,609,1183,34,44,86,13,15,30,804,866,1665,400,445,841,6674,7099,13777
119041381,7404,7258,14655,655,467,1120,1217,1137,2358,17,10,24,7,20,31,5,4,8,4,3,5,0,0,9,5,0,3,6,0,5,0,0,0,1264,1183,2447,133,124,264,32,26,64,2088,1800,3888,560,487,1047,10055,9542,19596
119041382,6518,7213,13732,193,221,411,601,642,1239,8,17,24,3,14,20,0,0,0,4,0,7,0,0,0,3,0,4,0,3,3,0,0,0,621,667,1289,49,43,89,9,9,20,864,946,1809,433,491,926,7818,8654,16469
119041668,6086,6055,12133,237,217,453,1109,1127,2235,24,18,45,10,17,28,8,4,10,5,3,5,0,0,0,3,0,3,5,3,8,0,0,0,1167,1169,2332,71,78,148,20,19,40,1489,1483,2973,714,549,1258,8289,8084,16370
119041669,4151,4289,8439,58,63,115,365,384,751,0,0,5,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,393,766,24,22,47,7,5,12,461,478,943,298,316,621,4914,5089,10002
119041670,6274,6387,12660,265,229,494,784,782,1570,8,9,15,15,16,23,0,0,0,6,3,9,5,3,8,3,0,3,4,0,3,0,0,0,815,812,1628,51,61,112,26,17,42,1158,1115,2277,370,328,701,7799,7831,15634
119041671,3037,2993,6030,454,411,862,1349,1276,2626,44,26,70,16,17,27,8,0,12,0,8,9,4,0,9,0,0,0,7,12,21,0,0,0,1434,1344,2773,119,125,244,24,32,59,2038,1901,3939,311,301,613,5386,5197,10586
120011383,9164,10044,19214,379,425,803,899,941,1837,15,21,41,21,15,38,3,4,8,6,3,8,0,4,4,3,0,5,3,6,7,0,0,0,947,1004,1954,67,78,142,18,16,37,1412,1520,2932,359,399,753,10934,11969,22903
120011385,7032,7763,14794,268,263,534,871,918,1788,17,23,40,24,25,51,0,3,3,0,4,4,0,0,0,0,3,0,0,7,3,0,0,0,912,984,1897,79,97,177,13,5,18,1274,1350,2618,327,421,743,8625,9532,18160
120011386,8049,8976,17023,342,408,749,822,925,1743,14,17,31,11,13,25,7,11,12,3,0,6,0,0,0,0,0,0,4,4,7,0,0,0,853,967,1823,66,65,135,13,7,23,1269,1454,2726,390,529,926,9713,10961,20672
120011672,4985,5125,10114,167,155,328,705,716,1420,51,25,78,18,21,37,0,3,3,4,0,8,6,0,7,0,4,6,4,5,12,0,0,0,784,783,1568,53,50,109,11,10,27,1027,1002,2024,347,250,599,6360,6379,12733
120011673,3253,3468,6724,435,490,922,1249,1342,2589,43,50,97,17,17,41,7,4,10,7,5,16,0,4,12,0,0,0,13,11,27,0,0,0,1346,1434,2784,162,172,329,22,23,42,1965,2116,4079,215,247,459,5433,5832,11268
120021387,5867,6350,12224,378,394,769,627,703,1335,30,42,74,28,26,48,4,0,9,4,14,15,0,0,4,0,4,4,10,10,18,0,0,0,705,798,1503,137,102,245,14,11,29,1229,1308,2545,314,301,613,7411,7967,15378
120021389,5090,5556,10651,235,255,495,771,859,1632,19,22,36,19,21,41,7,4,16,3,10,11,3,8,9,3,0,0,6,5,15,0,0,0,836,931,1768,55,67,117,11,6,19,1130,1266,2397,280,306,589,6504,7128,13632
120021674,3386,3668,7052,103,115,216,586,697,1288,24,37,59,4,7,15,0,0,6,5,9,12,0,3,4,0,0,0,9,8,12,0,0,0,637,760,1397,59,70,132,7,8,15,806,953,1761,268,253,522,4466,4873,9335
120021675,6411,7063,13472,303,323,634,1061,1189,2243,18,18,36,22,28,50,9,4,14,15,11,25,0,0,0,0,4,6,8,8,14,0,0,0,1126,1260,2382,73,77,150,18,19,40,1522,1678,3200,304,303,612,8239,9050,17287
